,,,,-HAUTES-PYRENEES,,,
26341,65,65379,65590,Ris,ris,42.886652272727,0.40127863636364
26342,65,65380,65350,Sabalos,sabalos,43.28445244898,0.14372632653061
26343,65,65381,65330,Sabarros,sabarros,43.239812745098,0.4415712745098
26344,65,65382,65370,Sacoué,sacoue,42.983083968254,0.52409071428571
26345,65,65383,65220,Sadournin,sadournin,43.319700060976,0.41059219512195
26346,65,65384,65170,Sailhan,sailhan,42.8137178125,0.33386875
26347,65,65385,65250,Saint-Arroman,saint arroman,43.0421582,0.4054794
26348,65,65386,65100,Saint-Créac,saint creac,43.061694457831,-0.02290626506024
26349,65,65387,65700,Saint-Lanne,saint lanne,43.587289317073,-0.06948663414634
26350,65,65388,65170,Saint-Lary-Soulan,saint lary soulan,42.796060285714,0.26343617142857
26351,65,65389,65150,Saint-Laurent-de-Neste,saint laurent de neste,43.082698214286,0.48535214285714
26352,65,65390,65500,Saint-Lézer,saint lezer,43.361951637931,0.03275594827586
26353,65,65391,65370,Sainte-Marie,sainte marie,42.9702525,0.62529321428571
26354,65,65392,65360,Saint-Martin,saint martin,43.16655016,0.06702512
26355,65,65393,65400,Saint-Pastous,saint pastous,43.015721219512,-0.04470048780488
26356,65,65394,65150,Saint-Paul,saint paul,43.084630520833,0.51102447916667
26357,65,65395,65270,Saint-Pé-de-Bigorre,saint pe de bigorre,43.088356864865,-0.15947783783784
26358,65,65396,65400,Saint-Savin,saint savin,42.97599075,-0.088924375
26359,65,65397,65140,Saint-Sever-de-Rustan,saint sever de rustan,43.350498482759,0.22918089655172
26360,65,65398,65370,Saléchan,salechan,42.953907631579,0.62863447368421
26361,65,65399,65120,Saligos,saligos,42.896063043478,-0.01004934782609
26362,65,65400,65400,Salles,salles,43.024367039474,-0.16729282894737
26363,65,65401,65360,Salles-Adour,salles adour,43.186824259259,0.10119685185185
26364,65,65402,65370,Samuran,samuran,42.9864,0.5971837037037
26365,65,65403,65500,Sanous,sanous,43.378790612245,0.00544285714286
26366,65,65404,65230,Sariac-Magnoac,sariac magnoac,43.309489178082,0.55033664383562
26367,65,65405,65130,Sarlabous,sarlabous,43.075989333333,0.2797255
26368,65,65406,65390,Sarniguet,sarniguet,43.319093709677,0.08904983870968
26369,65,65407,65370,Sarp,sarp,43.0175534,0.5806608
26370,65,65408,65410,Sarrancolin,sarrancolin,42.963476305221,0.40230236947791
26371,65,65409,65140,Sarriac-Bigorre,sarriac bigorre,43.388902051282,0.11882179487179
26372,65,65410,65600,Sarrouilles,sarrouilles,43.23134969697,0.13616242424242
26373,65,65411,65120,Sassis,sassis,42.878417111111,-0.01710911111111
26374,65,65412,65700,Sauveterre,sauveterre,43.476028877551,0.09864581632653
26375,65,65413,65120,Sazos,sazos,42.861760463576,-0.03923741721854
26376,65,65414,65140,Ségalas,segalas,43.411430991736,0.13065041322314
26377,65,65415,65100,Ségus,segus,43.066793868613,-0.09522671532847
26378,65,65416,65150,Seich,seich,42.999407565789,0.49976151315789
26379,65,65417,65600,Séméac,semeac,43.218593529412,0.11638205882353
26380,65,65418,65140,Sénac,senac,43.359004042553,0.1851734751773
26381,65,65419,65330,Sentous,sentous,43.266379370629,0.37858160839161
26382,65,65420,65400,Sère-en-Lavedan,sere en lavedan,43.01992137931,-0.13291810344828
26383,65,65421,65100,Sère-Lanso,sere lanso,43.068389655172,0.01579413793103
26384,65,65422,65320,Séron,seron,43.323686048387,-0.09505338709677
26385,65,65423,65220,Sère-Rustaing,sere rustaing,43.257052920354,0.29027557522124
26386,65,65424,65120,Sers,sers,42.911985393258,0.08717752808989
26387,65,65425,65500,Siarrouy,siarrouy,43.32112226087,0.03789026086957
26388,65,65426,65190,Sinzos,sinzos,43.219867866667,0.2094948
26389,65,65427,65370,Siradan,siradan,42.96907525,0.61688225
26390,65,65428,65400,Sireix,sireix,42.966081836735,-0.15648244897959
26391,65,65429,65700,Sombrun,sombrun,43.479890592593,0.00018318518519
26392,65,65430,65350,Soréac,soreac,43.313360344828,0.15916103448276
26393,65,65431,65370,Sost,sost,42.902921192053,0.55930933774834
26394,65,65432,65700,Soublecause,soublecause,43.533198173913,-0.02432617391304
26395,65,65433,65430,Soues,soues,43.205075245902,0.0996637704918
26396,65,65435,65260,Soulom,soulom,42.950982352941,-0.07210632352941
26397,65,65436,65350,Souyeaux,souyeaux,43.242106982759,0.16398439655172
26398,65,65437,65300,Tajan,tajan,43.18285940678,0.45368957627119
26399,65,65438,65500,Talazac,talazac,43.3336705,0.04156125
26400,65,65439,65320,Tarasteix,tarasteix,43.315070322581,0.00329306451613
26401,65,65440,65000,Tarbes,tarbes,43.233946491228,0.06645640350877
26402,65,65441,65370,Thèbe,thebe,42.962427954545,0.60029272727273
26403,65,65442,65230,Thermes-Magnoac,thermes magnoac,43.29790734375,0.60211890625
26404,65,65443,65350,Thuy,thuy,43.25665,0.24003
26405,65,65444,65150,Tibiran-Jaunac,tibiran jaunac,43.053232840909,0.55295352272727
26406,65,65445,65130,Tilhouse,tilhouse,43.085512994012,0.30872143712575
26407,65,65446,65140,Tostat,tostat,43.331476972477,0.11396275229358
26408,65,65447,65190,Tournay,tournay,43.184794280156,0.24549494163424
26409,65,65448,65220,Tournous-Darré,tournous darre,43.287472237762,0.35706699300699
26410,65,65449,65330,Tournous-Devant,tournous devant,43.249768976378,0.41882047244094
26411,65,65450,65170,Tramezaïgues,tramezaigues,42.759778157895,0.25439219298246
26412,65,65451,65200,Trébons,trebons,43.095982647059,0.10666578431373
26413,65,65452,65220,Trie-sur-Baïse,trie sur baise,43.317839177215,0.37006810126582
26414,65,65453,65370,Troubat,troubat,42.975889583333,0.58096729166667
26415,65,65454,65140,Trouley-Labarthe,trouley labarthe,43.31988076087,0.24689445652174
26416,65,65455,65150,Tuzaguet,tuzaguet,43.085267083333,0.44296972222222
26417,65,65456,65300,Uglas,uglas,43.152957078652,0.44714
26418,65,65457,65140,Ugnouas,ugnouas,43.3423555,0.1025785
26419,65,65458,65400,Uz,uz,42.9583262,-0.0919372
26420,65,65459,65200,Uzer,uzer,43.080075744681,0.1953470212766
26421,65,65460,65500,Vic-en-Bigorre,vic en bigorre,43.391218684211,0.05043641447368
26422,65,65461,65220,Vidou,vidou,43.298808217822,0.33204732673267
26423,65,65462,65700,Vidouze,vidouze,43.437067777778,-0.04628768518519
26424,65,65463,65120,Viella,viella,42.872567906977,0.02211604651163
26425,65,65464,65360,Vielle-Adour,vielle adour,43.144016422018,0.13163770642202
26426,65,65465,65170,Vielle-Aure,vielle aure,42.845812126697,0.2422542081448
26427,65,65466,65240,Vielle-Louron,vielle louron,42.833325428571,0.39772828571429
26428,65,65467,65400,Vier-Bordes,vier bordes,42.991120229885,-0.03597367816092
26429,65,65468,65230,Vieuzos,vieuzos,43.254449411765,0.44640254901961
26430,65,65469,65120,Viey,viey,42.894120555556,0.01678055555556
26431,65,65470,65100,Viger,viger,43.059724193548,-0.05543838709677
26432,65,65471,65170,Vignec,vignec,42.820159479167,0.28846354166667
26433,65,65472,65700,Villefranque,villefranque,43.498446721312,-0.0058031147541
26434,65,65473,65260,Villelongue,villelongue,42.94589271028,-0.02592691588785
26435,65,65474,65220,Villembits,villembits,43.280535614035,0.32029026315789
26436,65,65475,65230,Villemur,villemur,43.253746632653,0.55523091836735
26437,65,65476,65500,Villenave-près-Béarn,villenave pres bearn,43.365722307692,-0.09184015384615
26438,65,65477,65500,Villenave-près-Marsac,villenave pres marsac,43.340365555556,0.08699666666667
26439,65,65478,65120,Viscos,viscos,42.919076923077,-0.0487825
26440,65,65479,65200,Visker,visker,43.139297582418,0.06614527472527
26441,65,65481,65120,Barèges,bareges,42.877354021739,0.11632869565217
26442,65,65482,65150,Cantaous,cantaous,43.0970676,0.441657
