,,,,-SARTHE,,,
29287,72,72349,72290,Teillé,teille,48.183939731544,0.18554402684564
29288,72,72350,72220,Teloché,teloche,47.889304853801,0.27830210526316
29289,72,72351,72240,Tennie,tennie,48.106655648148,-0.09073773148148
29290,72,72352,72110,Terrehault,terrehault,48.203275166667,0.40443725
29291,72,72353,72320,Théligny,theligny,48.168168255814,0.78909889534884
29292,72,72354,72260,Thoigné,thoigne,48.285909285714,0.25267214285714
29293,72,72355,72610,Thoiré-sous-Contensor,thoire sous contensor,48.311576666667,0.20606087719298
29294,72,72356,72500,Thoiré-sur-Dinan,thoire sur dinan,47.757540892857,0.45080589285714
29295,72,72357,72800,Thorée-les-Pins,thoree les pins,47.652168333333,0.03573992424242
29296,72,72358,72160,Thorigné-sur-Dué,thorigne sur due,48.031189327354,0.52424264573991
29297,72,72359,72110,Torcé-en-Vallée,torce en vallee,48.132367333333,0.39878104761905
29298,72,72360,72650,Trangé,trange,48.034756416667,0.11703625
29299,72,72361,72440,Tresson,tresson,47.910994402985,0.56846798507463
29300,72,72362,72170,Le Tronchet,le tronchet,48.181499756098,0.0790687804878
29301,72,72363,72160,Tuffé Val de la Chéronne,tuffe val de la cheronne,48.114267723577,0.5132756097561
29302,72,72364,72500,Vaas,vaas,47.66998937799,0.30999181818182
29303,72,72366,72320,Valennes,valennes,48.0101,0.80310691983122
29304,72,72367,72540,Vallon-sur-Gée,vallon sur gee,47.955411902174,-0.08007923913043
29305,72,72368,72310,Vancé,vance,47.833602795699,0.65345301075269
29306,72,72369,72360,Verneil-le-Chétif,verneil le chetif,47.7230584375,0.2972809375
29307,72,72370,72170,Vernie,vernie,48.182053537415,0.02046129251701
29308,72,72372,72600,Vezot,vezot,48.351313898305,0.30013237288136
29309,72,72373,72320,Vibraye,vibraye,48.050850333333,0.75609227777778
29310,72,72374,72600,Villaines-la-Carelle,villaines la carelle,48.380502189781,0.30001583941606
29311,72,72375,72400,Villaines-la-Gonais,villaines la gonais,48.132293728814,0.61191457627119
29312,72,72376,72150,Villaines-sous-Lucé,villaines sous luce,47.87668716763,0.49837554913295
29313,72,72377,72270,Villaines-sous-Malicorne,villaines sous malicorne,47.761265151515,-0.10848957575758
29314,72,72378,72300,Vion,vion,47.811702063492,-0.26781698412698
29315,72,72379,72350,Viré-en-Champagne,vire en champagne,47.989174243902,-0.29522809756098
29316,72,72380,72170,Vivoin,vivoin,48.241738342541,0.16067237569061
29317,72,72381,72210,Voivres-lès-le-Mans,voivres les le mans,47.926677096774,0.08023317204301
29318,72,72382,72440,Volnay,volnay,47.949571928934,0.4674978680203
29319,72,72383,72160,Vouvray-sur-Huisne,vouvray sur huisne,48.084671014493,0.55355985507246
29320,72,72385,72330,Yvré-le-Pôlin,yvre le polin,47.829086434783,0.15468356521739
29321,72,72386,72530,Yvré-l'Évêque,yvre l eveque,48.032936390977,0.2911427443609
