id,department_code,insee_code,zip_code,-MOSELLE,slug,gps_lat,gps_lng
21906,57,57664,57260,Tarquimpol,tarquimpol,48.779370490196,6.7660165686274
21907,57,57665,57980,Tenteling,tenteling,49.123798965517,6.9279112643678
21908,57,57666,57180,Terville,terville,49.346482318841,6.1338688405797
21909,57,57667,57220,Téterchen,teterchen,49.230701910112,6.5720826966292
21910,57,57668,57385,Teting-sur-Nied,teting sur nied,49.053053137255,6.6696623529412
21911,57,57669,57450,Théding,theding,49.126525443038,6.8903662025317
21912,57,57670,57380,Thicourt,thicourt,48.988511868132,6.5544732967033
21913,57,57671,57580,Thimonville,thimonville,48.944656091954,6.3925836781609
21914,57,57672,57100,Thionville,thionville,49.370974389671,6.1428669248826
21915,57,57673,57380,Thonville,thonville,48.981079016393,6.566111147541
21916,57,57674,57590,Tincry,tincry,48.908864503817,6.4038895419847
21917,57,57675,57670,Torcheville,torcheville,48.904322179487,6.8461412820513
21918,57,57676,57580,Tragny,tragny,48.954942134831,6.3747594382022
21919,57,57677,57300,Trémery,tremery,49.254927286822,6.2420919379845
21920,57,57678,57710,Tressange,tressange,49.4095829,5.9857642
21921,57,57679,57385,Tritteling-Redlach,tritteling redlach,49.077884807692,6.6184105769231
21922,57,57680,57870,Troisfontaines,troisfontaines,48.673328061225,7.1280441836735
21923,57,57681,57320,Tromborn,tromborn,49.258852337662,6.6005488311688
21924,57,57682,57560,Turquestein-Blancrupt,turquestein blancrupt,48.566127659574,7.0802310638298
21925,57,57683,57270,Uckange,uckange,49.305664864865,6.1510540540541
21926,57,57684,57660,Vahl-Ebersing,vahl ebersing,49.054383539823,6.7485222123894
21927,57,57685,57670,Vahl-lès-Bénestroff,vahl les benestroff,48.919018648649,6.7876905405405
21928,57,57686,57380,Vahl-lès-Faulquemont,vahl les faulquemont,49.021256210526,6.6318538947368
21929,57,57687,57340,Vallerange,vallerange,48.9502065625,6.6868189583333
21930,57,57689,57970,Valmestroff,valmestroff,49.358738876405,6.2575329213483
21931,57,57690,57730,Valmont,valmont,49.081466634615,6.7040785576923
21932,57,57691,57220,Valmunster,valmunster,49.247368253968,6.5176995238095
21933,57,57692,57340,Vannecourt,vannecourt,48.878122571429,6.5329400952381
21934,57,57693,57070,Vantoux,vantoux,49.132349315068,6.2348942465753
21935,57,57694,57070,Vany,vany,49.152259733333,6.2424925333333
21936,57,57695,57220,Varize-Vaudoncourt,varize vaudoncourt,49.123490063694,6.4482822292994
21937,57,57696,57880,Varsberg,varsberg,49.176142857143,6.6189405357143
21938,57,57697,57560,Vasperviller,vasperviller,48.635100879121,7.0723012087912
21939,57,57698,57580,Vatimont,vatimont,48.979785652174,6.4783048550725
21940,57,57700,57320,Vaudreching,vaudreching,49.280914270833,6.5207401041667
21941,57,57701,57130,Vaux,vaux,49.092718666667,6.0700596190476
21942,57,57702,57170,Vaxy,vaxy,48.858317157895,6.5277608421053
21943,57,57703,57370,Veckersviller,veckersviller,48.832846666667,7.1834542342342
21944,57,57704,57920,Veckring,veckring,49.335247945205,6.3628463013699
21945,57,57705,57220,Velving,velving,49.23964173913,6.53623
21946,57,57706,57260,Vergaville,vergaville,48.840392061069,6.7474774045801
21947,57,57707,57130,Vernéville,verneville,49.138457079646,6.0073355752212
21948,57,57708,57420,Verny,verny,49.008165932203,6.2004327118644
21949,57,57709,57370,Vescheim,vescheim,48.793615076923,7.2265876923077
21950,57,57711,57670,Vibersviller,vibersviller,48.907502403846,6.9413470192308
21951,57,57712,57630,Vic-sur-Seille,vic sur seille,48.772970935252,6.5272353956835
21952,57,57713,57635,Vieux-Lixheim,vieux lixheim,48.778100941176,7.1257574117647
21953,57,57714,57690,Haute-Vigneulles,haute vigneulles,49.093865934066,6.5580578021978
21954,57,57715,57420,Vigny,vigny,48.966243684211,6.2509239473684
21955,57,57716,57640,Vigy,vigy,49.208777226277,6.3068944525547
21956,57,57717,57340,Viller,viller,48.987821898734,6.6448115189873
21957,57,57718,57530,Villers-Stoncourt,villers stoncourt,49.057111751412,6.4442748022599
21958,57,57719,57340,Villers-sur-Nied,villers sur nied,48.923459032258,6.5312014516129
21959,57,57720,57550,Villing,villing,49.281328684211,6.6299263157895
21960,57,57721,57370,Vilsberg,vilsberg,48.787606236559,7.2595551612903
21961,57,57722,57130,Vionville,vionville,49.081622957746,5.9444873239437
21962,57,57723,57340,Virming,virming,48.94388125,6.7535973333333
21963,57,57724,57185,Vitry-sur-Orne,vitry sur orne,49.2753675,6.1019121666667
21964,57,57725,57670,Vittersbourg,vittersbourg,48.949129433962,6.9347337735849
21965,57,57726,57580,Vittoncourt,vittoncourt,49.024425170068,6.4536914285714
21966,57,57727,57590,Viviers,viviers,48.89494752,6.44267744
21967,57,57728,57580,Voimhaut,voimhaut,49.024161590909,6.4188105681818
21968,57,57730,57220,Volmerange-lès-Boulay,volmerange les boulay,49.172091809524,6.4454308571429
21969,57,57731,57330,Volmerange-les-Mines,volmerange les mines,49.446034791667,6.0752108333333
21970,57,57732,57720,Volmunster,volmunster,49.117671201923,7.3657469230769
21971,57,57733,57940,Volstroff,volstroff,49.303013577236,6.2520419512195
