id,department_code,insee_code,zip_code,-AIN,slug,gps_lat,gps_lng
143,1,1153,1170,Échenevex,echenevex,46.315665100671,6.0226862416107
144,1,1154,1340,Étrez,etrez,46.341437405063,5.1962487341772
145,1,1155,1230,Évosges,evosges,45.957167126437,5.4972251724138
146,1,1156,1800,Faramans,faramans,45.907376808511,5.1228655319149
147,1,1157,1480,Fareins,fareins,46.02390752809,4.766631235955
148,1,1158,1550,Farges,farges,46.162470901639,5.919221147541
149,1,1159,1570,Feillens,feillens,46.337210529412,4.8906094117647
150,1,1160,1210,Ferney-Voltaire,ferney voltaire,46.25432,6.106802238806
151,1,1162,1350,Flaxieu,flaxieu,45.811773389831,5.740849661017
152,1,1163,1340,Foissiat,foissiat,46.378325784314,5.1871447058823
153,1,1165,1090,Francheleins,francheleins,46.071930666667,4.8244355238095
154,1,1166,1480,Frans,frans,45.992107755102,4.7765397959184
155,1,1167,1140,Garnerans,garnerans,46.211864821429,4.8331286904762
156,1,1169,1090,Genouilleux,genouilleux,46.122538823529,4.8012541176471
157,1,1170,1460,Béard-Géovreissiat,beard geovreissiat,46.191400963855,5.5497537349398
158,1,1171,1100,Géovreisset,geovreisset,46.255557377049,5.6189375409836
159,1,1173,1170,Gex,gex,46.343585086207,6.0474881896552
160,1,1174,1130,Giron,giron,46.217934651163,5.7870181395349
161,1,1175,1190,Gorrevod,gorrevod,46.415424347826,4.9559078985507
162,1,1177,1250,Grand-Corent,grand corent,46.215234157303,5.4387987640449
163,1,1179,1290,Grièges,grieges,46.263813429952,4.853151352657
164,1,1180,1220,Grilly,grilly,46.329173411765,6.1152829411765
165,1,1181,1100,Groissiat,groissiat,46.223585714286,5.6182269642857
166,1,1183,1090,Guéreins,guereins,46.104459090909,4.7865461363636
167,1,1184,1250,Hautecourt-Romanèche,hautecourt romaneche,46.162525359477,5.4267312418301
168,1,1185,1110,Hauteville-Lompnes,hauteville lompnes,45.964660108696,5.5721920108696
169,1,1186,1110,Hostiaz,hostiaz,45.905305163399,5.535915751634
170,1,1187,1260,Haut Valromey,haut valromey,46.036290947075,5.67748
171,1,1188,1140,Illiat,illiat,46.186238926829,4.8932894634146
172,1,1189,1200,Injoux-Génissiat,injoux genissiat,46.047714744898,5.7695633673469
173,1,1190,1680,Innimond,innimond,45.791637425743,5.569959009901
174,1,1191,1430,Izenave,izenave,46.039865545455,5.5238256363636
175,1,1192,1580,Izernore,izernore,46.216806709677,5.5550115483871
176,1,1193,1300,Izieu,izieu,45.653658888889,5.6392182407407
177,1,1194,1480,Jassans-Riottier,jassans riottier,45.978991153846,4.7605163461538
178,1,1195,1250,Jasseron,jasseron,46.218284535519,5.3143085245902
179,1,1196,1340,Jayat,jayat,46.370248333333,5.1118788738739
180,1,1197,1250,Journans,journans,46.147251538462,5.3365584615385
181,1,1198,1800,Joyeux,joyeux,45.951558083333,5.1024899166667
182,1,1199,1640,Jujurieux,jujurieux,46.046191277533,5.418876123348
183,1,1200,1450,Labalme,labalme,46.089693956044,5.4893517582418
184,1,1202,1150,Lagnieu,lagnieu,45.894874597701,5.3415022988506
185,1,1203,1290,Laiz,laiz,46.24715602649,4.8994701324503
186,1,1204,1130,Le Poizat-Lalleyriat,le poizat lalleyriat,46.139619230769,5.691783986014
187,1,1205,1200,Lancrans,lancrans,46.128197835052,5.8395102061856
188,1,1206,1430,Lantenay,lantenay,46.057073707865,5.5390223595506
189,1,1207,1330,Lapeyrouse,lapeyrouse,45.987971652174,4.9771595652174
190,1,1208,1350,Lavours,lavours,45.813437636364,5.7735469090909
191,1,1209,1200,Léaz,leaz,46.111214893617,5.8763674468085
192,1,1210,1410,Lélex,lelex,46.289668350515,5.9245162886598
193,1,1211,1240,Lent,lent,46.116253246753,5.1986912121212
194,1,1212,1560,Lescheroux,lescheroux,46.411605091743,5.1486756422018
195,1,1213,1150,Leyment,leyment,45.929987241379,5.2960704597701
196,1,1214,1450,Leyssard,leyssard,46.162673965517,5.4735514655172
197,1,1215,1420,Lhôpital,lhopital,46.025032916667,5.766591875
198,1,1216,1680,Lhuis,lhuis,45.752178111888,5.5374274825175
199,1,1218,1260,Lochieu,lochieu,45.928839477612,5.7351398507463
200,1,1219,1680,Lompnas,lompnas,45.809677810219,5.5253610948905
201,1,1221,1260,Lompnieu,lompnieu,45.972324782609,5.6684386956522
202,1,1224,1360,Loyettes,loyettes,45.792332325581,5.2050141860465
203,1,1225,1090,Lurcy,lurcy,46.063368888889,4.7789851851852
204,1,1227,1300,Magnieu,magnieu,45.779252727273,5.7123558677686
205,1,1228,1430,Maillat,maillat,46.1188594,5.5318290666667
206,1,1229,1340,Malafretaz,malafretaz,46.326033823529,5.1405652941176
207,1,1230,1560,Mantenay-Montlin,mantenay montlin,46.4296861875,5.1049473125
208,1,1231,1570,Manziat,manziat,46.361492569444,4.9042084027778
209,1,1232,1851,Marboz,marboz,46.349246390977,5.2432285964912
210,1,1233,1680,Marchamp,marchamp,45.776306388889,5.5450161111111
211,1,1234,1300,Marignieu,marignieu,45.801284343434,5.7165661616162
212,1,1235,1240,Marlieux,marlieux,46.052591918605,5.0709296511628
213,1,1236,1340,Marsonnas,marsonnas,46.340699460581,5.0654969709544
214,1,1237,1100,Martignat,martignat,46.206200786517,5.6146128089888
215,1,1238,1600,Massieux,massieux,45.90955675,4.831477
216,1,1239,1300,Massignieu-de-Rives,massignieu de rives,45.754210408163,5.7556647959184
217,1,1240,1580,Matafelon-Granges,matafelon granges,46.246085579399,5.5280351502146
218,1,1241,1370,Meillonnas,meillonnas,46.247842051282,5.3291216239316
219,1,1242,1450,Mérignat,merignat,46.064974848485,5.441378030303
220,1,1243,1480,Messimy-sur-Saône,messimy sur saone,46.047638947368,4.763769122807
221,1,1244,1800,Meximieux,meximieux,45.912567586207,5.1961089655172
222,1,1245,1250,Bohas-Meyriat-Rignat,bohas meyriat rignat,46.142560829268,5.3784070731707
223,1,1246,1660,Mézériat,mezeriat,46.241712925926,5.0485121111111
224,1,1247,1170,Mijoux,mijoux,46.3368057,6.0574695
225,1,1247,1410,Mijoux,mijoux,46.366475,5.996778
226,1,1248,1390,Mionnay,mionnay,45.900122410714,4.9314715178571
227,1,1249,1700,Miribel,miribel,45.841244383562,4.9393190410959
228,1,1250,1600,Misérieux,miserieux,45.978420555556,4.8066330555556
