id,department_code,insee_code,zip_code,-ALPES-DE-HAUTE-PROVENCE,slug,gps_lat,gps_lng
1536,4,4001,4510,Aiglun,aiglun,44.066529855072,6.1425565217391
1537,4,4004,4500,Allemagne-en-Provence,allemagne en provence,43.788434730539,6.0238873053892
1538,4,4005,4170,Allons,allons,43.976594354839,6.5873159677419
1539,4,4006,4260,Allos,allos,44.259816272189,6.6270830177515
1540,4,4007,4170,Angles,angles,43.941724871795,6.548803974359
1541,4,4008,4240,Annot,annot,43.958858376623,6.6656114285714
1542,4,4009,4420,Archail,archail,44.109685188679,6.3259230188679
1543,4,4012,4110,Aubenas-les-Alpes,aubenas les alpes,43.932782926829,5.6806307317073
1544,4,4013,4200,Aubignosc,aubignosc,44.120458726115,5.9594023566879
1545,4,4016,4200,Authon,authon,44.247552780488,6.1463330731707
1546,4,4017,4140,Auzet,auzet,44.299747826087,6.317602826087
1547,4,4018,4150,Banon,banon,44.024874423077,5.6498843589744
1548,4,4019,4400,Barcelonnette,barcelonnette,44.377917521368,6.6520794017094
1549,4,4020,4140,Barles,barles,44.273125980861,6.2537124880383
1550,4,4021,4380,Barras,barras,44.096641294964,6.0987482733813
1551,4,4022,4330,Barrême,barreme,43.946626341463,6.3910020487805
1552,4,4023,4250,Bayons,bayons,44.335321061947,6.17374179941
1553,4,4024,4420,Beaujeu,beaujeu,44.218796993865,6.3794173006135
1554,4,4025,4370,Beauvezer,beauvezer,44.146962666667,6.6000273333333
1555,4,4026,4250,Bellaffaire,bellaffaire,44.409202548077,6.1926230288462
1556,4,4027,4200,Bevons,bevons,44.177464298246,5.878187368421
1557,4,4028,4270,Beynes,beynes,43.977249588235,6.2492010588235
1558,4,4030,4330,Blieux,blieux,43.876687946429,6.3651220089286
1559,4,4031,4270,Bras-d'Asse,bras d asse,43.928257124183,6.1300076470588
1560,4,4032,4240,Braux,braux,43.987377037037,6.6957644444444
1561,4,4033,4340,Ubaye-Serre-Ponçon,ubaye serre poncon,44.443047474747,6.3040683838384
1562,4,4034,4700,La Brillanne,la brillanne,43.93124739726,5.8800102739726
1563,4,4035,4210,Brunet,brunet,43.888321698113,6.0257453773585
1564,4,4036,4420,Le Brusquet,le brusquet,44.172296162791,6.3046893023256
1565,4,4037,4250,Le Caire,le caire,44.374373409091,6.0589896590909
1566,4,4039,4120,Castellane,castellane,43.834148317972,6.4966851152074
1567,4,4040,4380,Le Castellard-Mélan,le castellard melan,44.198437653631,6.137102849162
1568,4,4041,4700,Le Castellet,le castellet,43.922909590164,5.9796476229508
1569,4,4042,4320,Castellet-lès-Sausses,castellet les sausses,44.035429416667,6.7500773333333
1570,4,4043,4320,Val-de-Chalvagne,val de chalvagne,43.89721280303,6.7771356818182
1571,4,4045,4280,Céreste,cereste,43.856702392638,5.5985126380368
1572,4,4046,4510,Le Chaffaut-Saint-Jurson,le chaffaut saint jurson,44.019845,6.1477596261682
1573,4,4047,4660,Champtercier,champtercier,44.095854375,6.147147375
1574,4,4049,4160,Château-Arnoux-Saint-Auban,chateau arnoux saint auban,44.0803356,6.014992
1575,4,4049,4600,Château-Arnoux-Saint-Auban,chateau arnoux saint auban,44.0691657,5.956825
1576,4,4050,4250,Châteaufort,chateaufort,44.272768630137,6.0310752739726
1577,4,4051,4200,Châteauneuf-Miravail,chateauneuf miravail,44.155325294118,5.7180121323529
1578,4,4053,4200,Châteauneuf-Val-Saint-Donat,chateauneuf val saint donat,44.097759747899,5.9314981512605
1579,4,4054,4270,Châteauredon,chateauredon,44.028522857143,6.2236478095238
1580,4,4055,4330,Chaudon-Norante,chaudon norante,43.992370876494,6.3130575697211
1581,4,4057,4250,Clamensane,clamensane,44.328768073394,6.080005412844
1582,4,4058,5110,Claret,claret,44.368902158273,5.9632554676259
1583,4,4059,4330,Clumanc,clumanc,44.020592795031,6.3722533540373
1584,4,4061,4370,Colmars,colmars,44.188829074074,6.6740667283951
1585,4,4062,4530,La Condamine-Châtelard,la condamine chatelard,44.462428064516,6.7008665053764
