id,department_code,insee_code,zip_code,-ARIEGE,slug,gps_lat,gps_lng
2871,9,9001,9240,Aigues-Juntes,aigues juntes,43.047570978261,1.4744304347826
2872,9,9002,9600,Aigues-Vives,aigues vives,42.99945852459,1.8765383606557
2873,9,9003,9300,L'Aiguillon,l aiguillon,42.908713611111,1.9037373611111
2874,9,9004,9310,Albiès,albies,42.761454814815,1.6985065432099
2875,9,9005,9320,Aleu,aleu,42.895573954802,1.2687866101695
2876,9,9006,9400,Alliat,alliat,42.8166645,1.582208125
2877,9,9007,9240,Allières,allieres,43.042661917808,1.3661675342466
2878,9,9008,9200,Alos,alos,42.898286565657,1.1307124242424
2879,9,9009,9240,Alzen,alzen,42.985649925926,1.4557274814815
2880,9,9011,9800,Antras,antras,42.87204460177,0.90072017699115
2881,9,9012,9250,Appy,appy,42.804126494845,1.7440982474227
2882,9,9013,9000,Arabaux,arabaux,42.979992881356,1.6321598305085
2883,9,9014,9800,Argein,argein,42.928141927711,0.99315638554217
2884,9,9015,9400,Arignac,arignac,42.871711428571,1.5949821428571
2885,9,9016,9400,Arnave,arnave,42.85178980198,1.6467781188119
2886,9,9017,9800,Arrien-en-Bethmale,arrien en bethmale,42.884929834254,1.049538839779
2887,9,9018,9800,Arrout,arrout,42.949113589744,1.0190861538461
2888,9,9019,9130,Artigat,artigat,43.14124043956,1.4502592307692
2889,9,9020,9460,Artigues,artigues,42.685402325581,2.0370702325581
2890,9,9021,9120,Artix,artix,43.066973207547,1.5660931132075
2891,9,9022,9100,Arvigna,arvigna,43.058877230769,1.7237376923077
2892,9,9023,9110,Ascou,ascou,42.715417591241,1.9244759854015
2893,9,9024,9310,Aston,aston,42.683503475177,1.6562536170213
2894,9,9025,9800,Aucazein,aucazein,42.928028589744,0.96969961538462
2895,9,9026,9800,Audressein,audressein,42.926278888889,1.0199087301587
2896,9,9027,9800,Augirein,augirein,42.917748387097,0.91561225806452
2897,9,9028,9310,Aulos,aulos,42.792583636364,1.6723372727273
2898,9,9029,9140,Aulus-les-Bains,aulus les bains,42.766675538462,1.3561626923077
2899,9,9030,9220,Auzat,auzat,42.704089969697,1.4456841515151
2900,9,9031,9250,Axiat,axiat,42.796387142857,1.7575599047619
2901,9,9032,9110,Ax-les-Thermes,ax les thermes,42.691238849558,1.8281703539823
2902,9,9033,9230,Bagert,bagert,43.079466526316,1.0722332631579
2903,9,9034,9800,Balacet,balacet,42.885612,0.982742
2904,9,9035,9800,Balaguères,balagueres,42.957516875,1.0219295
2905,9,9037,9230,Barjac,barjac,43.062568064516,1.1342006451613
2906,9,9038,9350,La Bastide-de-Besplas,la bastide de besplas,43.167578346457,1.2718136220472
2907,9,9039,9500,La Bastide-de-Bousignac,la bastide de bousignac,43.056688043478,1.8818448550725
2908,9,9040,9700,La Bastide-de-Lordat,la bastide de lordat,43.139829270833,1.7101882291667
2909,9,9041,9160,La Bastide-du-Salat,la bastide du salat,43.061008309859,1.0026030985915
2910,9,9042,9240,La Bastide-de-Sérou,la bastide de serou,43.021370484582,1.4191068281938
2911,9,9043,9600,La Bastide-sur-l'Hers,la bastide sur l hers,42.9477934375,1.90160203125
