,,,,-OISE,,,
23323,60,60357,60420,Léglantiers,leglantiers,49.497991052632,2.5336028947368
23324,60,60358,60800,Lévignen,levignen,49.199139230769,2.9132544444444
23325,60,60359,60650,Lhéraule,lheraule,49.488078615385,1.932346
23326,60,60360,60140,Liancourt,liancourt,49.331085,2.4640290740741
23327,60,60361,60240,Liancourt-Saint-Pierre,liancourt saint pierre,49.236122807018,1.9021766666667
23328,60,60362,60640,Libermont,libermont,49.6894249,2.9794627
23329,60,60363,60240,Lierville,lierville,49.197565,1.8933071666667
23330,60,60364,60130,Lieuvillers,lieuvillers,49.471817692308,2.4844295384615
23331,60,60365,60360,Lihus,lihus,49.606483716814,2.0405176106195
23332,60,60366,60510,Litz,litz,49.425077672414,2.3341299137931
23333,60,60367,60240,Loconville,loconville,49.259240810811,1.9212271621622
23334,60,60368,60150,Longueil-Annel,longueil annel,49.465804623656,2.8528456989247
23335,60,60369,60126,Longueil-Sainte-Marie,longueil sainte marie,49.343558482143,2.7094641964286
23336,60,60370,60110,Lormaison,lormaison,49.255703255814,2.1044323255814
23337,60,60371,60380,Loueuse,loueuse,49.589948987342,1.8319946835443
23338,60,60372,60360,Luchy,luchy,49.553910178571,2.1156592857143
23339,60,60373,60150,Machemont,machemont,49.507996403509,2.8767786842105
23340,60,60374,60420,Maignelay-Montigny,maignelay montigny,49.549583773585,2.5216483962264
23341,60,60375,60600,Maimbeville,maimbeville,49.413415352113,2.5206635211268
23342,60,60376,60112,Maisoncelle-Saint-Pierre,maisoncelle saint pierre,49.513727846154,2.1219496923077
23343,60,60377,60480,Maisoncelle-Tuilerie,maisoncelle tuilerie,49.588877733333,2.2225185333333
23344,60,60378,60490,Marest-sur-Matz,marest sur matz,49.503136025641,2.823181025641
23345,60,60379,60490,Mareuil-la-Motte,mareuil la motte,49.5490811,2.8014918
23346,60,60380,60890,Mareuil-sur-Ourcq,mareuil sur ourcq,49.136985257143,3.0717792
23347,60,60381,60310,Margny-aux-Cerises,margny aux cerises,49.671665735294,2.8745002941177
23348,60,60382,60280,Margny-lès-Compiègne,margny les compiegne,49.427172083333,2.8132169444444
23349,60,60383,60490,Margny-sur-Matz,margny sur matz,49.530482673267,2.7800872277228
23350,60,60385,60890,Marolles,marolles,49.166911630901,3.1052806437768
23351,60,60386,60490,Marquéglise,marqueglise,49.514476944444,2.75716
23352,60,60387,60690,Marseille-en-Beauvaisis,marseille en beauvaisis,49.577798703704,1.9557475
23353,60,60388,60112,Martincourt,martincourt,49.527274318182,1.9005535227273
23354,60,60389,60640,Maucourt,maucourt,49.632407777778,3.0787224444444
23355,60,60390,60480,Maulers,maulers,49.54468,2.1640585227273
23356,60,60391,60660,Maysel,maysel,49.254471944444,2.3680244444444
23357,60,60392,60150,Mélicocq,melicocq,49.492128235294,2.8544417647059
23358,60,60393,60660,Mello,mello,49.277193,2.3739427777778
23359,60,60394,60420,Ménévillers,menevillers,49.519473285714,2.6050418571429
23360,60,60395,60110,Méru,meru,49.247546212121,2.1349749242424
23361,60,60396,60420,Méry-la-Bataille,mery la bataille,49.541243417722,2.6333783544304
23362,60,60397,60210,Le Mesnil-Conteville,le mesnil conteville,49.664642142857,2.0627473214286
23363,60,60398,60530,Le Mesnil-en-Thelle,le mesnil en thelle,49.17343057971,2.2844107246377
23364,60,60399,60120,Le Mesnil-Saint-Firmin,le mesnil saint firmin,49.625535625,2.40796921875
23365,60,60400,60130,Le Mesnil-sur-Bulles,le mesnil sur bulles,49.483640806452,2.3480209677419
23366,60,60401,60240,Le Mesnil-Théribus,le mesnil theribus,49.301058191489,1.9907245744681
23367,60,60402,60880,Le Meux,le meux,49.371176923077,2.7458512087912
23368,60,60403,60112,Milly-sur-Thérain,milly sur therain,49.504216726457,2.0096443049327
23369,60,60404,60140,Mogneville,mogneville,49.311974509804,2.4699839215686
23370,60,60405,60220,Moliens,moliens,49.672218333333,1.8197548611111
23371,60,60406,60940,Monceaux,monceaux,49.321212295082,2.5648634426229
23372,60,60407,60220,Monceaux-l'Abbaye,monceaux l abbaye,49.654302702703,1.7876148648649
23373,60,60408,60113,Monchy-Humières,monchy humieres,49.478008333333,2.7364264583333
23374,60,60409,60290,Monchy-Saint-Éloi,monchy saint eloi,49.296279894737,2.4695125263158
23375,60,60410,60400,Mondescourt,mondescourt,49.604031833333,3.1086401666667
23376,60,60411,60240,Monneville,monneville,49.215855495495,1.9760483783784
23377,60,60412,60240,Montagny-en-Vexin,montagny en vexin,49.194300666667,1.7963652222222
23378,60,60413,60950,Montagny-Sainte-Félicité,montagny sainte felicite,49.13237254902,2.7478735294118
23379,60,60414,60160,Montataire,montataire,49.264174563758,2.427682818792
23380,60,60415,60810,Montépilloy,montepilloy,49.212353278688,2.7079286885246
23381,60,60416,60420,Montgérain,montgerain,49.539016769231,2.5789061538461
23382,60,60418,60190,Montiers,montiers,49.504503307087,2.5711943307087
23383,60,60420,60240,Montjavoult,montjavoult,49.214747,1.7853638235294
23384,60,60421,60300,Mont-l'Évêque,mont l eveque,49.193618928571,2.6314082142857
23385,60,60422,60300,Montlognon,montlognon,49.159436875,2.7010442857143
23386,60,60423,60150,Montmacq,montmacq,49.483487916667,2.9094515277778
23387,60,60424,60190,Montmartin,montmartin,49.466977536232,2.695212173913
23388,60,60425,60480,Montreuil-sur-Brêche,montreuil sur breche,49.51181893617,2.2769392553191
23389,60,60426,60134,Montreuil-sur-Thérain,montreuil sur therain,49.381243396226,2.1946739622642
23390,60,60427,60119,Monts,monts,49.219532758621,2.0008062068965
23391,60,60428,60650,Le Mont-Saint-Adrien,le mont saint adrien,49.450382166667,2.0112556666667
23392,60,60429,60530,Morangles,morangles,49.19471045977,2.3041848275862
23393,60,60430,60127,Morienval,morienval,49.301241368421,2.9320274736842
23394,60,60431,60400,Morlincourt,morlincourt,49.568174673913,3.045500326087
23395,60,60432,60128,Mortefontaine,mortefontaine,49.111089585492,2.6022074611399
23396,60,60433,60570,Mortefontaine-en-Thelle,mortefontaine en thelle,49.26383255814,2.1864030232558
23397,60,60434,60490,Mortemer,mortemer,49.570663561644,2.6738945205479
23398,60,60435,60380,Morvillers,morvillers,49.582170985915,1.8709769014084
23399,60,60436,60120,Mory-Montcrux,mory montcrux,49.595515862069,2.4015710344828
23400,60,60437,60250,Mouchy-le-Châtel,mouchy le chatel,49.326647058824,2.2480047058823
23401,60,60438,60350,Moulin-sous-Touvent,moulin sous touvent,49.462956101695,3.0606137288136
23402,60,60439,60250,Mouy,mouy,49.318118273381,2.3055009352518
23403,60,60440,60190,Moyenneville,moyenneville,49.490642253521,2.6346795774648
23404,60,60441,60190,Moyvillers,moyvillers,49.408985846154,2.6475229230769
23405,60,60442,60480,Muidorge,muidorge,49.533143088235,2.1351925
23406,60,60443,60640,Muirancourt,muirancourt,49.647572,3.0031261666667
23407,60,60444,60220,Mureaumont,mureaumont,49.621388285714,1.7925537142857
23408,60,60445,60400,Nampcel,nampcel,49.495802521739,3.0955505217391
23409,60,60446,60440,Nanteuil-le-Haudouin,nanteuil le haudouin,49.141905875,2.806262
23410,60,60447,60320,Néry,nery,49.27233125,2.7802672794118
23411,60,60448,60890,Neufchelles,neufchelles,49.117621705426,3.052613875969
23412,60,60449,60190,Neufvy-sur-Aronde,neufvy sur aronde,49.511728761062,2.6562617699115
23413,60,60450,60530,Neuilly-en-Thelle,neuilly en thelle,49.228986728972,2.2807000934579
23414,60,60451,60290,Neuilly-sous-Clermont,neuilly sous clermont,49.348430947368,2.403588631579
23415,60,60452,60119,Neuville-Bosc,neuville bosc,49.203918,2.0127085
23416,60,60454,60510,La Neuville-en-Hez,la neuville en hez,49.383687234043,2.3327113981763
23417,60,60455,60390,La Neuville-Garnier,la neuville garnier,49.33575,2.0510973333333
23418,60,60456,60190,La Neuville-Roy,la neuville roy,49.481379347826,2.5802467391304
23419,60,60457,60480,La Neuville-Saint-Pierre,la neuville saint pierre,49.531021186441,2.1939911864407
23420,60,60458,60690,La Neuville-sur-Oudeuil,la neuville sur oudeuil,49.568192857143,2.0119849206349
23421,60,60459,60490,La Neuville-sur-Ressons,la neuville sur ressons,49.551506060606,2.7437221212121
23422,60,60460,60112,La Neuville-Vault,la neuville vault,49.488312638889,1.964035
23423,60,60461,60510,Nivillers,nivillers,49.450631372549,2.1704619607843
23424,60,60462,60430,Noailles,noailles,49.322141744186,2.1966763953488
23425,60,60463,60180,Nogent-sur-Oise,nogent sur oise,49.279309099099,2.4606901801802
23426,60,60464,60840,Nointel,nointel,49.387100289855,2.4875342028986
23427,60,60465,60480,Noirémont,noiremont,49.548817375,2.214865625
23428,60,60466,60130,Noroy,noroy,49.445713269231,2.5101240384615
23429,60,60468,60130,Nourard-le-Franc,nourard le franc,49.499898271605,2.358525308642
23430,60,60469,60730,Novillers,novillers,49.273863265306,2.2221718367347
23431,60,60470,60480,Noyers-Saint-Martin,noyers saint martin,49.551928888889,2.2670157777778
23432,60,60471,60400,Noyon,noyon,49.575925934579,3.0110757476636
23433,60,60472,60210,Offoy,offoy,49.697076896552,2.0419904597701
23434,60,60473,60440,Ognes,ognes,49.099386851852,2.8362744444444
23435,60,60474,60310,Ognolles,ognolles,49.691578181818,2.9166848181818
23436,60,60475,60810,Ognon,ognon,49.238671125,2.646564125
23437,60,60476,60220,Omécourt,omecourt,49.617603921569,1.8348188235294
23438,60,60477,60650,Ons-en-Bray,ons en bray,49.422058832117,1.9216162773723
23439,60,60478,60620,Ormoy-le-Davien,ormoy le davien,49.198400821918,2.9630123287671
23440,60,60479,60800,Ormoy-Villers,ormoy villers,49.202254315789,2.847156631579
23441,60,60480,60510,Oroër,oroer,49.500354067797,2.1806010169491
23442,60,60481,60129,Orrouy,orrouy,49.296723793103,2.8563808965517
23443,60,60482,60560,Orry-la-Ville,orry la ville,49.14095238806,2.5120946268657
23444,60,60483,60490,Orvillers-Sorel,orvillers sorel,49.5750475,2.7057717708333
23445,60,60484,60860,Oudeuil,oudeuil,49.549497719298,2.0300107017544
23446,60,60485,60480,Oursel-Maison,oursel maison,49.596475576923,2.1736740384615
23447,60,60486,60120,Paillart,paillart,49.663901415929,2.3213332743363
23448,60,60487,60240,Parnes,parnes,49.2003778,1.746819
23449,60,60488,60400,Passel,passel,49.553707934783,2.9677719565217
23450,60,60489,60440,Péroy-les-Gombries,peroy les gombries,49.1693734375,2.84255375
23451,60,60490,60112,Pierrefitte-en-Beauvaisis,pierrefitte en beauvaisis,49.474611238095,1.9688447619048
23452,60,60491,60350,Pierrefonds,pierrefonds,49.339818679245,2.9722509433962
23453,60,60492,60170,Pimprez,pimprez,49.509307692308,2.9556846923077
23454,60,60493,60860,Pisseleu,pisseleu,49.538342391304,2.058402826087
23455,60,60494,60128,Plailly,plailly,49.106772717949,2.5796708205128
23456,60,60495,60130,Plainval,plainval,49.532564354839,2.4527174193548
23457,60,60496,60120,Plainville,plainville,49.614582156863,2.4517692156863
23458,60,60497,60130,Le Plessier-sur-Bulles,le plessier sur bulles,49.494441666667,2.3192629166667
23459,60,60498,60130,Le Plessier-sur-Saint-Just,le plessier sur saint just,49.507175967742,2.4556641935484
23460,60,60499,60310,Plessis-de-Roye,plessis de roye,49.572244468085,2.8272242553192
23461,60,60500,60330,Le Plessis-Belleville,le plessis belleville,49.100322553191,2.7583591489362
23462,60,60501,60150,Le Plessis-Brion,le plessis brion,49.46801027027,2.8883728378378
23463,60,60502,60640,Le Plessis-Patte-d'Oie,le plessis patte d oie,49.684394772727,3.0670056818182
23464,60,60503,60420,Le Ployron,le ployron,49.586096486486,2.5800086486486
23465,60,60504,60430,Ponchon,ponchon,49.350533458647,2.1871094736842
23466,60,60505,60520,Pontarmé,pontarme,49.161277159091,2.5592225
23467,60,60506,60400,Pont-l'Évêque,pont l eveque,49.561982711864,2.9854425423729
23468,60,60507,60400,Pontoise-lès-Noyon,pontoise les noyon,49.5457141,3.0464669
23469,60,60508,60700,Pontpoint,pontpoint,49.305124893617,2.6608563829787
23470,60,60509,60700,Pont-Sainte-Maxence,pont sainte maxence,49.310379134615,2.6056695192308
23471,60,60510,60390,Porcheux,porcheux,49.335213396226,1.9254503773585
23472,60,60511,60400,Porquéricourt,porquericourt,49.595455744681,2.9542455319149
23473,60,60512,60790,Pouilly,pouilly,49.274286712329,2.0291594520548
23474,60,60513,60460,Précy-sur-Oise,precy sur oise,49.206000285714,2.3647794285714
23475,60,60514,60360,Prévillers,previllers,49.616685272727,1.9981527272727
23476,60,60515,60190,Pronleroy,pronleroy,49.468782424242,2.5367076767677
23477,60,60516,60850,Puiseux-en-Bray,puiseux en bray,49.412989591837,1.7800089795918
23478,60,60517,60540,Puiseux-le-Hauberger,puiseux le hauberger,49.218375692308,2.2300576923077
23479,60,60518,60480,Puits-la-Vallée,puits la vallee,49.585067887324,2.1894883098591
23480,60,60519,60640,Quesmy,quesmy,49.631927954545,3.0555681818182
23481,60,60520,60480,Le Quesnel-Aubry,le quesnel aubry,49.510514920635,2.3142214285714
23482,60,60521,60220,Quincampoix-Fleuzy,quincampoix fleuzy,49.748048130081,1.7641800813008
23483,60,60522,60130,Quinquempoix,quinquempoix,49.545567073171,2.4221470731707
23484,60,60523,60155,Rainvillers,rainvillers,49.408489512195,2.0005234146341
23485,60,60524,60290,Rantigny,rantigny,49.336429016393,2.4345918032787
23486,60,60525,60810,Raray,raray,49.263603157895,2.7184589473684
23487,60,60526,60130,Ravenel,ravenel,49.51424,2.5062724590164
23488,60,60527,60620,Réez-Fosse-Martin,reez fosse martin,49.092112792793,2.9295354054054
23489,60,60528,60240,Reilly,reilly,49.241375,1.85141046875
23490,60,60529,60600,Rémécourt,remecourt,49.42724,2.4923389655172
23491,60,60530,60510,Rémérangles,remerangles,49.445120533333,2.2887362666667
23492,60,60531,60190,Remy,remy,49.437053305785,2.7057811570248
23493,60,60533,60490,Ressons-sur-Matz,ressons sur matz,49.535250945946,2.7349008108108
23494,60,60534,60153,Rethondes,rethondes,49.426573239437,2.9490074647887
23495,60,60535,60480,Reuil-sur-Brêche,reuil sur breche,49.522874936709,2.223667721519
23496,60,60536,60410,Rhuis,rhuis,49.304207575758,2.6955321212121
23497,60,60537,60170,Ribécourt-Dreslincourt,ribecourt dreslincourt,49.51927097561,2.9156489430894
23498,60,60538,60490,Ricquebourg,ricquebourg,49.56079047619,2.7535938095238
23499,60,60539,60870,Rieux,rieux,49.300383333333,2.5095101666667
23500,60,60540,60126,Rivecourt,rivecourt,49.348142195122,2.7365370731707
23501,60,60541,60410,Roberval,roberval,49.294934642857,2.6859152380952
23502,60,60542,60510,Rochy-Condé,rochy conde,49.402874230769,2.1921688461538
23503,60,60543,60800,Rocquemont,rocquemont,49.260592933333,2.8188881333333
23504,60,60544,60120,Rocquencourt,rocquencourt,49.65088084507,2.4160701408451
23505,60,60545,60220,Romescamps,romescamps,49.711595789474,1.8023211842105
23506,60,60546,60440,Rosières,rosieres,49.187676704545,2.7759677272727
23507,60,60547,60140,Rosoy,rosoy,49.339688837209,2.5057858139535
23508,60,60548,60620,Rosoy-en-Multien,rosoy en multien,49.095254220183,2.9892562385321
23509,60,60549,60360,Rotangy,rotangy,49.581574534884,2.090116627907
23510,60,60550,60690,Rothois,rothois,49.597466,1.9871268888889
23511,60,60551,60660,Rousseloy,rousseloy,49.297262962963,2.3909803703704
23512,60,60552,60800,Rouville,rouville,49.211565454545,2.8816504545454
23513,60,60553,60190,Rouvillers,rouvillers,49.454798507463,2.6317956716418
23514,60,60554,60620,Rouvres-en-Multien,rouvres en multien,49.109851538462,3.0241622222222
23515,60,60555,60120,Rouvroy-les-Merles,rouvroy les merles,49.650267540984,2.3587663934426
23516,60,60556,60420,Royaucourt,royaucourt,49.614372222222,2.5368203703704
23517,60,60557,60690,Roy-Boissy,roy boissy,49.580072021277,1.9156021276596
23518,60,60558,60310,Roye-sur-Matz,roye sur matz,49.590606285714,2.7730919047619
23519,60,60559,60510,La Rue-Saint-Pierre,la rue saint pierre,49.410703076923,2.2949775641026
23520,60,60560,60810,Rully,rully,49.236656526316,2.7101733684211
23521,60,60561,60117,Russy-Bémont,russy bemont,49.24910295082,2.9577813934426
23522,60,60562,60700,Sacy-le-Grand,sacy le grand,49.361116136364,2.55428125
23523,60,60563,60190,Sacy-le-Petit,sacy le petit,49.367110625,2.62899075
23524,60,60564,60420,Sains-Morainvillers,sains morainvillers,49.581329294118,2.4614629411765
23525,60,60565,60480,Saint-André-Farivillers,saint andre farivillers,49.582534776119,2.3020037313433
23526,60,60566,60220,Saint-Arnoult,saint arnoult,49.634993272727,1.8087090909091
23527,60,60567,60650,Saint-Aubin-en-Bray,saint aubin en bray,49.429740542636,1.8906004651163
23528,60,60568,60600,Saint-Aubin-sous-Erquery,saint aubin sous erquery,49.413833846154,2.4911507692308
23529,60,60569,60170,Saint-Crépin-aux-Bois,saint crepin aux bois,49.439538705882,2.9873209411765
23530,60,60570,60149,Saint-Crépin-Ibouvillers,saint crepin ibouvillers,49.2606586,2.0656207
23531,60,60570,60790,Saint-Crépin-Ibouvillers,saint crepin ibouvillers,49.2960102,2.0738721
23532,60,60571,60380,Saint-Deniscourt,saint deniscourt,49.609612068966,1.8648436206897
23533,60,60572,60350,Saint-Étienne-Roilaye,saint etienne roilaye,49.363794565217,3.01264
23534,60,60573,60480,Sainte-Eusoye,sainte eusoye,49.577216493506,2.25191
23535,60,60574,60370,Saint-Félix,saint felix,49.356970220588,2.2839027205882
23536,60,60575,60730,Sainte-Geneviève,sainte genevieve,49.291462133333,2.1996694666667
23537,60,60576,60650,Saint-Germain-la-Poterie,saint germain la poterie,49.440762087912,1.972272967033
23538,60,60577,60850,Saint-Germer-de-Fly,saint germer de fly,49.439139731544,1.7763872483222
23539,60,60578,60410,Saintines,saintines,49.304726133333,2.7688202666667
23540,60,60579,60350,Saint-Jean-aux-Bois,saint jean aux bois,49.343059069767,2.9087258139535
23541,60,60581,60130,Saint-Just-en-Chaussée,saint just en chaussee,49.511323529412,2.4175050420168
23542,60,60582,60170,Saint-Léger-aux-Bois,saint leger aux bois,49.487464,2.9508532
23543,60,60583,60155,Saint-Léger-en-Bray,saint leger en bray,49.388690125,2.026772375
23544,60,60584,60340,Saint-Leu-d'Esserent,saint leu d esserent,49.227223302752,2.4087266972477
23545,60,60585,60420,Saint-Martin-aux-Bois,saint martin aux bois,49.526627837838,2.5583304504505
23546,60,60586,60000,Saint-Martin-le-Nœud,saint martin le noeud,49.395033561644,2.061601369863
23547,60,60587,60700,Saint-Martin-Longueau,saint martin longueau,49.345582923077,2.6019970769231
23548,60,60588,60210,Saint-Maur,saint maur,49.617364166667,1.9231090625
23549,60,60589,60740,Saint-Maximin,saint maximin,49.229236842105,2.4568471052632
23550,60,60590,60860,Saint-Omer-en-Chaussée,saint omer en chaussee,49.531904166667,1.9994775
23551,60,60591,60650,Saint-Paul,saint paul,49.42720057377,1.9766839344262
23552,60,60592,60850,Saint-Pierre-es-Champs,saint pierre es champs,49.426273552632,1.7389624342105
23553,60,60593,60350,Saint-Pierre-lès-Bitry,saint pierre les bitry,49.432234861111,3.0818098611111
23554,60,60594,60380,Saint-Quentin-des-Prés,saint quentin des pres,49.517085921788,1.7464347486034
23555,60,60595,60130,Saint-Remy-en-l'Eau,saint remy en l eau,49.471881958763,2.4232016494845
23556,60,60596,60220,Saint-Samson-la-Poterie,saint samson la poterie,49.595460144928,1.736648115942
23557,60,60597,60320,Saint-Sauveur,saint sauveur,49.317407340426,2.7987174468085
23558,60,60598,60430,Saint-Sulpice,saint sulpice,49.353261607143,2.1177797321429
23559,60,60599,60210,Saint-Thibault,saint thibault,49.692851333333,1.8169808
23560,60,60600,60410,Saint-Vaast-de-Longmont,saint vaast de longmont,49.297651836735,2.7477283673469
23561,60,60601,60660,Saint-Vaast-lès-Mello,saint vaast les mello,49.275855310345,2.4053804827586
23562,60,60602,60220,Saint-Valery,saint valery,49.725894181818,1.7324430909091
23563,60,60603,60400,Salency,salency,49.58645632,3.048318
23564,60,60604,60210,Sarcus,sarcus,49.679546907216,1.8659650515464
23565,60,60605,60210,Sarnois,sarnois,49.680341555556,1.9236482222222
23566,60,60608,60360,Le Saulchoy,le saulchoy,49.631658245614,2.1378389473684
23567,60,60609,60650,Savignies,savignies,49.463454122137,1.9533855725191
23568,60,60610,60400,Sempigny,sempigny,49.55176888,3.00228888
23569,60,60611,60650,Senantes,senantes,49.488871953125,1.83875171875
23570,60,60612,60300,Senlis,senlis,49.208064179104,2.5878681343284
23571,60,60613,60240,Senots,senots,49.261655670103,2.0083743298969
23572,60,60614,60240,Serans,serans,49.190476687117,1.8266285889571
23573,60,60615,60120,Sérévillers,serevillers,49.6328978,2.434098
23574,60,60616,60590,Sérifontaine,serifontaine,49.355883877551,1.7834893877551
23575,60,60617,60400,Sermaize,sermaize,49.619259036145,2.9631915662651
23576,60,60618,60800,Séry-Magneval,sery magneval,49.257586621622,2.8530455405405
23577,60,60619,60330,Silly-le-Long,silly le long,49.105191176471,2.7847255882353
23578,60,60620,60430,Silly-Tillard,silly tillard,49.319425,2.1483093181818
23579,60,60621,60310,Solente,solente,49.699186666667,2.8836932323232
23580,60,60622,60210,Sommereux,sommereux,49.675077012987,2.0143631168831
23581,60,60623,60380,Songeons,songeons,49.565439202899,1.8503311594203
23582,60,60624,60380,Sully,sully,49.557322368421,1.7793422368421
23583,60,60625,60400,Suzoy,suzoy,49.582768,2.9405555
23584,60,60626,60590,Talmontiers,talmontiers,49.385454180328,1.7491828688525
23585,60,60627,60120,Tartigny,tartigny,49.636096266667,2.3659350666667
23586,60,60628,60510,Therdonne,therdonne,49.424791473684,2.1457756842105
23587,60,60629,60380,Thérines,therines,49.600838181818,1.896797979798
23588,60,60630,60240,Thibivillers,thibivillers,49.30860078125,1.902804375
23589,60,60631,60520,Thiers-sur-Thève,thiers sur theve,49.149887272727,2.5745072727273
23590,60,60632,60310,Thiescourt,thiescourt,49.560730522388,2.8680633582089
23591,60,60633,60210,Thieuloy-Saint-Antoine,thieuloy saint antoine,49.634603428571,1.944458
23592,60,60634,60480,Thieux,thieux,49.545478367347,2.311646122449
23593,60,60635,60160,Thiverny,thiverny,49.246782790698,2.4297165116279
23594,60,60636,60150,Thourotte,thourotte,49.477636428571,2.8807008163265
23595,60,60637,60890,Thury-en-Valois,thury en valois,49.148535425532,3.034204787234
23596,60,60638,60250,Thury-sous-Clermont,thury sous clermont,49.359827710843,2.3268393975904
23597,60,60639,60000,Tillé,tille,49.470237946429,2.1115299107143
23598,60,60640,60240,Tourly,tourly,49.221645833333,1.9458344444444
23599,60,60641,60170,Tracy-le-Mont,tracy le mont,49.47310936,3.01592448
23600,60,60642,60170,Tracy-le-Val,tracy le val,49.490312,3.009545125
23601,60,60643,60420,Tricot,tricot,49.561675487805,2.5807540243902
23602,60,60644,60590,Trie-Château,trie chateau,49.294478230088,1.8177191150442
23603,60,60645,60590,Trie-la-Ville,trie la ville,49.28324,1.8387551724138
23604,60,60646,60112,Troissereux,troissereux,49.484207054264,2.0466690697674
23605,60,60647,60350,Trosly-Breuil,trosly breuil,49.40209939759,2.9661590361446
23606,60,60648,60120,Troussencourt,troussencourt,49.603566790123,2.2492519753086
23607,60,60650,60800,Trumilly,trumilly,49.240696060606,2.7900586868687
23608,60,60651,60730,Ully-Saint-Georges,ully saint georges,49.271125762712,2.2764766949152
23609,60,60652,60790,Valdampierre,valdampierre,49.306193157895,2.0556572368421
23610,60,60653,60130,Valescourt,valescourt,49.487206320755,2.4298808490566
23611,60,60654,60490,Vandélicourt,vandelicourt,49.507960875,2.79398075
23612,60,60655,60400,Varesnes,varesnes,49.561667557252,3.0723461832061
23613,60,60656,60890,Varinfroy,varinfroy,49.093029701493,3.0514202985075
23614,60,60657,60400,Vauchelles,vauchelles,49.586533913043,2.9677786956522
23615,60,60658,60117,Vauciennes,vauciennes,49.225007466667,3.0169184
23616,60,60659,60240,Vaudancourt,vaudancourt,49.23081127907,1.7636975581395
23617,60,60660,60590,Le Vaumain,le vaumain,49.336333076923,1.8646381538461
23618,60,60661,60117,Vaumoise,vaumoise,49.241145128205,2.9810883333333
23619,60,60662,60390,Le Vauroux,le vauroux,49.379077974684,1.9205889873418
23620,60,60663,60510,Velennes,velennes,49.470646190476,2.1943568253968
23621,60,60664,60120,Vendeuil-Caply,vendeuil caply,49.6065843,2.2865045
23622,60,60665,60280,Venette,venette,49.418291212121,2.787723030303
23623,60,60666,60950,Ver-sur-Launette,ver sur launette,49.106441363636,2.6640306060606
23624,60,60667,60410,Verberie,verberie,49.307420425532,2.7344539007092
23625,60,60668,60112,Verderel-lès-Sauqueuse,verderel les sauqueuse,49.507272424242,2.0818831818182
23626,60,60669,60140,Verderonne,verderonne,49.327603695652,2.4960852173913
23627,60,60670,60550,Verneuil-en-Halatte,verneuil en halatte,49.272928823529,2.5206004411765
23628,60,60671,60440,Versigny,versigny,49.158893541667,2.7823703125
23629,60,60672,60117,Vez,vez,49.253431392405,3.0101965822785
23630,60,60673,60360,Viefvillers,viefvillers,49.6129328125,2.1298121875
23631,60,60674,60350,Vieux-Moulin,vieux moulin,49.397182307692,2.9289465384615
23632,60,60675,60162,Vignemont,vignemont,49.4969684,2.7785869333333
23633,60,60676,60400,Ville,ville,49.557556962025,2.9349527848101
23634,60,60677,60650,Villembray,villembray,49.481607804878,1.8722441463415
23635,60,60678,60175,Villeneuve-les-Sablons,villeneuve les sablons,49.233440363636,2.0723190909091
23636,60,60679,60890,La Villeneuve-sous-Thury,la villeneuve sous thury,49.158498965517,3.068749137931
23637,60,60680,60410,Villeneuve-sur-Verberie,villeneuve sur verberie,49.279155465116,2.6911745348837
23638,60,60681,60650,Villers-Saint-Barthélemy,villers saint barthelemy,49.403991078431,1.9585241176471
23639,60,60682,60810,Villers-Saint-Frambourg,villers saint frambourg,49.256231521739,2.6410673913043
23640,60,60683,60620,Villers-Saint-Genest,villers saint genest,49.142074166667,2.8967408333333
23641,60,60684,60870,Villers-Saint-Paul,villers saint paul,49.288928117647,2.4904411764706
23642,60,60685,60134,Villers-Saint-Sépulcre,villers saint sepulcre,49.370480168067,2.2111548739496
23643,60,60686,60340,Villers-sous-Saint-Leu,villers sous saint leu,49.216596212121,2.3875924242424
23644,60,60687,60650,Villers-sur-Auchy,villers sur auchy,49.478653461538,1.7865378846154
23645,60,60688,60860,Villers-sur-Bonnières,villers sur bonnieres,49.534165217391,1.9634052173913
23646,60,60689,60150,Villers-sur-Coudun,villers sur coudun,49.48774875,2.8067033333333
23647,60,60691,60380,Villers-Vermont,villers vermont,49.576288762887,1.7210670103093
23648,60,60692,60120,Villers-Vicomte,villers vicomte,49.640540983607,2.2257118032787
23649,60,60693,60640,Villeselve,villeselve,49.688949148936,3.113255106383
23650,60,60694,60390,Villotran,villotran,49.347252463768,2.0105456521739
23651,60,60695,60500,Vineuil-Saint-Firmin,vineuil saint firmin,49.20065953125,2.50964125
23652,60,60697,60112,Vrocourt,vrocourt,49.533937972973,1.8866881081081
23653,60,60698,60420,Wacquemoulin,wacquemoulin,49.508505545455,2.6180287272727
23654,60,60699,60380,Wambez,wambez,49.522515,1.845086625
23655,60,60700,60430,Warluis,warluis,49.385440437158,2.1584695081967
23656,60,60701,60130,Wavignies,wavignies,49.546908767123,2.3560521917808
23657,60,60702,60420,Welles-Pérennes,welles perennes,49.611520818182,2.4830037272727
23658,60,60703,60000,Aux Marais,aux marais,49.410323913043,2.0394320652174
