,,,,-PUY-DE-DOME,,,
25306,63,63355,63880,Saint-Gervais-sous-Meymont,saint gervais sous meymont,45.671704183007,3.613395620915
25307,63,63356,63340,Saint-Gervazy,saint gervazy,45.404433726708,3.2118152795031
25308,63,63357,63340,Saint-Hérent,saint herent,45.462275560748,3.1373030841121
25309,63,63358,63440,Saint-Hilaire-la-Croix,saint hilaire la croix,46.035874727273,3.0421975454545
25310,63,63359,63380,Saint-Hilaire-les-Monges,saint hilaire les monges,45.808125234899,2.6640665771812
25311,63,63360,63330,Saint-Hilaire,saint hilaire,46.104821646091,2.6198273662551
25312,63,63362,63720,Saint-Ignat,saint ignat,45.919470708661,3.2772940944882
25313,63,63363,63230,Saint-Jacques-d'Ambur,saint jacques d ambur,45.896874212219,2.7646418971061
25314,63,63364,63190,Saint-Jean-d'Heurs,saint jean d heurs,45.815064929577,3.4498077464789
25315,63,63365,63520,Saint-Jean-des-Ollières,saint jean des ollieres,45.640133481013,3.4381934177215
25316,63,63366,63490,Saint-Jean-en-Val,saint jean en val,45.514407062937,3.3636958741259
25317,63,63367,63570,Saint-Jean-Saint-Gervais,saint jean saint gervais,45.41929136612,3.3909343715847
25318,63,63368,63160,Saint-Julien-de-Coppel,saint julien de coppel,45.687077882353,3.3132008235294
25319,63,63369,63390,Saint-Julien-la-Geneste,saint julien la geneste,46.043595888325,2.7472492893401
25320,63,63370,63820,Saint-Julien-Puy-Lavèze,saint julien puy laveze,45.657676909871,2.6763454935622
25321,63,63371,63600,Saint-Just,saint just,45.459093578431,3.8064041666667
25322,63,63372,63350,Saint-Laure,saint laure,45.90254,3.2932010144927
25323,63,63373,63330,Saint-Maigner,saint maigner,46.0796345,2.6788365625
25324,63,63374,63600,Saint-Martin-des-Olmes,saint martin des olmes,45.51945627451,3.8006798039216
25325,63,63375,63570,Saint-Martin-des-Plains,saint martin des plains,45.496013888889,3.3098306666667
25326,63,63376,63580,Saint-Martin-d'Ollières,saint martin d ollieres,45.413935195531,3.4461989385475
25327,63,63377,63330,Saint-Maurice-près-Pionsat,saint maurice pres pionsat,46.070865636364,2.5928763272727
25328,63,63378,63270,Saint-Maurice,saint maurice,45.669462429907,3.2404960747663
25329,63,63379,63460,Saint-Myon,saint myon,45.990307115385,3.1268832692308
25330,63,63380,63710,Saint-Nectaire,saint nectaire,45.589488163265,2.9954258843537
25331,63,63381,63230,Saint-Ours,saint ours,45.848902908163,2.9070820408163
25332,63,63382,63440,Saint-Pardoux,saint pardoux,46.056495027933,3.0058287150838
25333,63,63383,63610,Saint-Pierre-Colamine,saint pierre colamine,45.518117829787,2.9759658297872
25334,63,63384,63480,Saint-Pierre-la-Bourlhonne,saint pierre la bourlhonne,45.677858333333,3.7411853968254
25335,63,63385,63230,Saint-Pierre-le-Chastel,saint pierre le chastel,45.796208942731,2.8402961674009
25336,63,63386,63210,Saint-Pierre-Roche,saint pierre roche,45.72763752809,2.8111646441948
25337,63,63387,63310,Saint-Priest-Bramefant,saint priest bramefant,46.026895053763,3.4392065053763
25338,63,63388,63640,Saint-Priest-des-Champs,saint priest des champs,45.979454083045,2.7501351557093
25339,63,63389,63490,Saint-Quentin-sur-Sauxillanges,saint quentin sur sauxillanges,45.545813020134,3.4142932885906
25340,63,63390,63440,Saint-Quintin-sur-Sioule,saint quintin sur sioule,46.091043309859,3.0679592253521
25341,63,63391,63440,Saint-Rémy-de-Blot,saint remy de blot,46.07655754717,2.9489306289308
25342,63,63392,63500,Saint-Rémy-de-Chargnat,saint remy de chargnat,45.509954380952,3.3254345714286
25343,63,63393,63550,Saint-Rémy-sur-Durolle,saint remy sur durolle,45.892369047619,3.5837721693122
25344,63,63394,63660,Saint-Romain,saint romain,45.488940319149,3.9027261702128
25345,63,63395,63450,Saint-Sandoux,saint sandoux,45.642224782609,3.1100807246377
25346,63,63396,63450,Saint-Saturnin,saint saturnin,45.66349509434,3.0724967924528
25347,63,63397,63950,Saint-Sauves-d'Auvergne,saint sauves d auvergne,45.614655929919,2.7011190296496
25348,63,63398,63220,Saint-Sauveur-la-Sagne,saint sauveur la sagne,45.392969190751,3.6661487861272
25349,63,63399,63760,Saint-Sulpice,saint sulpice,45.652363972603,2.6214910045662
25350,63,63400,63310,Saint-Sylvestre-Pragoulin,saint sylvestre pragoulin,46.051125518672,3.4001900829875
25351,63,63401,63790,Saint-Victor-la-Rivière,saint victor la riviere,45.547824,2.9352393818182
25352,63,63402,63550,Saint-Victor-Montvianeix,saint victor montvianeix,45.935812517986,3.603401618705
25353,63,63403,63320,Saint-Vincent,saint vincent,45.544430461538,3.1245835384615
25354,63,63404,63500,Saint-Yvoine,saint yvoine,45.575236590909,3.2251902272727
25355,63,63405,63270,Sallèdes,salledes,45.647858881988,3.3265114906832
25356,63,63406,63260,Sardon,sardon,45.965518115942,3.225537826087
25357,63,63407,63970,Saulzet-le-Froid,saulzet le froid,45.632220797101,2.892138442029
25358,63,63408,63390,Sauret-Besserve,sauret besserve,45.98984664,2.80134856
25359,63,63409,63320,Saurier,saurier,45.534504689655,3.0551539310345
25360,63,63410,63470,Sauvagnat,sauvagnat,45.759011780105,2.6034232460733
25361,63,63411,63500,Sauvagnat-Sainte-Marthe,sauvagnat sainte marthe,45.590412133333,3.2097444
25362,63,63412,63840,Sauvessanges,sauvessanges,45.386194085366,3.8594696036585
25363,63,63413,63730,La Sauvetat,la sauvetat,45.644031594203,3.167965942029
25364,63,63414,63120,Sauviat,sauviat,45.717670471698,3.5568973584906
25365,63,63415,63490,Sauxillanges,sauxillanges,45.559741684783,3.3770301086957
25366,63,63416,63750,Savennes,savennes,45.579503475936,2.4981388235294
25367,63,63417,63530,Sayat,sayat,45.837107350427,3.0367414529914
25368,63,63418,63120,Sermentizon,sermentizon,45.767342641509,3.4874095597484
25369,63,63419,63560,Servant,servant,46.1395245,2.9312219545455
25370,63,63420,63190,Seychalles,seychalles,45.806423968254,3.3352092063492
25371,63,63421,63690,Singles,singles,45.561439456522,2.5539124456522
25372,63,63422,63500,Solignat,solignat,45.526310588235,3.1881474789916
25373,63,63423,63490,Sugères,sugeres,45.5983884375,3.4173284375
25374,63,63424,63720,Surat,surat,45.941199607843,3.2581056862745
25375,63,63425,63450,Tallende,tallende,45.665043369565,3.1308548913044
25376,63,63426,63690,Tauves,tauves,45.559611729958,2.6227452320675
25377,63,63427,63460,Teilhède,teilhede,45.961503314607,3.0483335955056
25378,63,63428,63560,Teilhet,teilhet,46.10368164557,2.8205480168776
25379,63,63429,63340,Ternant-les-Eaux,ternant les eaux,45.479715652174,3.1262063478261
25380,63,63430,63300,Thiers,thiers,45.866957446043,3.543444352518
25381,63,63431,63600,Thiolières,thiolieres,45.580595,3.6960397222222
25382,63,63432,63260,Thuret,thuret,45.976254152542,3.2587669491525
25383,63,63433,63470,Tortebesse,tortebesse,45.729858536585,2.6535080487805
25384,63,63434,63590,Tours-sur-Meymont,tours sur meymont,45.675112583732,3.5773938277512
25385,63,63435,63320,Tourzel-Ronzières,tourzel ronzieres,45.517022838428,3.1171489956332
25386,63,63436,63380,Tralaigues,tralaigues,45.898723863636,2.59241125
25387,63,63437,63810,Trémouille-Saint-Loup,tremouille saint loup,45.486495102041,2.5632887755102
25388,63,63438,63520,Trézioux,trezioux,45.720428581081,3.4812591216216
25389,63,63439,63490,Usson,usson,45.5266211,3.3437734
25390,63,63440,63610,Valbeleix,valbeleix,45.476328961039,2.9988711688312
25391,63,63441,63600,Valcivières,valcivieres,45.595923884892,3.8175310791367
25392,63,63442,63580,Valz-sous-Châteauneuf,valz sous chateauneuf,45.430653925234,3.4208420560748
25393,63,63443,63720,Varennes-sur-Morge,varennes sur morge,45.941896164384,3.1924217808219
25394,63,63444,63500,Varennes-sur-Usson,varennes sur usson,45.531074941176,3.3208090588235
25395,63,63445,63910,Vassel,vassel,45.760667358491,3.3068641509434
25396,63,63446,63260,Vensat,vensat,46.05378970297,3.1622014851485
25397,63,63447,63330,Vergheas,vergheas,46.02231352,2.62000432
25398,63,63448,63580,Vernet-la-Varenne,vernet la varenne,45.47873075,3.45246275
25399,63,63449,63710,Le Vernet-Sainte-Marguerite,le vernet sainte marguerite,45.613316666667,2.9383587654321
25400,63,63450,63470,Verneugheol,verneugheol,45.749796837838,2.5209331891892
25401,63,63451,63210,Vernines,vernines,45.673433269231,2.8784336538461
25402,63,63452,63320,Verrières,verrieres,45.569603478261,3.0345595652174
25403,63,63453,63910,Vertaizon,vertaizon,45.775214344262,3.2850733606557
25404,63,63454,63480,Vertolaye,vertolaye,45.653240074627,3.7347347014925
25405,63,63455,63960,Veyre-Monton,veyre monton,45.673385,3.1699125961538
25406,63,63456,63340,Vichel,vichel,45.424875322581,3.2388290322581
25407,63,63457,63270,Vic-le-Comte,vic le comte,45.645582938389,3.2446721800948
25408,63,63458,63340,Villeneuve,villeneuve,45.475648166667,3.186051
25409,63,63459,63310,Villeneuve-les-Cerfs,villeneuve les cerfs,46.020833406593,3.3308430769231
25410,63,63460,63380,Villosanges,villosanges,45.91873535248,2.652217232376
25411,63,63461,63350,Vinzelles,vinzelles,45.927682962963,3.422942037037
25412,63,63462,63330,Virlet,virlet,46.153502807882,2.7042078817734
25413,63,63463,63250,Viscomtat,viscomtat,45.827643511905,3.6931945833333
25414,63,63464,63410,Vitrac,vitrac,45.976085925926,2.8980260846561
25415,63,63465,63840,Viverols,viverols,45.434117621951,3.8796540243902
25416,63,63466,63500,Vodable,vodable,45.505218894009,3.1344502304148
25417,63,63467,63620,Voingt,voingt,45.808963108108,2.5409026351351
25418,63,63468,63120,Vollore-Montagne,vollore montagne,45.777627974138,3.6917009913793
25419,63,63469,63120,Vollore-Ville,vollore ville,45.788074310345,3.6067226551724
25420,63,63470,63530,Volvic,volvic,45.865105843374,3.0220227108434
25421,63,63471,63700,Youx,youx,46.139559806202,2.8018387209302
25422,63,63472,63270,Yronde-et-Buron,yronde et buron,45.612573518519,3.2564009259259
25423,63,63473,63200,Yssac-la-Tourette,yssac la tourette,45.933292839506,3.0885577777778
