id,department_code,insee_code,zip_code,-SEINE-ET-MARNE,slug,gps_lat,gps_lng
30740,77,77107,77390,Chaumes-en-Brie,chaumes en brie,48.6664441875,2.8417898125
30741,77,77108,77500,Chelles,chelles,48.884205986395,2.5900682993197
30742,77,77109,77160,Chenoise,chenoise,48.624071851852,3.1932725925926
30743,77,77110,77570,Chenou,chenou,48.161071568627,2.6523160784314
30744,77,77111,77700,Chessy,chessy,48.870842166667,2.7704671666667
30745,77,77112,77760,Chevrainvilliers,chevrainvilliers,48.244770208333,2.6089670833333
30746,77,77113,77320,Chevru,chevru,48.738468739496,3.1871439495798
30747,77,77114,77173,Chevry-Cossigny,chevry cossigny,48.722396483516,2.6736542857143
30748,77,77115,77710,Chevry-en-Sereine,chevry en sereine,48.248885629139,2.9632285430464
30749,77,77116,77320,Choisy-en-Brie,choisy en brie,48.763096638655,3.2020839495798
30750,77,77117,77730,Citry,citry,48.957887166667,3.2482246666667
30751,77,77118,77410,Claye-Souilly,claye souilly,48.9405656,2.67686184
30752,77,77119,77370,Clos-Fontaine,clos fontaine,48.603872608696,3.0124373913044
30753,77,77120,77440,Cocherel,cocherel,49.01867,3.0933944897959
30754,77,77121,77090,Collégien,collegien,48.827776585366,2.6774941463415
30755,77,77122,77380,Combs-la-Ville,combs la ville,48.662867027027,2.573814954955
30756,77,77123,77290,Compans,compans,48.986065454545,2.6618322077922
30757,77,77124,77600,Conches-sur-Gondoire,conches sur gondoire,48.857985454545,2.7215396969697
30758,77,77125,77450,Condé-Sainte-Libiaire,conde sainte libiaire,48.898504915254,2.8348166101695
30759,77,77126,77440,Congis-sur-Thérouanne,congis sur therouanne,49.017282941176,2.9771847058824
30760,77,77127,77170,Coubert,coubert,48.680991460674,2.7120834831461
30761,77,77128,77860,Couilly-Pont-aux-Dames,couilly pont aux dames,48.88321702381,2.8630648809524
30762,77,77129,77840,Coulombs-en-Valois,coulombs en valois,49.081566943005,3.1271656476684
30763,77,77130,77580,Coulommes,coulommes,48.89359852459,2.9255878688525
30764,77,77131,77120,Coulommiers,coulommiers,48.815601804511,3.0969506015038
30765,77,77132,77700,Coupvray,coupvray,48.890234333333,2.7923718333333
30766,77,77133,77126,Courcelles-en-Bassée,courcelles en bassee,48.410265531915,3.0502036879433
30767,77,77134,77560,Courchamp,courchamp,48.643815604396,3.2896971428571
30768,77,77135,77540,Courpalay,courpalay,48.641412230216,2.9588060431655
30769,77,77136,77390,Courquetaine,courquetaine,48.67928010989,2.7445016483517
30770,77,77137,77560,Courtacon,courtacon,48.700283301887,3.2920509433962
30771,77,77138,77390,Courtomer,courtomer,48.658918,2.8957364444444
30772,77,77139,77181,Courtry,courtry,48.919222432432,2.5994527027027
30773,77,77140,77154,Coutençon,coutencon,48.474109272727,2.9962776363636
30774,77,77141,77580,Coutevroult,coutevroult,48.853233243243,2.8483248648649
30775,77,77142,77580,Crécy-la-Chapelle,crecy la chapelle,48.855485833333,2.9199346969697
30776,77,77143,77124,Crégy-lès-Meaux,cregy les meaux,48.975933207547,2.8740962264151
30777,77,77144,77610,Crèvecœur-en-Brie,crevecoeur en brie,48.74903140625,2.90353921875
30778,77,77145,77390,Crisenoy,crisenoy,48.606127619048,2.7448373809524
30779,77,77146,77183,Croissy-Beaubourg,croissy beaubourg,48.812978,2.6453424444444
30780,77,77147,77370,La Croix-en-Brie,la croix en brie,48.595069463087,3.0643404697987
30781,77,77148,77840,Crouy-sur-Ourcq,crouy sur ourcq,49.090050243902,3.0807379512195
30782,77,77149,77160,Cucharmoy,cucharmoy,48.585566,3.1776442222222
30783,77,77150,77165,Cuisy,cuisy,49.018911886792,2.7761186792453
30784,77,77151,77320,Dagny,dagny,48.71366,3.1650435365854
30785,77,77152,77190,Dammarie-les-Lys,dammarie les lys,48.516611914894,2.6200865957447
30786,77,77153,77230,Dammartin-en-Goële,dammartin en goele,49.05349525,2.6775873333333
30787,77,77154,77163,Dammartin-sur-Tigeaux,dammartin sur tigeaux,48.813651764706,2.9165439705882
30788,77,77155,77400,Dampmart,dampmart,48.894281428571,2.7428865306122
30789,77,77156,77140,Darvault,darvault,48.276610327869,2.7236532786885
30790,77,77157,77440,Dhuisy,dhuisy,49.035021489362,3.1652259574468
30791,77,77158,77940,Diant,diant,48.291024313725,3.0018473529412
30792,77,77159,77520,Donnemarie-Dontilly,donnemarie dontilly,48.480207089552,3.1187921641791
30793,77,77161,77130,Dormelles,dormelles,48.314535319149,2.8851686524823
30794,77,77162,77510,Doue,doue,48.876470666667,3.1650836
30795,77,77163,77139,Douy-la-Ramée,douy la ramee,49.059261219512,2.8845722764228
30796,77,77164,77830,Échouboulains,echouboulains,48.46791300813,2.9301921138211
30797,77,77165,77820,Les Écrennes,les ecrennes,48.498627021277,2.8761023404255
30798,77,77167,77126,Égligny,egligny,48.436876730769,3.1289755769231
30799,77,77168,77620,Égreville,egreville,48.187743148148,2.8833787962963
30800,77,77169,77184,Émerainville,emerainville,48.819404814815,2.6072833333333
30801,77,77171,77450,Esbly,esbly,48.901633064516,2.8130566129032
30802,77,77172,77940,Esmans,esmans,48.341903163265,2.9678340816326
30803,77,77173,77139,Étrépilly,etrepilly,49.046943103448,2.9289586206897
30804,77,77174,77157,Everly,everly,48.456442674419,3.2680969767442
30805,77,77175,77166,Évry-Grégy-sur-Yerre,evry gregy sur yerre,48.6556728,2.6452089714286
30806,77,77176,77515,Faremoutiers,faremoutiers,48.779166285714,3.0023125714286
30807,77,77177,77220,Favières,favieres,48.778479909091,2.7685243636364
30808,77,77178,77167,Faÿ-lès-Nemours,fay les nemours,48.226553,2.660992
30809,77,77179,77133,Féricy,fericy,48.463234067797,2.8045194915254
30810,77,77180,77150,Férolles-Attilly,ferolles attilly,48.736717927928,2.6394754954955
30811,77,77181,77164,Ferrières-en-Brie,ferrieres en brie,48.819416111111,2.7101427777778
30812,77,77182,77320,La Ferté-Gaucher,la ferte gaucher,48.789556650485,3.307693592233
30813,77,77183,77260,La Ferté-sous-Jouarre,la ferte sous jouarre,48.949844022346,3.1357844692737
30814,77,77184,77940,Flagy,flagy,48.309903069307,2.918832970297
30815,77,77185,77930,Fleury-en-Bière,fleury en biere,48.448446311475,2.5425844262295
30816,77,77186,77300,Fontainebleau,fontainebleau,48.420449489051,2.6908973479319
30817,77,77187,77480,Fontaine-Fourches,fontaine fourches,48.413496935484,3.3991443548387
30818,77,77188,77590,Fontaine-le-Port,fontaine le port,48.479956385542,2.7733662650602
30819,77,77190,77370,Fontains,fontains,48.52446037037,3.0088178518519
30820,77,77191,77370,Fontenailles,fontenailles,48.523868362573,2.9236677192982
30821,77,77192,77610,Fontenay-Trésigny,fontenay tresigny,48.699370903226,2.8636328387097
30822,77,77193,77165,Forfry,forfry,49.054944929577,2.8590846478873
30823,77,77194,77130,Forges,forges,48.4192528,2.945924
30824,77,77195,77390,Fouju,fouju,48.588373695652,2.7658726086957
30825,77,77196,77410,Fresnes-sur-Marne,fresnes sur marne,48.943339821429,2.736865
30826,77,77197,77320,Frétoy,fretoy,48.704023432836,3.1985864179104
30827,77,77198,77760,Fromont,fromont,48.254553617021,2.5049421276596
30828,77,77199,77470,Fublaines,fublaines,48.937373707865,2.947323258427
30829,77,77200,77890,Garentreville,garentreville,48.234491818182,2.5560412121212
30830,77,77201,77370,Gastins,gastins,48.626582580645,3.0223647580645
30831,77,77202,77690,La Genevraye,la genevraye,48.314682410714,2.7570254464286
30832,77,77203,77910,Germigny-l'Évêque,germigny l eveque,48.9882475,2.95620890625
30833,77,77204,77840,Germigny-sous-Coulombs,germigny sous coulombs,49.061904285714,3.1566965714286
30834,77,77205,77165,Gesvres-le-Chapitre,gesvres le chapitre,49.032563148148,2.8401205555556
30835,77,77206,77120,Giremoutiers,giremoutiers,48.853170909091,3.0306678787879
30836,77,77207,77890,Gironville,gironville,48.167194754098,2.5309383606557
30837,77,77208,77114,Gouaix,gouaix,48.4750111,3.2973656
30838,77,77209,77400,Gouvernes,gouvernes,48.858012857143,2.689265
30839,77,77210,77130,La Grande-Paroisse,la grande paroisse,48.392775673759,2.8890119148936
30840,77,77211,77720,Grandpuits-Bailly-Carrois,grandpuits bailly carrois,48.581233402778,2.9724179166667
30841,77,77212,77118,Gravon,gravon,48.392791022727,3.1249254545454
30842,77,77214,77410,Gressy,gressy,48.966936849315,2.668428630137
30843,77,77215,77220,Gretz-Armainvilliers,gretz armainvilliers,48.74366,2.7291803370786
30844,77,77216,77880,Grez-sur-Loing,grez sur loing,48.308235913978,2.6907355913978
30845,77,77217,77166,Grisy-Suisnes,grisy suisnes,48.67814323741,2.674784028777
30846,77,77218,77480,Grisy-sur-Seine,grisy sur seine,48.440837428571,3.3164338095238
30847,77,77219,77580,Guérard,guerard,48.814068783784,2.9473437162162
30848,77,77220,77760,Guercheville,guercheville,48.258394827586,2.5544075862069
30849,77,77221,77600,Guermantes,guermantes,48.852362352941,2.7146923529412
30850,77,77222,77390,Guignes,guignes,48.636796770833,2.8046944791667
30851,77,77223,77520,Gurcy-le-Châtel,gurcy le chatel,48.48637967033,3.0813803296703
30852,77,77224,77515,Hautefeuille,hautefeuille,48.768577708333,2.9659102083333
30853,77,77225,77580,La Haute-Maison,la haute maison,48.883422531646,3.0096089873418
30854,77,77226,77850,Héricy,hericy,48.444678378378,2.784845
30855,77,77227,77114,Hermé,herme,48.480470900901,3.3534374774775
30856,77,77228,77510,Hondevilliers,hondevilliers,48.899408571429,3.311795
30857,77,77229,77610,La Houssaye-en-Brie,la houssaye en brie,48.75475302521,2.8680678151261
30858,77,77230,77890,Ichy,ichy,48.20273137931,2.5420834482759
30859,77,77231,77440,Isles-les-Meldeuses,isles les meldeuses,48.999842307692,3.0125061538462
30860,77,77232,77450,Isles-lès-Villenoy,isles les villenoy,48.911995,2.8302745454545
30861,77,77233,77165,Iverny,iverny,48.998743589744,2.7888794871795
30862,77,77234,77450,Jablines,jablines,48.91586,2.7568943835616
30863,77,77235,77440,Jaignes,jaignes,48.986765,3.083894122807
30864,77,77236,77480,Jaulnes,jaulnes,48.41863547486,3.2813854189944
30865,77,77237,77600,Jossigny,jossigny,48.834757205882,2.7614026470588
30866,77,77238,77640,Jouarre,jouarre,48.90890880814,3.1239593895349
30867,77,77239,77970,Jouy-le-Châtel,jouy le chatel,48.67449975,3.1511418333333
30868,77,77240,77320,Jouy-sur-Morin,jouy sur morin,48.79673496,3.27085496
30869,77,77241,77230,Juilly,juilly,49.023375471698,2.7130932075472
30870,77,77242,77650,Jutigny,jutigny,48.492914153846,3.2246078461538
30871,77,77243,77400,Lagny-sur-Marne,lagny sur marne,48.872996307692,2.7124638461538
30872,77,77244,77760,Larchant,larchant,48.29143010989,2.6056762637363
30873,77,77245,77148,Laval-en-Brie,laval en brie,48.45542426087,2.9723620869565
30874,77,77246,77171,Léchelle,lechelle,48.568215744681,3.3882170212766
30875,77,77247,77320,Lescherolles,lescherolles,48.762901942446,3.3552031654676
30876,77,77248,77450,Lesches,lesches,48.914281481481,2.7951737037037
30877,77,77249,77150,Lésigny,lesigny,48.749269243697,2.6219265546218
30878,77,77250,77320,Leudon-en-Brie,leudon en brie,48.730454307692,3.2700935384615
30879,77,77251,77127,Lieusaint,lieusaint,48.630147647059,2.5537968235294
30880,77,77252,77550,Limoges-Fourches,limoges fourches,48.627242134831,2.6692839325843
30881,77,77253,77550,Lissy,lissy,48.618224571429,2.7007025714286
30882,77,77254,77220,Liverdy-en-Brie,liverdy en brie,48.696545925926,2.7764040740741
30883,77,77255,77000,Livry-sur-Seine,livry sur seine,48.506912982456,2.6911854385965
30884,77,77256,77650,Lizines,lizines,48.529438405797,3.165232173913
30885,77,77257,77440,Lizy-sur-Ourcq,lizy sur ourcq,49.034695813953,3.0210809302326
30886,77,77258,77185,Lognes,lognes,48.83369255814,2.6375037209302
30887,77,77259,77230,Longperrier,longperrier,49.050427173913,2.6572719565217
30888,77,77260,77650,Longueville,longueville,48.515758988764,3.2361662921348
30889,77,77261,77710,Lorrez-le-Bocage-Préaux,lorrez le bocage preaux,48.237255530303,2.8928552272727
30890,77,77262,77560,Louan-Villegruis-Fontaine,louan villegruis fontaine,48.621772807018,3.4988483040936
30891,77,77263,77520,Luisetaines,luisetaines,48.462263506494,3.1915707792208
30892,77,77264,77540,Lumigny-Nesles-Ormeaux,lumigny nesles ormeaux,48.715732228571,2.9625291428571
30893,77,77265,77138,Luzancy,luzancy,48.973818253968,3.1797753968254
30894,77,77266,77133,Machault,machault,48.453078584071,2.8454130973451
30895,77,77267,77570,La Madeleine-sur-Loing,la madeleine sur loing,48.205290394737,2.7016396052632
30896,77,77268,77700,Magny-le-Hongre,magny le hongre,48.867886125,2.819585375
30897,77,77269,77950,Maincy,maincy,48.554207692308,2.7071512820513
30898,77,77270,77580,Maisoncelles-en-Brie,maisoncelles en brie,48.856965862069,3.0036174137931
30899,77,77271,77570,Maisoncelles-en-Gâtinais,maisoncelles en gatinais,48.185154888889,2.6178382222222
30900,77,77272,77370,Maison-Rouge,maison rouge,48.55434661017,3.1540744915254
30901,77,77273,77230,Marchémoret,marchemoret,49.053074262295,2.7521752459016
30902,77,77274,77139,Marcilly,marcilly,49.037329545455,2.8855411818182
30903,77,77275,77560,Les Marêts,les marets,48.673803661972,3.3187228169014
30904,77,77276,77100,Mareuil-lès-Meaux,mareuil les meaux,48.918891014493,2.8762498550725
30905,77,77277,77610,Marles-en-Brie,marles en brie,48.72694,2.8797540677966
30906,77,77278,77120,Marolles-en-Brie,marolles en brie,48.775786231884,3.1679795652174
30907,77,77279,77130,Marolles-sur-Seine,marolles sur seine,48.385550638298,3.0295190070922
30908,77,77280,77440,Mary-sur-Marne,mary sur marne,49.015418863636,3.0313970454546
30909,77,77281,77120,Mauperthuis,mauperthuis,48.767000714286,3.0361364285714
30910,77,77282,77990,Mauregard,mauregard,49.026534301075,2.5690524731183
30911,77,77283,77145,May-en-Multien,may en multien,49.069310300752,3.033012406015
30912,77,77284,77100,Meaux,meaux,48.957652363636,2.8905333636364
30913,77,77285,77350,Le Mée-sur-Seine,le mee sur seine,48.540789361702,2.6306587234043
30914,77,77286,77520,Meigneux,meigneux,48.513312065217,3.0947710869565
30915,77,77287,77320,Meilleray,meilleray,48.795998394161,3.4191465693431
30916,77,77288,77000,Melun,melun,48.540813058824,2.6585167058824
30917,77,77289,77171,Melz-sur-Seine,melz sur seine,48.490943193277,3.4050015966387
30918,77,77290,77730,Méry-sur-Marne,mery sur marne,48.974990508475,3.2030072881356
30919,77,77291,77990,Le Mesnil-Amelot,le mesnil amelot,49.017010560748,2.5954604672897
30920,77,77292,77410,Messy,messy,48.966189176471,2.6894572941177
30921,77,77293,77130,Misy-sur-Yonne,misy sur yonne,48.363457460317,3.0952493650794
30922,77,77294,77290,Mitry-Mory,mitry mory,48.977898469388,2.6184787755102
30923,77,77295,77950,Moisenay,moisenay,48.563051294118,2.7428412941177
