,,,,-SAONE-ET-LOIRE,,,
28739,71,71360,71960,Prissé,prisse,46.324352583333,4.751254
28740,71,71361,71800,Prizy,prizy,46.352082368421,4.2180652631579
28741,71,71362,71570,Pruzilly,pruzilly,46.258984871795,4.6956582051282
28742,71,71363,71460,Le Puley,le puley,46.678142234043,4.5644336170213
28743,71,71364,71310,La Racineuse,la racineuse,46.828884166667,5.1680928787879
28744,71,71365,71290,Rancy,rancy,46.595701707317,5.0856765853659
28745,71,71366,71290,Ratenelle,ratenelle,46.527003764706,5.0011764705882
28746,71,71367,71500,Ratte,ratte,46.63650342723,5.2999288262911
28747,71,71368,71540,Reclesne,reclesne,47.047853333333,4.2910328395062
28748,71,71369,71150,Remigny,remigny,46.910955178571,4.7237473214286
28749,71,71370,71160,Rigny-sur-Arroux,rigny sur arroux,46.544032916667,4.0224439583333
28750,71,71371,71960,La Roche-Vineuse,la roche vineuse,46.350465316456,4.7445703164557
28751,71,71372,71570,Romanèche-Thorins,romaneche thorins,46.190491705426,4.7428862790698
28752,71,71373,71470,Romenay,romenay,46.514552853026,5.0880915273775
28753,71,71374,71390,Rosey,rosey,46.740960327869,4.7145349180328
28754,71,71376,71550,Roussillon-en-Morvan,roussillon en morvan,47.02727,4.1139933223684
28755,71,71377,71700,Royer,royer,46.555916835443,4.8235889873418
28756,71,71378,71150,Rully,rully,46.874276396396,4.7640058558559
28757,71,71379,71580,Sagy,sagy,46.59554987055,5.32566802589
28758,71,71380,71580,Saillenard,saillenard,46.698665759162,5.3721177486911
28759,71,71381,71250,Sailly,sailly,46.532974552846,4.5637897560976
28760,71,71382,71160,Saint-Agnan,saint agnan,46.521768348624,3.8889998623853
28761,71,71383,71260,Saint-Albain,saint albain,46.422733452381,4.8655482142857
28762,71,71384,71240,Saint-Ambreuil,saint ambreuil,46.677966222222,4.8244117222222
28763,71,71385,71570,Saint-Amour-Bellevue,saint amour bellevue,46.243081111111,4.7366055555556
28764,71,71386,71440,Saint-André-en-Bresse,saint andre en bresse,46.649201011236,5.0860613483146
28765,71,71387,71220,Saint-André-le-Désert,saint andre le desert,46.500607823129,4.536305170068
28766,71,71388,71430,Saint-Aubin-en-Charollais,saint aubin en charollais,46.501199614148,4.2092035048231
28767,71,71389,71140,Saint-Aubin-sur-Loire,saint aubin sur loire,46.569152153846,3.7643768461538
28768,71,71390,71300,Saint-Berain-sous-Sanvignes,saint berain sous sanvignes,46.719310750751,4.2875573573574
28769,71,71391,71510,Saint-Bérain-sur-Dheune,saint berain sur dheune,46.819185578231,4.6119580952381
28770,71,71392,71390,Saint-Boil,saint boil,46.645588645833,4.699904375
28771,71,71393,71340,Saint-Bonnet-de-Cray,saint bonnet de cray,46.199701307692,4.1690804615385
28772,71,71394,71220,Saint-Bonnet-de-Joux,saint bonnet de joux,46.478216699029,4.4318818932039
28773,71,71395,71430,Saint-Bonnet-de-Vieille-Vigne,saint bonnet de vieille vigne,46.526370689655,4.2671283251232
28774,71,71396,71310,Saint-Bonnet-en-Bresse,saint bonnet en bresse,46.858471693989,5.1836381420765
28775,71,71397,71250,Sainte-Cécile,sainte cecile,46.384341870968,4.6329150322581
28776,71,71398,71370,Saint-Christophe-en-Bresse,saint christophe en bresse,46.739562819549,4.9954909774436
28777,71,71399,71800,Saint-Christophe-en-Brionnais,saint christophe en brionnais,46.284817393939,4.1926710909091
28778,71,71400,71460,Saint-Clément-sur-Guye,saint clement sur guye,46.614459633028,4.5866605504587
28779,71,71401,71470,Sainte-Croix,sainte croix,46.560583213296,5.2377830747922
28780,71,71402,71240,Saint-Cyr,saint cyr,46.685069107143,4.8930439285714
28781,71,71403,71640,Saint-Denis-de-Vaux,saint denis de vaux,46.790611041667,4.6975216666667
28782,71,71404,71390,Saint-Désert,saint desert,46.758201153846,4.7099508974359
28783,71,71405,71620,Saint-Didier-en-Bresse,saint didier en bresse,46.850368555556,5.1075120555556
28784,71,71406,71110,Saint-Didier-en-Brionnais,saint didier en brionnais,46.339824076433,4.1234210828026
28785,71,71407,71190,Saint-Didier-sur-Arroux,saint didier sur arroux,46.833720322581,4.1125822119816
28786,71,71408,71740,Saint-Edmond,saint edmond,46.201787909091,4.2142989090909
28787,71,71409,71490,Saint-Émiland,saint emiland,46.896627634855,4.4734905394191
28788,71,71410,71370,Saint-Étienne-en-Bresse,saint etienne en bresse,46.70820492823,5.0645188516746
28789,71,71411,71320,Saint-Eugène,saint eugene,46.735604618938,4.2211101385681
28790,71,71412,71210,Saint-Eusèbe,saint eusebe,46.722371930693,4.4509567326733
28791,71,71413,71670,Saint-Firmin,saint firmin,46.840340805085,4.4695324152542
28792,71,71414,71400,Saint-Forgeot,saint forgeot,46.995410736842,4.2896176315789
28793,71,71415,71110,Sainte-Foy,sainte foy,46.277778389831,4.1308498305085
28794,71,71416,71260,Saint-Gengoux-de-Scissé,saint gengoux de scisse,46.462578521739,4.7684493043478
28795,71,71417,71460,Saint-Gengoux-le-National,saint gengoux le national,46.60981931677,4.663207826087
28796,71,71419,71330,Saint-Germain-du-Bois,saint germain du bois,46.735078582996,5.244526437247
28797,71,71420,71370,Saint-Germain-du-Plain,saint germain du plain,46.695896963563,4.9908447773279
28798,71,71421,71800,Saint-Germain-en-Brionnais,saint germain en brionnais,46.346915833333,4.2468038095238
28799,71,71422,71390,Saint-Germain-lès-Buxy,saint germain les buxy,46.69995031746,4.7673083333333
28800,71,71423,71350,Saint-Gervais-en-Vallière,saint gervais en valliere,46.953197104072,4.9599092760181
28801,71,71424,71490,Saint-Gervais-sur-Couches,saint gervais sur couches,46.922327627119,4.5645992090395
28802,71,71425,71510,Saint-Gilles,saint gilles,46.87795037037,4.663987037037
28803,71,71426,71390,Sainte-Hélène,sainte helene,46.757075131579,4.6293452631579
28804,71,71427,71460,Saint-Huruge,saint huruge,46.58011,4.57716
28805,71,71428,71170,Saint-Igny-de-Roche,saint igny de roche,46.188198738739,4.3053287387387
28806,71,71430,71640,Saint-Jean-de-Vaux,saint jean de vaux,46.806561428571,4.6951671428571
28807,71,71431,71490,Saint-Jean-de-Trézy,saint jean de trezy,46.841616,4.5904640689655
28808,71,71433,71800,Saint-Julien-de-Civry,saint julien de civry,46.371269828326,4.2171067381974
28809,71,71434,71110,Saint-Julien-de-Jonzy,saint julien de jonzy,46.249101338028,4.1375488732394
28810,71,71435,71210,Saint-Julien-sur-Dheune,saint julien sur dheune,46.772442612613,4.548913963964
28811,71,71436,71210,Saint-Laurent-d'Andenay,saint laurent d andenay,46.731441931034,4.515364
28812,71,71437,71800,Saint-Laurent-en-Brionnais,saint laurent en brionnais,46.266837479675,4.2511879674797
28813,71,71438,71360,Saint-Léger-du-Bois,saint leger du bois,47.026796025641,4.4309196794872
28814,71,71439,71600,Saint-Léger-lès-Paray,saint leger les paray,46.484436296296,4.1079857777778
28815,71,71440,71990,Saint-Léger-sous-Beuvray,saint leger sous beuvray,46.914140187793,4.0906950234742
28816,71,71441,71520,Saint-Léger-sous-la-Bussière,saint leger sous la bussiere,46.311699787234,4.5625132624113
28817,71,71442,71510,Saint-Léger-sur-Dheune,saint leger sur dheune,46.839476143791,4.6405417647059
28818,71,71443,71350,Saint-Loup-Géanges,saint loup geanges,46.948257416413,4.9180698784195
28819,71,71444,71240,Saint-Loup-de-Varennes,saint loup de varennes,46.723259875,4.852308875
28820,71,71445,71380,Saint-Marcel,saint marcel,46.774129662921,4.8957715730337
28821,71,71446,71460,Saint-Marcelin-de-Cray,saint marcelin de cray,46.564845771429,4.5176662857143
28822,71,71447,71640,Saint-Mard-de-Vaux,saint mard de vaux,46.814231046512,4.6731055813954
28823,71,71448,71118,Saint-Martin-Belle-Roche,saint martin belle roche,46.37934975,4.853276
28824,71,71449,71390,Saint-Martin-d'Auxy,saint martin d auxy,46.720699425287,4.5501888505747
28825,71,71450,71490,Saint-Martin-de-Commune,saint martin de commune,46.903466635071,4.5171105687204
28826,71,71451,71740,Saint-Martin-de-Lixy,saint martin de lixy,46.198612446809,4.237084893617
28827,71,71452,71220,Saint-Martin-de-Salencey,saint martin de salencey,46.522458362069,4.5027568965517
28828,71,71453,71110,Saint-Martin-du-Lac,saint martin du lac,46.24651503268,4.0522414379085
28829,71,71454,71580,Saint-Martin-du-Mont,saint martin du mont,46.622043254902,5.2924705098039
28830,71,71455,71460,Saint-Martin-du-Tartre,saint martin du tartre,46.649366910569,4.6050986178862
28831,71,71456,71620,Saint-Martin-en-Bresse,saint martin en bresse,46.799983375394,5.0606810725552
28832,71,71457,71350,Saint-Martin-en-Gâtinois,saint martin en gatinois,46.94416936,5.01042176
28833,71,71458,71460,Saint-Martin-la-Patrouille,saint martin la patrouille,46.586636075949,4.5397167088608
28834,71,71459,71640,Saint-Martin-sous-Montaigu,saint martin sous montaigu,46.812269850746,4.7106223880597
28835,71,71460,71260,Saint-Maurice-de-Satonnay,saint maurice de satonnay,46.401167481481,4.7823966666667
28836,71,71461,71460,Saint-Maurice-des-Champs,saint maurice des champs,46.623377962963,4.6238996296296
28837,71,71462,71620,Saint-Maurice-en-Rivière,saint maurice en riviere,46.846061981982,5.0291001801802
28838,71,71463,71740,Saint-Maurice-lès-Châteauneuf,saint maurice les chateauneuf,46.22333984,4.25198816
28839,71,71464,71490,Saint-Maurice-lès-Couches,saint maurice les couches,46.877348,4.6038750588235
28840,71,71465,71460,Saint-Micaud,saint micaud,46.692756793478,4.5247439673913
28841,71,71466,71190,Saint-Nizier-sur-Arroux,saint nizier sur arroux,46.814597647059,4.1578129411765
28842,71,71468,71670,Saint-Pierre-de-Varennes,saint pierre de varennes,46.84267432,4.5029948
28843,71,71469,71520,Saint-Pierre-le-Vieux,saint pierre le vieux,46.290835675676,4.5291493693694
28844,71,71470,71520,Saint-Point,saint point,46.337008727273,4.6172732727273
28845,71,71471,71390,Saint-Privé,saint prive,46.700642058824,4.5757483333333
28846,71,71472,71990,Saint-Prix,saint prix,46.97120595,4.0520891
28847,71,71473,71800,Saint-Racho,saint racho,46.264165168539,4.3715375280899
28848,71,71474,71320,Sainte-Radegonde,sainte radegonde,46.690994125,4.0803364375
28849,71,71475,71100,Saint-Rémy,saint remy,46.755825608466,4.8180058201058
28850,71,71477,71230,Saint-Romain-sous-Gourdon,saint romain sous gourdon,46.616198041958,4.4136681118881
28851,71,71478,71420,Saint-Romain-sous-Versigny,saint romain sous versigny,46.65325587963,4.1892556481481
28852,71,71479,71200,Saint-Sernin-du-Bois,saint sernin du bois,46.838064150943,4.4266950943396
28853,71,71480,71510,Saint-Sernin-du-Plain,saint sernin du plain,46.890574482759,4.6169486206896
28854,71,71481,71570,Saint-Symphorien-d'Ancelles,saint symphorien d ancelles,46.198180235294,4.7695585882353
28855,71,71482,71710,Saint-Symphorien-de-Marmagne,saint symphorien de marmagne,46.836186255507,4.3146307048458
28856,71,71483,71800,Saint-Symphorien-des-Bois,saint symphorien des bois,46.3246872,4.2931404
28857,71,71484,71500,Saint-Usuge,saint usuge,46.68628270557,5.2406514588859
28858,71,71485,71390,Saint-Vallerin,saint vallerin,46.684871851852,4.670945308642
28859,71,71486,71230,Saint-Vallier,saint vallier,46.645500446429,4.3550276339286
28860,71,71487,71570,Saint-Vérand,saint verand,46.254539090909,4.7290639393939
28861,71,71488,71250,Saint-Vincent-des-Prés,saint vincent des pres,46.473514320988,4.5579186419753
28862,71,71489,71440,Saint-Vincent-en-Bresse,saint vincent en bresse,46.672124071856,5.053685988024
28863,71,71490,71430,Saint-Vincent-Bragny,saint vincent bragny,46.522224891641,4.1286279876161
28864,71,71491,71600,Saint-Yan,saint yan,46.401315226337,4.0534387654321
28865,71,71492,71460,Saint-Ythaire,saint ythaire,46.567616785714,4.6062247857143
28866,71,71493,71360,Saisy,saisy,46.959297375887,4.5575427659575
28867,71,71494,71260,La Salle,la salle,46.406957288136,4.8514473728814
28868,71,71495,71250,Salornay-sur-Guye,salornay sur guye,46.517880147059,4.5992122794118
28869,71,71496,71150,Sampigny-lès-Maranges,sampigny les maranges,46.903283877551,4.65213
28870,71,71497,71000,Sancé,sance,46.341817142857,4.8342487301587
28871,71,71498,71460,Santilly,santilly,46.619714074074,4.7089877777778
28872,71,71499,71410,Sanvignes-les-Mines,sanvignes les mines,46.669226656442,4.2794786196319
28873,71,71500,71110,Sarry,sarry,46.3131552,4.104299
28874,71,71501,71390,Sassangy,sassangy,46.724288157895,4.6383494736842
28875,71,71502,71530,Sassenay,sassenay,46.830740353982,4.9084712389381
28876,71,71503,71390,Saules,saules,46.656805189873,4.6745997468354
28877,71,71504,71350,Saunières,saunieres,46.914359104478,5.0689444776119
28878,71,71505,71460,Savianges,savianges,46.689641473684,4.6031904210526
28879,71,71506,71580,Savigny-en-Revermont,savigny en revermont,46.631388709677,5.3876368458781
28880,71,71507,71460,Savigny-sur-Grosne,savigny sur grosne,46.581300507246,4.6659482608696
28881,71,71508,71440,Savigny-sur-Seille,savigny sur seille,46.635502746114,5.0945476683938
28882,71,71509,71400,La Celle-en-Morvan,la celle en morvan,47.009922941176,4.1785012299465
28883,71,71510,71110,Semur-en-Brionnais,semur en brionnais,46.274643225806,4.0930207258064
28884,71,71512,71240,Sennecey-le-Grand,sennecey le grand,46.631693937824,4.8887264248705
28885,71,71513,71260,Senozan,senozan,46.399550491803,4.8573704918033
28886,71,71514,71330,Sens-sur-Seille,sens sur seille,46.748652434211,5.30989
28887,71,71515,71460,Sercy,sercy,46.603071666667,4.6989441666667
28888,71,71516,71310,Serley,serley,46.788374236641,5.2375604961832
28889,71,71517,71350,Sermesse,sermesse,46.894224415584,5.0958287012987
28890,71,71518,71960,Serrières,serrieres,46.30986625,4.6666229166667
28891,71,71519,71310,Serrigny-en-Bresse,serrigny en bresse,46.825807538462,5.1212520769231
28892,71,71520,71100,Sevrey,sevrey,46.73873496063,4.8230642519685
28893,71,71521,71250,Sigy-le-Châtel,sigy le chatel,46.554545904762,4.570751047619
28894,71,71522,71290,Simandre,simandre,46.609006085271,4.988636124031
28895,71,71523,71330,Simard,simard,46.716171115538,5.1820928286853
28896,71,71524,71220,Sivignon,sivignon,46.429891094891,4.4970362773723
28897,71,71525,71960,Sologny,sologny,46.372731946903,4.6718339823009
28898,71,71526,71960,Solutré-Pouilly,solutre pouilly,46.295211759259,4.7239457407407
28899,71,71527,71540,Sommant,sommant,47.055185517241,4.2006748965517
28900,71,71528,71500,Sornay,sornay,46.618549347826,5.1733955978261
28901,71,71529,71220,Suin,suin,46.440150149254,4.4595232338308
28902,71,71530,71360,Sully,sully,46.982014818182,4.4518395151515
28903,71,71531,71190,La Tagnière,la tagniere,46.788700626703,4.2179974386921
28904,71,71532,71250,Taizé,taize,46.51024893617,4.6771869148936
28905,71,71533,71740,Tancon,tancon,46.196292236842,4.2629128289474
28906,71,71534,71330,Le Tartre,le tartre,46.745433918919,5.3524008108108
28907,71,71535,71400,Tavernay,tavernay,46.996955777778,4.2381090555556
28908,71,71537,71190,Thil-sur-Arroux,thil sur arroux,46.804392881356,4.0944404237288
28909,71,71538,71440,Thurey,thurey,46.743428388626,5.1274052606635
28910,71,71539,71490,Tintry,tintry,46.933615206186,4.4901407216495
28911,71,71540,71210,Torcy,torcy,46.766500705882,4.4483177058824
28912,71,71541,71270,Torpes,torpes,46.836658577075,5.3395271146245
28913,71,71542,71320,Toulon-sur-Arroux,toulon sur arroux,46.691032172414,4.1551341724138
28914,71,71543,71700,Tournus,tournus,46.562839642857,4.9004314880952
28915,71,71544,71350,Toutenant,toutenant,46.868945526316,5.1079227631579
28916,71,71545,71520,Tramayes,tramayes,46.310506277056,4.5959011255411
28917,71,71546,71520,Trambly,trambly,46.330408516129,4.5315290967742
28918,71,71547,71520,Trivy,trivy,46.392045666667,4.4882287777778
28919,71,71548,71440,Tronchy,tronchy,46.72598275,5.0726789375
28920,71,71549,71290,La Truchère,la truchere,46.514407358491,4.9536999056604
28921,71,71550,71700,Uchizy,uchizy,46.501078365385,4.8780815384615
28922,71,71551,71190,Uchon,uchon,46.807807733333,4.2586900666667
28923,71,71552,71130,Uxeau,uxeau,46.65608728,4.04151984
28924,71,71553,71800,Vareilles,vareilles,46.300682875,4.25160275
28925,71,71554,71110,Varenne-l'Arconce,varenne l arconce,46.343076754386,4.1514506140351
28926,71,71555,71240,Varennes-le-Grand,varennes le grand,46.704517434555,4.8850572774869
28927,71,71556,71000,Varennes-lès-Mâcon,varennes les macon,46.275001919192,4.8068886868687
28928,71,71557,71600,Varenne-Saint-Germain,varenne saint germain,46.436748333333,4.0293676666667
28929,71,71558,71480,Varennes-Saint-Sauveur,varennes saint sauveur,46.504904834254,5.2344782320442
28930,71,71559,71800,Varennes-sous-Dun,varennes sous dun,46.276998888889,4.3373799305556
28931,71,71561,71800,Vauban,vauban,46.268377905759,4.2186258638743
28932,71,71562,71120,Vaudebarrier,vaudebarrier,46.416452742857,4.3130596
28933,71,71563,71460,Vaux-en-Pré,vaux en pre,46.622729327731,4.604547394958
28934,71,71564,71120,Vendenesse-lès-Charolles,vendenesse les charolles,46.440608564815,4.3534230092593
28935,71,71565,71130,Vendenesse-sur-Arroux,vendenesse sur arroux,46.63163473029,4.0675629045643
28936,71,71566,71350,Verdun-sur-le-Doubs,verdun sur le doubs,46.889941830986,5.0222591549296
28937,71,71567,71960,Vergisson,vergisson,46.308722209302,4.7114851162791
28938,71,71568,71440,Vérissey,verissey,46.711675714286,5.1283107142857
28939,71,71570,71590,Verjux,verjux,46.875566101695,4.9709876271186
28940,71,71571,71220,Verosvres,verosvres,46.397526842105,4.4381504678363
28941,71,71572,71240,Vers,vers,46.583185754717,4.8541866037736
28942,71,71573,71110,Versaugues,versaugues,46.3713926875,4.0606988125
28943,71,71574,71960,Verzé,verze,46.377766415094,4.7362711949686
28944,71,71576,71700,Le Villars,le villars,46.526402105263,4.9182388157895
28945,71,71577,71620,Villegaudin,villegaudin,46.803285952381,5.1005124603175
28946,71,71578,71270,Clux-Villeneuve,clux villeneuve,46.958998979592,5.1795897959184
28947,71,71579,71390,Villeneuve-en-Montagne,villeneuve en montagne,46.758735855513,4.5861664638783
28948,71,71580,71500,Vincelles,vincelles,46.664068783784,5.2269065540541
28949,71,71581,71110,Vindecy,vindecy,46.354394509804,4.0086335294118
28950,71,71582,71250,La Vineuse sur Fregande,la vineuse sur fregande,46.467283590909,4.5852154545454
28951,71,71583,71680,Vinzelles,vinzelles,46.267129375,4.7801079166667
28952,71,71584,71260,Viré,vire,46.44500699115,4.8528005309735
28953,71,71585,71530,Virey-le-Grand,virey le grand,46.852206213592,4.8676618446602
28954,71,71586,71120,Viry,viry,46.472967712177,4.3399874538745
28955,71,71588,71600,Vitry-en-Charollais,vitry en charollais,46.467975186916,4.0651703738318
28956,71,71589,71140,Vitry-sur-Loire,vitry sur loire,46.685723677419,3.7280219354839
28957,71,71590,71600,Volesvres,volesvres,46.477056869565,4.1761756521739
28958,71,71591,71260,Fleurville,fleurville,46.441930714286,4.8782418571429
