id,department_code,insee_code,zip_code,-AUDE,slug,gps_lat,gps_lng
3817,11,11191,11330,Laroque-de-Fa,laroque de fa,42.952849166667,2.5575325
3818,11,11192,11400,Lasbordes,lasbordes,43.29908459854,2.0599709489051
3819,11,11193,11270,Lasserre-de-Prouille,lasserre de prouille,43.180467666667,2.0858967777778
3820,11,11194,11600,Lastours,lastours,43.329664736842,2.3789407894737
3821,11,11195,11400,Laurabuc,laurabuc,43.255826385542,1.9919657831325
3822,11,11196,11270,Laurac,laurac,43.232092478632,1.9692384615385
3823,11,11197,11300,Lauraguel,lauraguel,43.096898235294,2.1725878823529
3824,11,11198,11800,Laure-Minervois,laure minervois,43.268047295918,2.4997992346939
3825,11,11199,11290,Lavalette,lavalette,43.191128313253,2.2724192771084
3826,11,11200,11160,Lespinassière,lespinassiere,43.406341058824,2.5515718823529
3827,11,11201,11250,Leuc,leuc,43.139510994152,2.3365669590643
3828,11,11202,11370,Leucate,leucate,42.903758360656,3.0226920765027
3829,11,11203,11200,Lézignan-Corbières,lezignan corbieres,43.201627513514,2.7638645945946
3830,11,11204,11240,Lignairolles,lignairolles,43.094128888889,2.002059537037
3831,11,11205,11600,Limousis,limousis,43.331132662722,2.4116617159763
3832,11,11206,11300,Limoux,limoux,43.044730570342,2.2477371863118
3833,11,11207,11300,Loupia,loupia,43.060629734513,2.1271997345133
3834,11,11208,11410,La Louvière-Lauragais,la louviere lauragais,43.266728780488,1.7509167073171
3835,11,11209,11190,Luc-sur-Aude,luc sur aude,42.963983611111,2.2752125
3836,11,11210,11200,Luc-sur-Orbieu,luc sur orbieu,43.177403703704,2.7905137037037
3837,11,11211,11300,Magrie,magrie,43.025633584906,2.2056476415094
3838,11,11212,11120,Mailhac,mailhac,43.309001325301,2.828641686747
3839,11,11213,11330,Maisons,maisons,42.923730909091,2.6396156363636
3840,11,11214,11300,Malras,malras,43.061789701493,2.1656541791045
3841,11,11215,11600,Malves-en-Minervois,malves en minervois,43.250327065217,2.4515789130435
3842,11,11216,11300,Malviès,malvies,43.118700884956,2.1878453097345
3843,11,11217,11120,Marcorignan,marcorignan,43.22383275,2.91336675
3844,11,11218,11410,Marquein,marquein,43.296654022989,1.7224314942529
3845,11,11219,11140,Marsa,marsa,42.818388220339,2.1359363559322
3846,11,11220,11800,Marseillette,marseillette,43.207223924051,2.5376439240506
