,,,,-MEURTHE-ET-MOSELLE,,,
20278,54,54360,54200,Ménil-la-Tour,menil la tour,48.773383309352,5.8446925899281
20279,54,54362,54960,Mercy-le-Bas,mercy le bas,49.386501233766,5.7534161038961
20280,54,54363,54560,Mercy-le-Haut,mercy le haut,49.370104726027,5.8254399315068
20281,54,54364,54850,Méréville,mereville,48.59208625,6.1351776923077
20282,54,54365,54120,Merviller,merviller,48.477476223404,6.7802125
20283,54,54366,54850,Messein,messein,48.610470515464,6.1423044329897
20284,54,54367,54135,Mexy,mexy,49.503330963855,5.7889556626506
20285,54,54368,54540,Mignéville,migneville,48.534012298851,6.7827209195402
20286,54,54369,54670,Millery,millery,48.8194625,6.1404752
20287,54,54370,54385,Minorville,minorville,48.814650737705,5.8796735245902
20288,54,54371,54580,Moineville,moineville,49.198356814159,5.949530619469
20289,54,54372,54760,Moivrons,moivrons,48.827425360825,6.2458049484536
20290,54,54373,54300,Moncel-lès-Lunéville,moncel les luneville,48.560116985646,6.5534118181818
20291,54,54374,54280,Moncel-sur-Seille,moncel sur seille,48.773110482759,6.4249225517241
20292,54,54375,54700,Montauville,montauville,48.8896094,5.9957044
20293,54,54376,54760,Montenoy,montenoy,48.796902857143,6.2338536734694
20294,54,54377,54540,Montigny,montigny,48.513047777778,6.8057005982906
20295,54,54378,54870,Montigny-sur-Chiers,montigny sur chiers,49.473553464567,5.6706985826772
20296,54,54379,54170,Mont-l'Étroit,mont l etroit,48.500540701754,5.7832929824561
20297,54,54380,54113,Mont-le-Vignoble,mont le vignoble,48.619532898551,5.8492186956522
20298,54,54381,54450,Montreux,montreux,48.535077108434,6.8893525301205
20299,54,54382,54350,Mont-Saint-Martin,mont saint martin,49.547008070175,5.7818504385965
20300,54,54383,54360,Mont-sur-Meurthe,mont sur meurthe,48.546225929204,6.4430413274336
20301,54,54385,54920,Morfontaine,morfontaine,49.442799586777,5.8141644628099
20302,54,54386,54830,Moriviller,moriviller,48.479559906542,6.4425270093458
20303,54,54387,54700,Morville-sur-Seille,morville sur seille,48.918277466667,6.1491625333333
20304,54,54388,54370,Mouacourt,mouacourt,48.669056982759,6.6412918965517
20305,54,54389,54800,Mouaville,mouaville,49.213703483146,5.7780207865168
20306,54,54390,54700,Mousson,mousson,48.910246705882,6.0898287058823
20307,54,54391,54660,Moutiers,moutiers,49.234918676471,5.9652563970588
20308,54,54392,54113,Moutrot,moutrot,48.600484285714,5.8920937142857
20309,54,54393,54118,Moyen,moyen,48.483449838057,6.590041902834
20310,54,54394,54490,Murville,murville,49.342932025316,5.829117721519
20311,54,54395,54000,Nancy,nancy,48.6896459,6.1737197
20312,54,54395,54100,Nancy,nancy,48.7023657,6.1477722
20313,54,54396,54540,Neufmaisons,neufmaisons,48.449084975124,6.8678012935323
20314,54,54397,54230,Neuves-Maisons,neuves maisons,48.618182395833,6.1081708333333
20315,54,54398,54540,Neuviller-lès-Badonviller,neuviller les badonviller,48.520996504854,6.8806766990291
20316,54,54399,54290,Neuviller-sur-Moselle,neuviller sur moselle,48.490442985075,6.2795692537313
20317,54,54400,54610,Nomeny,nomeny,48.878763964497,6.2305185207101
20318,54,54401,54450,Nonhigny,nonhigny,48.547698173077,6.88939625
20319,54,54402,54150,Norroy-le-Sec,norroy le sec,49.277036615385,5.8077741538462
20320,54,54403,54700,Norroy-lès-Pont-à-Mousson,norroy les pont a mousson,48.932731538462,6.0120448351648
20321,54,54404,54385,Noviant-aux-Prés,noviant aux pres,48.845147829457,5.8883311627907
20322,54,54405,54170,Ochey,ochey,48.593815689655,5.9498065517241
20323,54,54406,54450,Ogéviller,ogeviller,48.552485700935,6.7163897196262
20324,54,54407,54330,Ognéville,ogneville,48.471235671642,6.058327761194
20325,54,54408,54800,Olley,olley,49.168716220472,5.7663208661417
20326,54,54409,54330,Omelmont,omelmont,48.4952968,6.1205136
20327,54,54410,54890,Onville,onville,49.017933565217,5.9719320869565
20328,54,54411,54740,Ormes-et-Ville,ormes et ville,48.487927377049,6.2022747540984
20329,54,54412,54260,Othe,othe,49.4894834375,5.4488228125
20330,54,54413,54150,Ozerailles,ozerailles,49.223736395349,5.8424541860465
20331,54,54414,54200,Pagney-derrière-Barine,pagney derriere barine,48.699853088235,5.8506475
20332,54,54415,54530,Pagny-sur-Moselle,pagny sur moselle,48.987118319328,6.0134960504202
20333,54,54416,54470,Pannes,pannes,48.927940932642,5.790337253886
20334,54,54417,54330,Parey-Saint-Césaire,parey saint cesaire,48.525894814815,6.061182962963
20335,54,54418,54370,Parroy,parroy,48.674981148649,6.6046481081081
20336,54,54419,54480,Parux,parux,48.542875857143,6.9221534285714
20337,54,54420,54260,Petit-Failly,petit failly,49.436544354839,5.4985175
20338,54,54421,54480,Petitmont,petitmont,48.545147453184,6.9777568539326
20339,54,54422,54120,Pettonville,pettonville,48.530190875,6.741571
20340,54,54423,54540,Pexonne,pexonne,48.469462823529,6.8840231176471
20341,54,54424,54610,Phlin,phlin,48.9160446,6.2749924
20342,54,54425,54490,Piennes,piennes,49.307131428571,5.7845448051948
20343,54,54426,54200,Pierre-la-Treiche,pierre la treiche,48.639997913043,5.9470354782609
20344,54,54427,54540,Pierre-Percée,pierre percee,48.46327261745,6.9404142281879
20345,54,54428,54620,Pierrepont,pierrepont,49.418844471545,5.7095727642276
20346,54,54429,54160,Pierreville,pierreville,48.549124137931,6.1136455172414
20347,54,54430,54340,Pompey,pompey,48.771405614035,6.106630877193
20348,54,54431,54700,Pont-à-Mousson,pont a mousson,48.923760412371,6.0606363402062
20349,54,54432,54550,Pont-Saint-Vincent,pont saint vincent,48.609604220184,6.0723739449541
20350,54,54433,54700,Port-sur-Seille,port sur seille,48.902626767677,6.1631277777778
20351,54,54434,54116,Praye,praye,48.437106239316,6.1113584615385
20352,54,54435,54530,Prény,preny,48.972186862745,5.9688206535948
20353,54,54436,54490,Preutin-Higny,preutin higny,49.347449473684,5.799921368421
20354,54,54437,54160,Pulligny,pulligny,48.548693272727,6.1517307272727
20355,54,54438,54115,Pulney,pulney,48.391971547619,6.0294525
20356,54,54439,54425,Pulnoy,pulnoy,48.70290765625,6.26702453125
20357,54,54440,54800,Puxe,puxe,49.153021428571,5.785816122449
20358,54,54441,54800,Puxieux,puxieux,49.073789393939,5.8815901515151
20359,54,54442,54330,Quevilloncourt,quevilloncourt,48.472591,6.1025293333333
20360,54,54443,54540,Raon-lès-Leau,raon les leau,48.513831747573,7.1019351456311
20361,54,54444,54610,Raucourt,raucourt,48.92580258427,6.2202768539326
20362,54,54445,54370,Raville-sur-Sânon,raville sur sanon,48.65151031746,6.5090528571429
20363,54,54446,54370,Réchicourt-la-Petite,rechicourt la petite,48.717058815789,6.5788511842105
20364,54,54447,54450,Réclonville,reclonville,48.537639506173,6.7309949382716
20365,54,54449,54300,Rehainviller,rehainviller,48.566835794393,6.4740203738318
20366,54,54450,54120,Reherrey,reherrey,48.50792,6.7745019469026
20367,54,54451,54430,Réhon,rehon,49.500521509434,5.7562009433962
20368,54,54452,54450,Reillon,reillon,48.598073928571,6.7421170238095
20369,54,54453,54470,Rembercourt-sur-Mad,rembercourt sur mad,48.983989016393,5.9030486885246
20370,54,54455,54830,Remenoville,remenoville,48.464718110236,6.4770049606299
20371,54,54456,54110,Réméréville,remereville,48.707876666667,6.3790178333333
20372,54,54457,54370,Remoncourt,remoncourt,48.657576095238,6.7447044761905
20373,54,54458,54450,Repaix,repaix,48.611622,6.8320382352941
20374,54,54459,54630,Richardménil,richardmenil,48.596153043478,6.1777253623188
20375,54,54460,54380,Rogéville,rogeville,48.817252054795,5.9752464383562
20376,54,54461,54360,Romain,romain,48.520474565217,6.354477826087
20377,54,54462,54110,Rosières-aux-Salines,rosieres aux salines,48.595186192469,6.3289245606695
20378,54,54463,54385,Rosières-en-Haye,rosieres en haye,48.788726382979,6.0030261702128
20379,54,54464,54610,Rouves,rouves,48.903237301587,6.2052317460317
20380,54,54465,54290,Roville-devant-Bayon,roville devant bayon,48.4655625,6.2950180555556
20381,54,54466,54200,Royaumeix,royaumeix,48.785371764706,5.8284322222222
20382,54,54467,54290,Rozelieures,rozelieures,48.445829416667,6.4293696666667
20383,54,54468,54210,Saffais,saffais,48.55853725,6.314837625
20384,54,54469,54580,Saint-Ail,saint ail,49.171283647059,6.0012291764706
20385,54,54470,54470,Saint-Baussant,saint baussant,48.892768188976,5.7917319685039
20386,54,54471,54290,Saint-Boingt,saint boingt,48.416489111111,6.4283140740741
20387,54,54472,54950,Saint-Clément,saint clement,48.538116008065,6.6149537903226
20388,54,54473,54930,Saint-Firmin,saint firmin,48.425340918367,6.1373193877551
20389,54,54474,54700,Sainte-Geneviève,sainte genevieve,48.87001682243,6.1384591588785
20390,54,54475,54290,Saint-Germain,saint germain,48.426508918919,6.3436210810811
20391,54,54476,54260,Saint-Jean-lès-Longuyon,saint jean les longuyon,49.456320609756,5.4868491463415
20392,54,54477,54470,Saint-Julien-lès-Gorze,saint julien les gorze,49.017126326531,5.9078185714286
20393,54,54478,54800,Saint-Marcel,saint marcel,49.12914038961,5.9766955844156
20394,54,54479,54290,Saint-Mard,saint mard,48.509351875,6.2983422916667
20395,54,54480,54450,Saint-Martin,saint martin,48.569186695652,6.7452846956522
20396,54,54481,54540,Saint-Maurice-aux-Forges,saint maurice aux forges,48.507861604938,6.8486232098765
20397,54,54482,54130,Saint-Max,saint max,48.706277454545,6.2053990909091
20398,54,54483,54210,Saint-Nicolas-de-Port,saint nicolas de port,48.620141239669,6.2983975206612
20399,54,54484,54540,Sainte-Pôle,sainte pole,48.506923458647,6.8318368421053
20400,54,54485,54730,Saint-Pancré,saint pancre,49.526898157895,5.6406680263158
20401,54,54486,54740,Saint-Remimont,saint remimont,48.5000976,6.25518504
20402,54,54487,54290,Saint-Rémy-aux-Bois,saint remy aux bois,48.413273841808,6.3916567231638
20403,54,54488,54480,Saint-Sauveur,saint sauveur,48.524541201923,6.9970733653846
20404,54,54489,54620,Saint-Supplet,saint supplet,49.377066495727,5.7317147008547
20405,54,54490,54380,Saizerais,saizerais,48.790574692308,6.0400013846154
20406,54,54491,54560,Sancy,sancy,49.351165729167,5.9323282291667
20407,54,54492,54200,Sanzey,sanzey,48.766467948718,5.8282342307692
20408,54,54493,54650,Saulnes,saulnes,49.526027534247,5.8239167123288
20409,54,54494,54115,Saulxerotte,saulxerotte,48.47284974359,5.9367625641026
20410,54,54495,54420,Saulxures-lès-Nancy,saulxures les nancy,48.687155164835,6.2528198901099
20411,54,54496,54170,Saulxures-lès-Vannes,saulxures les vannes,48.518833465347,5.804372970297
20412,54,54497,54330,Saxon-Sion,saxon sion,48.418174519231,6.0855757692308
20413,54,54498,54280,Seichamps,seichamps,48.715985438596,6.2715264912281
20414,54,54499,54470,Seicheprey,seicheprey,48.870113271028,5.7936841121495
20415,54,54500,54170,Selaincourt,selaincourt,48.499118201439,5.9532351798561
20416,54,54501,54830,Seranville,seranville,48.459358958333,6.515541875
20417,54,54502,54370,Serres,serres,48.695620462963,6.4572566666667
20418,54,54504,54560,Serrouville,serrouville,49.392893833333,5.87483675
20419,54,54505,54550,Sexey-aux-Forges,sexey aux forges,48.628767326733,6.0307723762376
20420,54,54506,54840,Sexey-les-Bois,sexey les bois,48.719701125,6.02979925
20421,54,54507,54300,Sionviller,sionviller,48.631740956522,6.5466095652174
20422,54,54508,54610,Sivry,sivry,48.830276455696,6.2075048101266
20423,54,54509,54110,Sommerviller,sommerviller,48.636420675676,6.3753887837838
20424,54,54510,54280,Sornéville,sorneville,48.73954376,6.42177464
20425,54,54511,54800,Sponville,sponville,49.074437446809,5.8321257446809
20426,54,54512,54480,Tanconville,tanconville,48.603268571429,6.9369612244898
20427,54,54513,54116,Tantonville,tantonville,48.469990210526,6.1417045263158
20428,54,54514,54260,Tellancourt,tellancourt,49.511136829268,5.6326282926829
20429,54,54515,54330,Thélod,thelod,48.543840808824,6.0505823529412
20430,54,54516,54930,They-sous-Vaudemont,they sous vaudemont,48.40278804878,6.0543173170732
20431,54,54517,54610,Thézey-Saint-Martin,thezey saint martin,48.899979734513,6.3033554867257
20432,54,54518,54470,Thiaucourt-Regniéville,thiaucourt regnieville,48.932698171429,5.8996850285714
20433,54,54519,54120,Thiaville-sur-Meurthe,thiaville sur meurthe,48.407002214286,6.801319
20434,54,54520,54300,Thiébauménil,thiebaumenil,48.578293402062,6.6271206185567
20435,54,54521,54880,Thil,thil,49.4729428,5.906494
20436,54,54522,54115,Thorey-Lyautey,thorey lyautey,48.446555913043,6.0348220869565
20437,54,54523,54170,Thuilley-aux-Groseilles,thuilley aux groseilles,48.579618470588,5.9715795294118
20438,54,54524,54800,Thumeréville,thumereville,49.204291313131,5.8067908080808
20439,54,54525,54190,Tiercelet,tiercelet,49.459689512195,5.8834903658537
20440,54,54526,54510,Tomblaine,tomblaine,48.688900235294,6.2227014117647
20441,54,54527,54210,Tonnoy,tonnoy,48.555442366412,6.2603929007634
20442,54,54528,54200,Toul,toul,48.679125787037,5.8925041666667
20443,54,54529,54115,Tramont-Émy,tramont emy,48.411766117647,5.9489432941177
20444,54,54530,54115,Tramont-Lassus,tramont lassus,48.4020425,5.9656683333333
20445,54,54531,54115,Tramont-Saint-André,tramont saint andre,48.410121357143,5.9240220714286
20446,54,54532,54385,Tremblecourt,tremblecourt,48.805668358209,5.9460458208955
20447,54,54533,54750,Trieux,trieux,49.320081438356,5.9449352739726
20448,54,54534,54570,Trondes,trondes,48.724821651376,5.773730733945
20449,54,54535,54800,Tronville,tronville,49.086685166667,5.9195638333333
20450,54,54536,54640,Tucquegnieux,tucquegnieux,49.307906341463,5.8986826829268
20451,54,54537,54870,Ugny,ugny,49.466006693548,5.7000245967742
20452,54,54538,54112,Uruffe,uruffe,48.566896511628,5.7473751162791
20453,54,54539,54540,Vacqueville,vacqueville,48.477840987654,6.8176296296296
20454,54,54540,54480,Val-et-Châtillon,val et chatillon,48.553871312217,7.0068954298643
20455,54,54541,54370,Valhey,valhey,48.683309178082,6.4974302739726
20456,54,54542,54910,Valleroy,valleroy,49.213799041096,5.9124832876712
20457,54,54543,54830,Vallois,vallois,48.462342391304,6.5472099275362
20458,54,54544,54890,Vandelainville,vandelainville,49.025002647059,5.9823932352941
20459,54,54545,54115,Vandeléville,vandeleville,48.42398970297,5.9898000990099
20460,54,54546,54121,Vandières,vandieres,48.957436751592,6.0124536942675
20461,54,54547,54500,Vandœuvre-lès-Nancy,vandoeuvre les nancy,48.657775393258,6.1636776404494
20462,54,54548,54112,Vannes-le-Châtel,vannes le chatel,48.572081864407,5.7848477118644
20463,54,54549,54110,Varangéville,varangeville,48.641442037037,6.3171329012346
20464,54,54550,54122,Vathiménil,vathimenil,48.507369421488,6.6131211570248
20465,54,54551,54370,Vaucourt,vaucourt,48.667825825243,6.6863386407767
20466,54,54552,54330,Vaudémont,vaudemont,48.421976176471,6.0570559803922
20467,54,54553,54740,Vaudeville,vaudeville,48.455473219178,6.2079120547945
20468,54,54554,54740,Vaudigny,vaudigny,48.4384299,6.205148
20469,54,54555,54120,Vaxainville,vaxainville,48.518722978723,6.7564341489362
20470,54,54556,54450,Vého,veho,48.603637304348,6.7104747826087
20471,54,54557,54840,Velaine-en-Haye,velaine en haye,48.703511047619,6.0338906666667
20472,54,54558,54280,Velaine-sous-Amance,velaine sous amance,48.716111637931,6.3262037931035
20473,54,54559,54290,Velle-sur-Moselle,velle sur moselle,48.531655647059,6.2828609411765
20474,54,54560,54540,Veney,veney,48.461841060606,6.8127724242424
20475,54,54561,54830,Vennezey,vennezey,48.440732368421,6.4601894736842
20476,54,54562,54450,Verdenal,verdenal,48.588904821429,6.80563625
20477,54,54563,54330,Vézelise,vezelise,48.481999259259,6.0944523148148
20478,54,54564,54470,Viéville-en-Haye,vieville en haye,48.936663174603,5.9144558730159
20479,54,54565,54360,Vigneulles,vigneulles,48.568633009709,6.3461021359223
20480,54,54566,54700,Vilcey-sur-Trey,vilcey sur trey,48.939987608696,5.9596236956522
20481,54,54567,54290,Villacourt,villacourt,48.438325672515,6.3363011111111
20482,54,54568,54620,Ville-au-Montois,ville au montois,49.416492746479,5.7968366197183
20483,54,54569,54380,Ville-au-Val,ville au val,48.843459468085,6.1310778723404
20484,54,54570,54890,Villecey-sur-Mad,villecey sur mad,48.993401486486,5.9453444594595
20485,54,54571,54210,Ville-en-Vermois,ville en vermois,48.617110915033,6.2398994771242
20486,54,54572,54730,Ville-Houdlémont,ville houdlemont,49.539944104478,5.6597936567164
20487,54,54573,54380,Villers-en-Haye,villers en haye,48.824059506173,6.0055965432099
20488,54,54574,54870,Villers-la-Chèvre,villers la chevre,49.504731481481,5.6905524074074
20489,54,54575,54920,Villers-la-Montagne,villers la montagne,49.470713448276,5.8306055862069
20490,54,54576,54260,Villers-le-Rond,villers le rond,49.467578850575,5.4796697701149
20491,54,54577,54760,Villers-lès-Moivrons,villers les moivrons,48.815622,6.2543112307692
20492,54,54578,54600,Villers-lès-Nancy,villers les nancy,48.6642077,6.1359998
20493,54,54579,54700,Villers-sous-Prény,villers sous preny,48.941794776119,5.9932034328358
20494,54,54580,54190,Villerupt,villerupt,49.467092403846,5.9274592307692
20495,54,54581,54800,Ville-sur-Yron,ville sur yron,49.12108976378,5.8719828346457
20496,54,54582,54260,Villette,villette,49.478803137255,5.5478817647059
20497,54,54583,54840,Villey-le-Sec,villey le sec,48.659080952381,5.9806319047619
20498,54,54584,54200,Villey-Saint-Étienne,villey saint etienne,48.731142532468,5.9656348701299
20499,54,54585,54290,Virecourt,virecourt,48.456302972973,6.3183037837838
20500,54,54586,54123,Viterne,viterne,48.584268737864,6.0130458252427
20501,54,54587,54330,Vitrey,vitrey,48.496037518797,6.0408746616541
20502,54,54588,54300,Vitrimont,vitrimont,48.5932005,6.4401926
20503,54,54589,54700,Vittonville,vittonville,48.971005769231,6.0606979487179
20504,54,54590,54260,Viviers-sur-Chiers,viviers sur chiers,49.464907378641,5.6297814563107
20505,54,54591,54134,Voinémont,voinemont,48.516320674157,6.1760687640449
20506,54,54592,54330,Vroncourt,vroncourt,48.458291041667,6.0753877083333
20507,54,54593,54890,Waville,waville,49.003886136364,5.9318598484848
20508,54,54594,54470,Xammes,xammes,48.978989130435,5.8488985507246
20509,54,54595,54300,Xermaménil,xermamenil,48.537538090452,6.4744647738694
20510,54,54596,54990,Xeuilley,xeuilley,48.559952843137,6.0879896078431
20511,54,54597,54740,Xirocourt,xirocourt,48.431978674033,6.1778134254144
20512,54,54598,54490,Xivry-Circourt,xivry circourt,49.358552518519,5.7630985185185
20513,54,54599,54800,Xonville,xonville,49.055392444444,5.8550912222222
20514,54,54600,54370,Xousse,xousse,48.653265306122,6.7099001020408
20515,54,54601,54370,Xures,xures,48.68945530303,6.656323030303
20516,54,54602,54620,Han-devant-Pierrepont,han devant pierrepont,49.396916,5.715201875
