id,department_code,insee_code,zip_code,-CALVADOS,slug,gps_lat,gps_lng
4613,14,14140,14490,Castillon,castillon,49.199013130435,-0.79649947826087
4614,14,14141,14140,Castillon-en-Auge,castillon en auge,49.034417058824,0.08900764705882
4615,14,14143,14240,Caumont-sur-Aure,caumont sur aure,49.102625913978,-0.81637819892473
4616,14,14145,14190,Cauvicourt,cauvicourt,49.047455897436,-0.25612756410256
4617,14,14146,14770,Cauville,cauville,48.951814875,-0.562211625
4618,14,14147,14290,Cernay,cernay,49.017000882353,0.32800397058824
4619,14,14149,14270,Cesny-aux-Vignes,cesny aux vignes,49.0876178125,-0.1178815625
4620,14,14150,14220,Cesny-Bois-Halbout,cesny bois halbout,48.987918125,-0.39307354166667
4621,14,14159,14250,Chouain,chouain,49.210535777778,-0.63760888888889
4622,14,14160,14680,Cintheaux,cintheaux,49.066444393939,-0.28849272727273
4623,14,14161,14130,Clarbec,clarbec,49.244234655172,0.13010224137931
4624,14,14162,14570,Clécy,clecy,48.903064530387,-0.50112370165746
4625,14,14163,14370,Cléville,cleville,49.144407251908,-0.09480480916031
4626,14,14165,14710,Colleville-sur-Mer,colleville sur mer,49.349046756757,-0.85076243243243
4627,14,14166,14880,Colleville-Montgomery,colleville montgomery,49.274051219512,-0.30384695121951
4628,14,14167,14460,Colombelles,colombelles,49.198554578313,-0.29561843373494
4629,14,14168,14710,Colombières,colombieres,49.30293637931,-0.98987465517241
4630,14,14169,14480,Colombiers-sur-Seulles,colombiers sur seulles,49.297795405405,-0.50397662162162
4631,14,14171,14220,Combray,combray,48.9460164,-0.4472388
4632,14,14172,14520,Commes,commes,49.329717850467,-0.74230719626168
4633,14,14173,14270,Condé-sur-Ifs,conde sur ifs,49.034115072464,-0.12899710144928
4634,14,14174,14110,Condé-en-Normandie,conde en normandie,48.850993,-0.552764
4635,14,14174,14770,Condé-en-Normandie,conde en normandie,48.850993,-0.552764
4636,14,14175,14400,Condé-sur-Seulles,conde sur seulles,49.222247831325,-0.63676385542169
4637,14,14177,14130,Coquainvilliers,coquainvilliers,49.202432380952,0.20634507936508
4638,14,14179,14100,Cordebugle,cordebugle,49.11348302521,0.37268260504202
4639,14,14180,14700,Cordey,cordey,48.849151857143,-0.225659
4640,14,14181,14123,Cormelles-le-Royal,cormelles le royal,49.153228,-0.3250385
4641,14,14182,14240,Cormolain,cormolain,49.12526869281,-0.87293477124183
4642,14,14183,14690,Cossesseville,cossesseville,48.896290163934,-0.42207147540984
4643,14,14184,14400,Cottun,cottun,49.267838269231,-0.78484923076923
4644,14,14185,14130,Coudray-Rabut,coudray rabut,49.303017622951,0.17570098360656
4645,14,14190,14170,Courcy,courcy,48.970879014085,-0.03769943661972
4646,14,14191,14470,Courseulles-sur-Mer,courseulles sur mer,49.323221,-0.45319572727273
4647,14,14193,14100,Courtonne-la-Meurdrac,courtonne la meurdrac,49.121119104478,0.33795574626866
4648,14,14194,14290,Courtonne-les-Deux-Églises,courtonne les deux eglises,49.088492027027,0.38219972972973
4649,14,14195,14260,Courvaudon,courvaudon,49.026040238095,-0.58026047619048
4650,14,14196,14480,Crépon,crepon,49.316004078947,-0.54441552631579
4651,14,14197,14440,Cresserons,cresserons,49.287960810811,-0.35206837837838
4652,14,14198,14430,Cresseveuille,cresseveuille,49.241722394366,0.0083326056338
4653,14,14200,14480,Creully sur Seulles,creully sur seulles,49.282466166667,-0.5605665
4654,14,14202,14113,Cricquebœuf,cricqueboeuf,49.40243942029,0.13651072463768
4655,14,14203,14430,Cricqueville-en-Auge,cricqueville en auge,49.240865465116,-0.07134523255814
4656,14,14204,14450,Cricqueville-en-Bessin,cricqueville en bessin,49.377590961538,-1.0014580769231
4657,14,14205,14250,Cristot,cristot,49.193553018868,-0.57161226415094
4658,14,14206,14620,Crocy,crocy,48.878880120482,-0.05267843373494
4659,14,14207,14220,Croisilles,croisilles,49.001881487603,-0.45265652892562
4660,14,14209,14400,Crouay,crouay,49.269718990826,-0.81743513761468
4661,14,14211,14220,Culey-le-Patry,culey le patry,48.956272566372,-0.5307307079646
4662,14,14214,14400,Cussy,cussy,49.282289444444,-0.76340444444444
4663,14,14215,14840,Cuverville,cuverville,49.193265641026,-0.26112
4664,14,14216,14620,Damblainville,damblainville,48.918455855856,-0.12461594594595
4665,14,14218,14430,Danestal,danestal,49.24532869863,0.02728363013699
4666,14,14220,14800,Deauville,deauville,49.353339318182,0.07648068181818
4667,14,14221,14840,Démouville,demouville,49.177441458333,-0.263013125
4668,14,14223,14690,Le Détroit,le detroit,48.872294130435,-0.344955
4669,14,14224,14230,Deux-Jumeaux,deux jumeaux,49.356112777778,-0.97082875
4670,14,14225,14160,Dives-sur-Mer,dives sur mer,49.281273366337,-0.08812811881188
4671,14,14226,14220,Donnay,donnay,48.948990079365,-0.42612055555556
4672,14,14227,14430,Douville-en-Auge,douville en auge,49.262770980392,-0.02004735294118
4673,14,14228,14440,Douvres-la-Délivrande,douvres la delivrande,49.293782876712,-0.39558315068493
4674,14,14229,14430,Dozulé,dozule,49.231531923077,-0.04650173076923
4675,14,14230,14130,Drubec,drubec,49.248648983051,0.10680305084746
4676,14,14231,14340,Beaufour-Druval,beaufour druval,49.2127229375,0.0230296875
4677,14,14232,14250,Ducy-Sainte-Marguerite,ducy sainte marguerite,49.225683809524,-0.6202369047619
4678,14,14236,14250,Ellon,ellon,49.229402,-0.68529
4679,14,14237,14630,Émiéville,emieville,49.1534665,-0.2272565
4680,14,14238,14800,Englesqueville-en-Auge,englesqueville en auge,49.331564677419,0.14955129032258
4681,14,14239,14710,Englesqueville-la-Percée,englesqueville la percee,49.37689317757,-0.95121355140187
4682,14,14240,14170,Épaney,epaney,48.947617066667,-0.15821773333333
4683,14,14241,14310,Épinay-sur-Odon,epinay sur odon,49.06966537037,-0.62529944444444
4684,14,14242,14610,Épron,epron,49.2202965625,-0.363489375
4685,14,14243,14600,Équemauville,equemauville,49.405040841121,0.21191514018692
4686,14,14244,14700,Eraines,eraines,48.907584242424,-0.15384696969697
4687,14,14245,14270,Ernes,ernes,49.011247195122,-0.12246134146341
4688,14,14246,14850,Escoville,escoville,49.206362985075,-0.24724313432836
4689,14,14248,14220,Espins,espins,48.999616031746,-0.41729507936508
4690,14,14249,14210,Esquay-Notre-Dame,esquay notre dame,49.11130245614,-0.47326
4691,14,14250,14400,Esquay-sur-Seulles,esquay sur seulles,49.271807155172,-0.62011793103448
4692,14,14251,14220,Esson,esson,48.9692123,-0.4559794
4693,14,14252,14190,Estrées-la-Campagne,estrees la campagne,49.008725697674,-0.23965581395349
4694,14,14254,14930,Éterville,eterville,49.1518525,-0.43249033333333
4695,14,14256,14400,Étréham,etreham,49.321559180328,-0.79488393442623
4696,14,14257,14210,Évrecy,evrecy,49.095507045455,-0.50102079545455
4697,14,14258,14700,Falaise,falaise,48.89292469697,-0.19407621212121
4698,14,14260,14100,Fauguernon,fauguernon,49.188478909091,0.26678609090909
4699,14,14261,14130,Le Faulq,le faulq,49.240513970588,0.31695970588235
4700,14,14266,14320,Feuguerolles-Bully,feuguerolles bully,49.11120578125,-0.4131046875
4701,14,14269,14130,Fierville-les-Parcs,fierville les parcs,49.24559936,0.23049112
4702,14,14270,14100,Firfol,firfol,49.156674098361,0.31888147540984
4703,14,14271,14123,Fleury-sur-Orne,fleury sur orne,49.149087368421,-0.37800947368421
4704,14,14272,14710,La Folie,la folie,49.262963381295,-0.9690128057554
4705,14,14273,14290,La Folletière-Abenon,la folletiere abenon,48.974673777778,0.41051533333333
4706,14,14274,14790,Fontaine-Étoupefour,fontaine etoupefour,49.143863888889,-0.4538037037037
4707,14,14275,14610,Fontaine-Henry,fontaine henry,49.279147692308,-0.46161169230769
4708,14,14276,14190,Fontaine-le-Pin,fontaine le pin,48.972977924528,-0.30109650943396
4709,14,14277,14320,Fontenay-le-Marmion,fontenay le marmion,49.084167875,-0.34911875
4710,14,14278,14250,Fontenay-le-Pesnel,fontenay le pesnel,49.172710128205,-0.59196166666667
4711,14,14280,14340,Formentin,formentin,49.202883098592,0.13505436619718
4712,14,14281,14710,Formigny La Bataille,formigny la bataille,49.337451464286,-0.91327682142857
4713,14,14282,14240,Foulognes,foulognes,49.140401968504,-0.80464275590551
4714,14,14283,14620,Fourches,fourches,48.854644285714,-0.07544142857143
4715,14,14284,14700,Fourneaux-le-Val,fourneaux le val,48.860351315789,-0.27043201754386
4716,14,14285,14340,Le Fournet,le fournet,49.199214,0.11357444444444
4717,14,14286,14600,Fourneville,fourneville,49.360289294118,0.23297988235294
4718,14,14287,14630,Frénouville,frenouville,49.132575633803,-0.24939816901408
4719,14,14288,14480,Le Fresne-Camilly,le fresne camilly,49.253402368421,-0.48789605263158
4720,14,14289,14700,Fresné-la-Mère,fresne la mere,48.889586666667,-0.12641214814815
4721,14,14290,14680,Fresney-le-Puceux,fresney le puceux,49.0684919,-0.3490055
4722,14,14291,14220,Fresney-le-Vieux,fresney le vieux,49.005706111111,-0.38415083333333
4723,14,14293,14590,Fumichon,fumichon,49.16934056338,0.37744014084507
4724,14,14294,14540,Garcelles-Secqueville,garcelles secqueville,49.095999444444,-0.2769662962963
4725,14,14297,14210,Gavrus,gavrus,49.1165618,-0.509874
4726,14,14298,14230,Géfosse-Fontenay,gefosse fontenay,49.362757027027,-1.0803587387387
4727,14,14299,14600,Genneville,genneville,49.361309252336,0.27774
4728,14,14300,14430,Gerrots,gerrots,49.193932673267,0.0026001980198
4729,14,14301,14730,Giberville,giberville,49.178174528302,-0.28546301886792
4730,14,14302,14950,Glanville,glanville,49.275469821429,0.07520035714286
4731,14,14303,14100,Glos,glos,49.122716774194,0.27628016129032
4732,14,14304,14600,Gonneville-sur-Honfleur,gonneville sur honfleur,49.384069090909,0.23837886363636
4733,14,14305,14510,Gonneville-sur-Mer,gonneville sur mer,49.293574353741,-0.03784108843537
4734,14,14306,14810,Gonneville-en-Auge,gonneville en auge,49.25969,-0.18666051020408
4735,14,14307,14210,Goupillières,goupillieres,49.033224893617,-0.4818585106383
4736,14,14308,14430,Goustranville,goustranville,49.224403448276,-0.11393275862069
4737,14,14309,14680,Gouvix,gouvix,49.035957866667,-0.30860226666667
4738,14,14310,14190,Grainville-Langannerie,grainville langannerie,49.009692692308,-0.27555480769231
4739,14,14311,14210,Grainville-sur-Odon,grainville sur odon,49.1363634375,-0.52987765625
4740,14,14312,14450,Grandcamp-Maisy,grandcamp maisy,49.373740222222,-1.0458936296296
4741,14,14316,14160,Grangues,grangues,49.259972912621,-0.06023844660194
4742,14,14318,14470,Graye-sur-Mer,graye sur mer,49.329089772727,-0.48536886363636
4743,14,14319,14540,Grentheville,grentheville,49.1461725,-0.2969395
4744,14,14320,14220,Grimbosq,grimbosq,49.045803666667,-0.44307344444444
4745,14,14322,14400,Guéron,gueron,49.2491413125,-0.7045345625
4746,14,14325,14880,Hermanville-sur-Mer,hermanville sur mer,49.280800140845,-0.32189253521127
4747,14,14326,14100,Hermival-les-Vaux,hermival les vaux,49.166955107914,0.29459611510791
4748,14,14327,14200,Hérouville-Saint-Clair,herouville saint clair,49.207319491525,-0.33028338983051
4749,14,14328,14850,Hérouvillette,herouvillette,49.2161256,-0.25624786666667
4750,14,14329,14430,Heuland,heuland,49.258678842105,-0.00358884210526
4751,14,14332,14700,La Hoguette,la hoguette,48.85501012605,-0.1596393697479
4752,14,14333,14600,Honfleur,honfleur,49.410034659686,0.22986743455497
4753,14,14334,14100,L'Hôtellerie,l hotellerie,49.142283142857,0.40763485714286
4754,14,14335,14430,Hotot-en-Auge,hotot en auge,49.176567647059,-0.06781455882353
4755,14,14336,14250,Hottot-les-Bagues,hottot les bagues,49.145578062016,-0.64931914728682
4756,14,14337,14340,La Houblonnière,la houblonniere,49.122836868687,0.09679181818182
4757,14,14338,14510,Houlgate,houlgate,49.295279876543,-0.06357543209877
4758,14,14339,14540,Hubert-Folie,hubert folie,49.128071,-0.3154585
4759,14,14341,14123,Ifs,ifs,49.142395625,-0.33959916666667
4760,14,14342,14230,Isigny-sur-Mer,isigny sur mer,49.320257,-1.102929
4761,14,14342,14330,Isigny-sur-Mer,isigny sur mer,49.320257,-1.102929
4762,14,14343,14690,Les Isles-Bardel,les isles bardel,48.841128181818,-0.348115
4763,14,14344,14670,Janville,janville,49.163730454545,-0.16137515151515
4764,14,14345,14170,Jort,jort,48.972238608696,-0.07884904347826
4765,14,14346,14250,Juaye-Mondaye,juaye mondaye,49.202232829268,-0.69390731707317
4766,14,14347,14260,Dialan sur Chaîne,dialan sur chaine,49.00236807971,-0.73920420289855
4767,14,14348,14250,Juvigny-sur-Seulles,juvigny sur seulles,49.156318440367,-0.60906587155963
4768,14,14349,14320,Laize-Clinchamps,laize clinchamps,49.080381089744,-0.39274064102564
4769,14,14352,14380,Landelles-et-Coupigny,landelles et coupigny,48.897195880282,-1.0039306338028
4770,14,14353,14310,Landes-sur-Ajon,landes sur ajon,49.076040606061,-0.57066151515152
4771,14,14354,14830,Langrune-sur-Mer,langrune sur mer,49.312694,-0.37811054545455
4772,14,14355,14480,Ponts sur Seulles,ponts sur seulles,49.285951575758,-0.51593927272727
4773,14,14357,14770,Terres de Druance,terres de druance,48.925683619403,-0.6513976119403
4774,14,14358,14340,Léaupartie,leaupartie,49.180360319149,0.05018659574468
4775,14,14360,14700,Leffard,leffard,48.915742173913,-0.2993484057971
4776,14,14362,14140,Lessard-et-le-Chêne,lessard et le chene,49.067727692308,0.1183275
4777,14,14364,14250,Lingèvres,lingevres,49.176255283019,-0.67469537735849
4778,14,14366,14100,Lisieux,lisieux,49.144053574661,0.23814886877828
4779,14,14367,14330,Lison,lison,49.239237153846,-1.0550630769231
4780,14,14368,14140,Lisores,lisores,48.954916280992,0.20179247933884
4781,14,14369,14490,Litteau,litteau,49.156562682927,-0.90788158536585
4782,14,14370,14330,Le Molay-Littry,le molay littry,49.234338022388,-0.88363910447761
4783,14,14371,14140,Livarot-Pays-d'Auge,livarot pays d auge,49.00436,0.149727
4784,14,14371,14290,Livarot-Pays-d'Auge,livarot pays d auge,49.00436,0.149727
4785,14,14374,14240,Les Loges,les loges,49.046903875,-0.802838875
4786,14,14375,14700,Les Loges-Saulces,les loges saulces,48.86218443662,-0.3015711971831
4787,14,14377,14400,Longues-sur-Mer,longues sur mer,49.32860059322,-0.69414161016949
4788,14,14378,14230,Longueville,longueville,49.337495813954,-0.95612
4789,14,14379,14310,Longvillers,longvillers,49.045099680851,-0.64216904255319
4790,14,14380,14250,Loucelles,loucelles,49.223084705882,-0.57400676470588
4791,14,14381,14170,Louvagny,louvagny,48.95101,-0.04642042553192
4792,14,14383,14111,Louvigny,louvigny,49.156604285714,-0.39641571428571
4793,14,14384,14530,Luc-sur-Mer,luc sur mer,49.310445106383,-0.35693085106383
4794,14,14385,14400,Magny-en-Bessin,magny en bessin,49.311533787879,-0.66346772727273
4795,14,14389,14310,Maisoncelles-Pelvey,maisoncelles pelvey,49.059799661017,-0.6733293220339
4796,14,14390,14210,Maisoncelles-sur-Ajon,maisoncelles sur ajon,49.057913050847,-0.54014016949153
4797,14,14391,14400,Maisons,maisons,49.318281428571,-0.74790035714286
4798,14,14393,14210,Maizet,maizet,49.072725294118,-0.45486485294118
4799,14,14394,14190,Maizières,maizieres,49.01437952381,-0.16866936507936
4800,14,14397,14710,Mandeville-en-Bessin,mandeville en bessin,49.308058584906,-0.87161669811321
4801,14,14398,14340,Manerbe,manerbe,49.176550580645,0.13882103225806
4802,14,14399,14130,Manneville-la-Pipard,manneville la pipard,49.262524461538,0.22579753846154
4803,14,14400,14400,Le Manoir,le manoir,49.28701875,-0.59405142857143
4804,14,14401,14117,Manvieux,manvieux,49.334508780488,-0.65824146341463
4805,14,14402,14620,Le Marais-la-Chapelle,le marais la chapelle,48.881137209302,-0.02315209302326
4806,14,14403,14100,Marolles,marolles,49.137497664234,0.36674467153285
4807,14,14404,14220,Martainville,martainville,48.944719836066,-0.34747114754098
4808,14,14405,14700,Martigny-sur-l'Ante,martigny sur l ante,48.889182521008,-0.28703697478992
4809,14,14406,14480,Moulins en Bessin,moulins en bessin,49.2727745,-0.5339239
4810,14,14406,14740,Moulins en Bessin,moulins en bessin,49.2323403,-0.5112761
4811,14,14407,14920,Mathieu,mathieu,49.257735263158,-0.36738929824561
4812,14,14408,14320,May-sur-Orne,may sur orne,49.093384857143,-0.38358457142857
4813,14,14409,14810,Merville-Franceville-Plage,merville franceville plage,49.271127647059,-0.19883919117647
4814,14,14410,14370,Méry-Bissières-en-Auge,mery bissieres en auge,49.133611538462,-0.07564709401709
4815,14,14411,14220,Meslay,meslay,48.953336557377,-0.39111163934426
4816,14,14412,14260,Le Mesnil-au-Grain,le mesnil au grain,49.043095824176,-0.61439835164835
4817,14,14419,14100,Le Mesnil-Eudes,le mesnil eudes,49.095199146341,0.18046646341463
4818,14,14421,14100,Le Mesnil-Guillaume,le mesnil guillaume,49.104292,0.2843378
4819,14,14424,14380,Le Mesnil-Robert,le mesnil robert,48.880430632911,-0.97293481012658
4820,14,14425,14140,Le Mesnil-Simon,le mesnil simon,49.086538258427,0.10333747191011
4821,14,14426,14130,Le Mesnil-sur-Blangy,le mesnil sur blangy,49.255540645161,0.25640720430108
4822,14,14427,14690,Le Mesnil-Villement,le mesnil villement,48.85658881579,-0.37716513157895
4823,14,14430,14960,Meuvaines,meuvaines,49.324760789474,-0.57405526315789
4824,14,14435,14100,Les Monceaux,les monceaux,49.10868630137,0.13047835616438
4825,14,14436,14400,Monceaux-en-Bessin,monceaux en bessin,49.250064393939,-0.69253257575758
4826,14,14437,14120,Mondeville,mondeville,49.176073636364,-0.31619954545455
4827,14,14438,14210,Mondrainville,mondrainville,49.139303606557,-0.51111442622951
4828,14,14439,14230,Monfréville,monfreville,49.31521442029,-1.0369523188406
4829,14,14445,14490,Montfiquet,montfiquet,49.184938613139,-0.89379240875912
4830,14,14448,14340,Montreuil-en-Auge,montreuil en auge,49.170638983051,0.06459703389831
4831,14,14449,14310,Monts-en-Bessin,monts en bessin,49.12362902439,-0.61398268292683
4832,14,14452,14620,Morteaux-Coulibœuf,morteaux couliboeuf,48.919680074627,-0.0903978358209
4833,14,14453,14400,Mosles,mosles,49.307173731343,-0.8235047761194
4834,14,14454,14790,Mouen,mouen,49.145018636364,-0.49023840909091
4835,14,14455,14220,Moulines,moulines,48.992713039216,-0.34216558823529
4836,14,14456,14370,Moult-Chicheboville,moult chicheboville,49.109685028902,-0.18348410404624
4837,14,14457,14620,Les Moutiers-en-Auge,les moutiers en auge,48.899987936508,0.01790523809524
4838,14,14458,14220,Les Moutiers-en-Cinglais,les moutiers en cinglais,49.02376244186,-0.43954988372093
4839,14,14460,14590,Moyaux,moyaux,49.195754672897,0.35904056074766
4840,14,14461,14220,Mutrécy,mutrecy,49.063852235294,-0.42425305882353
4841,14,14465,14400,Nonant,nonant,49.237925504587,-0.64309431192661
4842,14,14466,14100,Norolles,norolles,49.200562195122,0.23348682926829
4843,14,14467,14700,Noron-l'Abbaye,noron l abbaye,48.893494782609,-0.24600747826087
4844,14,14468,14490,Noron-la-Poterie,noron la poterie,49.223297263158,-0.77453
