id,department_code,insee_code,zip_code,-ARDENNES,slug,gps_lat,gps_lng
2466,8,8058,8090,Belval,belval,49.777651610169,4.6358333050847
2467,8,8059,8240,Belval-Bois-des-Dames,belval bois des dames,49.491480711462,5.0511085770751
2468,8,8060,8300,Bergnicourt,bergnicourt,49.417046179775,4.2441839325843
2469,8,8061,8240,La Berlière,la berliere,49.526550808824,4.94164375
2470,8,8062,8300,Bertoncourt,bertoncourt,49.535437176471,4.4031064705882
2471,8,8063,8450,La Besace,la besace,49.552394552846,4.9665933333333
2472,8,8064,8300,Biermes,biermes,49.478724421053,4.38443
2473,8,8065,8370,Bièvres,bievres,49.555710140845,5.2745990140845
2474,8,8066,8310,Bignicourt,bignicourt,49.390540862069,4.4246425862069
2475,8,8067,8110,Blagny,blagny,49.624783539823,5.1992478761062
2476,8,8069,8290,Blanchefosse-et-Bay,blanchefosse et bay,49.765176781609,4.2510812068965
2477,8,8070,8190,Blanzy-la-Salonnaise,blanzy la salonnaise,49.491418907563,4.1852971428571
2478,8,8071,8260,Blombay,blombay,49.823263757225,4.450848150289
2479,8,8073,8290,Bossus-lès-Rumigny,bossus les rumigny,49.83826625,4.2519221590909
2480,8,8074,8250,Bouconville,bouconville,49.252843026316,4.7726282894737
2481,8,8075,8240,Boult-aux-Bois,boult aux bois,49.42187056338,4.8397670422535
2482,8,8076,8410,Boulzicourt,boulzicourt,49.691216781609,4.6926327586207
2483,8,8077,8400,Bourcq,bourcq,49.382593333333,4.6172694623656
2484,8,8078,8230,Bourg-Fidèle,bourg fidele,49.8949709375,4.5527392708333
2485,8,8079,8160,Boutancourt,boutancourt,49.681319677419,4.7692903225806
2486,8,8080,8430,Bouvellemont,bouvellemont,49.583229156627,4.6625344578313
2487,8,8081,8120,Bogny-sur-Meuse,bogny sur meuse,49.846349464286,4.7470092857143
2488,8,8082,8400,Brécy-Brières,brecy brieres,49.334488088235,4.7587072058824
2489,8,8083,8140,Brévilly,brevilly,49.659604387755,5.0813310204082
2490,8,8084,8190,Brienne-sur-Aisne,brienne sur aisne,49.430581875,4.059166375
2491,8,8085,8240,Brieulles-sur-Bar,brieulles sur bar,49.483886050955,4.8662874522293
2492,8,8086,8240,Briquenay,briquenay,49.406342857143,4.8803778306878
2493,8,8087,8380,Brognon,brognon,49.92769975,4.27542175
2494,8,8088,8450,Bulson,bulson,49.628872692308,4.9168647435897
2495,8,8089,8240,Buzancy,buzancy,49.417831368421,4.9744857894737
2496,8,8090,8110,Carignan,carignan,49.637853631285,5.1714675418994
2497,8,8092,8310,Cauroy,cauroy,49.3551094,4.4591066
2498,8,8094,8260,Cernion,cernion,49.797907401575,4.4242018897638
2499,8,8095,8430,Chagny,chagny,49.569241395349,4.7006751937984
2500,8,8096,8160,Chalandry-Elaire,chalandry elaire,49.710187402597,4.7586327272727
2501,8,8097,8400,Challerange,challerange,49.309132182741,4.7488010659899
2502,8,8098,8250,Champigneulle,champigneulle,49.353146504854,4.9300049514563
2503,8,8099,8430,Champigneul-sur-Vence,champigneul sur vence,49.705014680851,4.6676367021277
2504,8,8100,8260,Champlin,champlin,49.833650144928,4.3270742028986
2505,8,8101,8200,La Chapelle,la chapelle,49.755304965517,5.0231127586207
2506,8,8102,8220,Chappes,chappes,49.609587410714,4.2816911607143
2507,8,8103,8130,Charbogne,charbogne,49.507597818182,4.59075
2508,8,8104,8400,Chardeny,chardeny,49.420019764706,4.595614
2509,8,8105,8000,Charleville-Mézières,charleville mezieres,49.775825972222,4.720758125
2510,8,8106,8600,Charnois,charnois,50.1033095,4.83114325
2511,8,8107,8360,Château-Porcien,chateau porcien,49.524493809524,4.2441004761905
2512,8,8109,8250,Chatel-Chéhéry,chatel chehery,49.277399324324,4.9552404504505
2513,8,8110,8150,Le Châtelet-sur-Sormonne,le chatelet sur sormonne,49.83364955,4.5201453
2514,8,8111,8300,Le Châtelet-sur-Retourne,le chatelet sur retourne,49.4149016,4.2757508
2515,8,8113,8220,Chaumont-Porcien,chaumont porcien,49.655257777778,4.2340482986111
2516,8,8115,8350,Chémery-Chéhéry,chemery chehery,49.643586,4.875106
2517,8,8115,8450,Chémery-Chéhéry,chemery chehery,49.643586,4.875106
2518,8,8116,8390,Bairon et ses environs,bairon et ses environs,49.5559582,4.7944142
2519,8,8116,8400,Bairon et ses environs,bairon et ses environs,49.530979,4.766465
2520,8,8117,8270,Chesnois-Auboncourt,chesnois auboncourt,49.55869712963,4.5638893518519
2521,8,8119,8350,Cheveuges,cheveuges,49.661252702703,4.8875502702703
2522,8,8120,8250,Chevières,chevieres,49.321400617284,4.8952238271605
2523,8,8121,8260,Chilly,chilly,49.841074589041,4.4693163013699
2524,8,8122,8600,Chooz,chooz,50.087976029412,4.8032381617647
2525,8,8123,8130,Chuffilly-Roche,chuffilly roche,49.451319,4.621071
2526,8,8124,8460,Clavy-Warby,clavy warby,49.745436470588,4.5491844705882
2527,8,8125,8090,Cliron,cliron,49.810281015228,4.6147034517767
2528,8,8126,8360,Condé-lès-Herpy,conde les herpy,49.541561956522,4.1945416304348
2529,8,8128,8250,Condé-lès-Autry,conde les autry,49.244495027933,4.8522631284916
2530,8,8130,8400,Contreuve,contreuve,49.361508454545,4.6191594545454
2531,8,8131,8250,Cornay,cornay,49.296401052632,4.9291120300752
2532,8,8132,8270,Corny-Machéroménil,corny macheromenil,49.580189099099,4.4511592792793
2533,8,8133,8300,Coucy,coucy,49.508843615385,4.4607213076923
2534,8,8134,8130,Coulommes-et-Marqueny,coulommes et marqueny,49.43057556701,4.5794843298969
2535,8,8135,8400,La Croix-aux-Bois,la croix aux bois,49.405193076923,4.7808287179487
2536,8,8136,8140,Daigny,daigny,49.704084878049,5.0026753658537
2537,8,8137,8090,Damouzy,damouzy,49.809263081081,4.6831518918919
2538,8,8138,8110,Les Deux-Villes,les deux villes,49.654022857143,5.2332323214286
2539,8,8139,8800,Deville,deville,49.879367857143,4.6917857142857
2540,8,8140,8160,Dom-le-Mesnil,dom le mesnil,49.686607977528,4.8145804494382
2541,8,8141,8460,Dommery,dommery,49.6801946875,4.4841065625
2542,8,8142,8350,Donchery,donchery,49.731478210526,4.8859486315789
2543,8,8143,8220,Doumely-Bégny,doumely begny,49.633354925373,4.3042768656716
2544,8,8144,8300,Doux,doux,49.514655818182,4.4292081818182
2545,8,8145,8140,Douzy,douzy,49.662878357488,5.0433449275362
2546,8,8146,8220,Draize,draize,49.65319625,4.33176875
2547,8,8147,8310,Dricourt,dricourt,49.392397924528,4.5149124528302
2548,8,8148,8300,L'Écaille,l ecaille,49.415510217391,4.2141306521739
2549,8,8149,8150,L'Échelle,l echelle,49.800262881356,4.4851989830509
2550,8,8150,8300,Écly,ecly,49.552655,4.2956643518519
2551,8,8151,8130,Écordal,ecordal,49.537070466667,4.5862042666667
2552,8,8152,8160,Élan,elan,49.654675652174,4.7540111594203
2553,8,8153,8110,Escombres-et-le-Chesnois,escombres et le chesnois,49.698072037037,5.1288326851852
2554,8,8154,8260,Estrebay,estrebay,49.824773305785,4.3484318181818
2555,8,8155,8260,Étalle,etalle,49.851291590909,4.4507677272727
2556,8,8156,8260,Éteignières,eteignieres,49.897707615385,4.4046754615385
2557,8,8158,8160,Étrépigny,etrepigny,49.687530526316,4.749792631579
2558,8,8159,8210,Euilly-et-Lombut,euilly et lombut,49.631878434783,5.1169871304348
2559,8,8160,8090,Évigny,evigny,49.727715555556,4.675489047619
2560,8,8161,8250,Exermont,exermont,49.295793222222,5.0200706111111
2561,8,8162,8090,Fagnon,fagnon,49.73220484375,4.618295390625
2562,8,8163,8270,Faissault,faissault,49.611458135593,4.5073572881356
2563,8,8164,8400,Falaise,falaise,49.382972122905,4.7341731843575
2564,8,8165,8270,Faux,faux,49.536253392857,4.50401625
2565,8,8166,8170,Fépin,fepin,50.023735857143,4.7054164285714
2566,8,8167,8290,La Férée,la feree,49.75934979021,4.3088872027972
2567,8,8168,8370,La Ferté-sur-Chiers,la ferte sur chiers,49.573127142857,5.2375892436975
2568,8,8169,8260,Flaignes-Havys,flaignes havys,49.822659189189,4.3993754054054
2569,8,8170,8200,Fleigneux,fleigneux,49.774825465838,4.9646270186335
2570,8,8171,8250,Fléville,fleville,49.30658013986,4.9821955944056
2571,8,8172,8380,Fligny,fligny,49.8900412,4.2693946666667
2572,8,8173,8160,Flize,flize,49.693689756098,4.7727663414634
2573,8,8174,8200,Floing,floing,49.724546865672,4.9382862686567
2574,8,8175,8600,Foisches,foisches,50.131099210526,4.7801818421053
2575,8,8176,8240,Fossé,fosse,49.446075480769,5.0045560576923
2576,8,8178,8220,Fraillicourt,fraillicourt,49.667208230088,4.1687683185841
2577,8,8179,8140,Francheval,francheval,49.721926391753,5.0806125257732
2578,8,8180,8000,La Francheville,la francheville,49.725208965517,4.7082551724138
2579,8,8182,8290,Le Fréty,le frety,49.732399689922,4.2557867441861
2580,8,8183,8600,Fromelennes,fromelennes,50.115436482759,4.8638930344828
2581,8,8184,8370,Fromy,fromy,49.602894666667,5.2560272222222
