id,department_code,insee_code,zip_code,-CHARENTE,slug,gps_lat,gps_lng
5305,16,16001,16500,Abzac,abzac,46.099102389937,0.72096628930818
5306,16,16002,16700,Les Adjots,les adjots,46.075994056604,0.20208141509434
5307,16,16003,16110,Agris,agris,45.77787326087,0.33298514492754
5308,16,16005,16140,Aigre,aigre,45.891541956522,0.00222
5309,16,16007,16490,Alloue,alloue,46.028787509728,0.51612926070039
5310,16,16008,16140,Ambérac,amberac,45.857368538462,0.05815823076923
5311,16,16009,16490,Ambernac,ambernac,45.971255732759,0.54720810344828
5312,16,16010,16300,Ambleville,ambleville,45.558192337662,-0.22440727272727
5313,16,16011,16560,Anais,anais,45.767354563107,0.20509058252427
5314,16,16012,16130,Angeac-Champagne,angeac champagne,45.608521987578,-0.29418322981366
5315,16,16013,16120,Angeac-Charente,angeac charente,45.622339217391,-0.08084113043478
5316,16,16014,16300,Angeduc,angeduc,45.477482,-0.0608848
5317,16,16015,16000,Angoulême,angouleme,45.647788712871,0.15122232673267
5318,16,16016,16500,Ansac-sur-Vienne,ansac sur vienne,46.002300769231,0.62459802197802
5319,16,16017,16170,Anville,anville,45.827430322581,-0.11509935483871
5320,16,16018,16130,Ars,ars,45.631008175182,-0.3980103649635
5321,16,16019,16290,Asnières-sur-Nouère,asnieres sur nouere,45.704983103448,0.04165977011494
5322,16,16020,16390,Aubeterre-sur-Dronne,aubeterre sur dronne,45.262680615385,0.16934984615385
5323,16,16023,16460,Aunac-sur-Charente,aunac sur charente,45.91905425,0.2459283
5324,16,16024,16560,Aussac-Vadalle,aussac vadalle,45.823643193277,0.21273285714286
5325,16,16025,16360,Baignes-Sainte-Radegonde,baignes sainte radegonde,45.376200442478,-0.25243088495575
5326,16,16026,16430,Balzac,balzac,45.713813813559,0.13911322033898
5327,16,16027,16140,Barbezières,barbezieres,45.909880684931,-0.08628561643836
5328,16,16028,16300,Barbezieux-Saint-Hilaire,barbezieux saint hilaire,45.482508669065,-0.15962762589928
5329,16,16029,16210,Bardenac,bardenac,45.302300325203,-0.01466967479675
5330,16,16030,16300,Barret,barret,45.48239509009,-0.2080854954955
5331,16,16031,16700,Barro,barro,46.005547731959,0.24069412371134
5332,16,16032,16120,Bassac,bassac,45.664325959596,-0.09544747474747
5333,16,16034,16210,Bazac,bazac,45.223303853211,0.0364923853211
5334,16,16035,16450,Beaulieu-sur-Sonnette,beaulieu sur sonnette,45.926060075188,0.37002
5335,16,16036,16250,Bécheresse,becheresse,45.501561649485,0.08064319587629
5336,16,16037,16210,Bellon,bellon,45.314291466667,0.11199566666667
5337,16,16038,16350,Benest,benest,46.039910225564,0.45982240601504
5338,16,16039,16700,Bernac,bernac,46.051795057471,0.17325781609195
5339,16,16040,16480,Berneuil,berneuil,45.392457235294,-0.06939529411765
5340,16,16041,16250,Bessac,bessac,45.432235254237,-0.011825
5341,16,16042,16140,Bessé,besse,45.958407758621,0.08238913793103
5342,16,16044,16700,Bioussac,bioussac,46.032776413793,0.27146751724138
5343,16,16045,16120,Birac,birac,45.566178735632,-0.05062517241379
5344,16,16046,16250,Côteaux du Blanzacais,coteaux du blanzacais,45.457287700348,0.02196522648084
5345,16,16047,16320,Blanzaguet-Saint-Cybard,blanzaguet saint cybard,45.473949912281,0.31222166666667
5346,16,16048,16480,Boisbreteau,boisbreteau,45.333393429952,-0.16151260869565
5347,16,16049,16390,Bonnes,bonnes,45.233078726115,0.14333777070064
5348,16,16050,16120,Bonneuil,bonneuil,45.575807833333,-0.14075525
5349,16,16051,16170,Bonneville,bonneville,45.840982888889,-0.04735788888889
5350,16,16052,16190,Bors (Canton de Tude-et-Lavalette),bors canton de tude et lavalette,45.340451318681,0.14881543956044
5351,16,16053,16360,Bors (Canton de Charente-Sud),bors canton de charente sud,45.319401654135,-0.1939245112782
5352,16,16054,16350,Le Bouchage,le bouchage,46.049520752688,0.37175806451613
5353,16,16055,16410,Bouëx,bouex,45.620491009174,0.32236834862385
5354,16,16056,16200,Bourg-Charente,bourg charente,45.670145232558,-0.22611872093023
5355,16,16057,16120,Bouteville,bouteville,45.608144590164,-0.12703926229508
5356,16,16058,16100,Boutiers-Saint-Trojan,boutiers saint trojan,45.708843960396,-0.2940195049505
5357,16,16059,16240,Brettes,brettes,45.998289747899,0.02244512605042
5358,16,16060,16370,Bréville,breville,45.789457333333,-0.27345118518519
5359,16,16061,16590,Brie,brie,45.735716767677,0.26305747474747
5360,16,16062,16300,Brie-sous-Barbezieux,brie sous barbezieux,45.423109756098,-0.04708008130081
5361,16,16063,16210,Brie-sous-Chalais,brie sous chalais,45.319056899225,0.00933736434109
5362,16,16064,16420,Brigueuil,brigueuil,45.950952029851,0.87716256716418
5363,16,16065,16500,Brillac,brillac,46.0699064,0.77958773333333
5364,16,16066,16480,Brossac,brossac,45.321057911392,-0.05472310126582
5365,16,16067,16110,Bunzac,bunzac,45.698914519231,0.34865711538462
5366,16,16068,16260,Cellefrouin,cellefrouin,45.889505939086,0.38106350253807
5367,16,16069,16230,Cellettes,cellettes,45.8718190625,0.13886625
5368,16,16070,16150,Chabanais,chabanais,45.863163963415,0.7108793902439
5369,16,16071,16150,Chabrac,chabrac,45.929642139738,0.7475080349345
5370,16,16072,16250,Chadurie,chadurie,45.496449561404,0.14023245614035
5371,16,16073,16210,Chalais,chalais,45.27367434555,0.03714109947644
5372,16,16074,16300,Challignac,challignac,45.4252106875,-0.085419375
5373,16,16075,16250,Champagne-Vigny,champagne vigny,45.508460340909,0.04069715909091
5374,16,16076,16350,Champagne-Mouton,champagne mouton,45.994503846154,0.41317220512821
5375,16,16077,16290,Champmillon,champmillon,45.650248351648,0.0060632967033
5376,16,16078,16430,Champniers,champniers,45.715744835681,0.1912603286385
5377,16,16079,16360,Chantillac,chantillac,45.325168992806,-0.26265834532374
5378,16,16081,16140,La Chapelle,la chapelle,45.828101061947,0.05075115044248
5379,16,16082,16320,Boisné-La Tude,boisne la tude,45.468857881356,0.19182529661017
5380,16,16083,16140,Charmé,charme,45.950237822581,0.12580709677419
5381,16,16084,16380,Charras,charras,45.547155968992,0.4264903875969
5382,16,16085,16260,Chasseneuil-sur-Bonnieure,chasseneuil sur bonnieure,45.827516046512,0.43853279069767
