,,,,-HAUTE-GARONNE,,,
11878,31,31365,31310,Montbrun-Bocage,montbrun bocage,43.121486698113,1.250270990566
11879,31,31366,31450,Montbrun-Lauragais,montbrun lauragais,43.456455789474,1.5235574736842
11880,31,31367,31220,Montclar-de-Comminges,montclar de comminges,43.170473120567,1.0372858865248
11881,31,31368,31290,Montclar-Lauragais,montclar lauragais,43.362238979592,1.7121248979592
11882,31,31369,31510,Mont-de-Galié,mont de galie,42.994266486487,0.64589567567568
11883,31,31370,31430,Montégut-Bourjac,montegut bourjac,43.280011100917,0.98579155963303
11884,31,31371,31540,Montégut-Lauragais,montegut lauragais,43.477816781609,1.9366990804598
11885,31,31372,31260,Montespan,montespan,43.0847012,0.86293753333333
11886,31,31373,31230,Montesquieu-Guittaut,montesquieu guittaut,43.338200721649,0.77031412371134
11887,31,31374,31450,Montesquieu-Lauragais,montesquieu lauragais,43.409323308271,1.6283689473684
11888,31,31375,31310,Montesquieu-Volvestre,montesquieu volvestre,43.186587014134,1.2077409363958
11889,31,31376,31260,Montgaillard-de-Salies,montgaillard de salies,43.058461836735,0.92898653061225
11890,31,31377,31290,Montgaillard-Lauragais,montgaillard lauragais,43.428277777778,1.7087515740741
11891,31,31378,31350,Montgaillard-sur-Save,montgaillard sur save,43.253823058824,0.71855788235294
11892,31,31379,31410,Montgazin,montgazin,43.306163529412,1.2986108403361
11893,31,31380,31560,Montgeard,montgeard,43.345269823009,1.6443746902655
11894,31,31381,31450,Montgiscard,montgiscard,43.455494224599,1.5703840106952
11895,31,31382,31370,Montgras,montgras,43.451136103896,1.0623644155844
11896,31,31383,31380,Montjoire,montjoire,43.779610886076,1.5292238607595
11897,31,31384,31450,Montlaur,montlaur,43.47887927835,1.5751518556701
11898,31,31385,31350,Montmaurin,montmaurin,43.225313255814,0.63886333333333
11899,31,31386,31420,Montoulieu-Saint-Bernard,montoulieu saint bernard,43.232581743119,0.91228403669725
11900,31,31387,31430,Montoussin,montoussin,43.278927209302,1.0122884883721
11901,31,31388,31380,Montpitol,montpitol,43.705964054054,1.6419216216216
11902,31,31389,31850,Montrabé,montrabe,43.642457534247,1.5300568493151
11903,31,31390,31210,Montréjeau,montrejeau,43.090820120482,0.55713734939759
11904,31,31391,31260,Montsaunès,montsaunes,43.107660285714,0.93680357142857
11905,31,31392,31460,Mourvilles-Basses,mourvilles basses,43.4892285,1.697182
11906,31,31393,31540,Mourvilles-Hautes,mourvilles hautes,43.424960892857,1.8199492857143
11907,31,31394,31110,Moustajon,moustajon,42.814200344828,0.5916975862069
11908,31,31395,31600,Muret,muret,43.446895052632,1.3091450877193
11909,31,31396,31560,Nailloux,nailloux,43.367577251908,1.6134381679389
11910,31,31397,31350,Nénigan,nenigan,43.351543454545,0.71120181818182
11911,31,31398,31350,Nizan-Gesse,nizan gesse,43.231450491803,0.59600516393443
11912,31,31399,31410,Noé,noe,43.36172173913,1.2724026956522
11913,31,31400,31540,Nogaret,nogaret,43.491118225806,1.9369333870968
11914,31,31401,31450,Noueilles,noueilles,43.416233333333,1.5276414285714
11915,31,31402,31450,Odars,odars,43.52384775,1.592456125
11916,31,31403,31330,Ondes,ondes,43.786609178082,1.305241369863
11917,31,31404,31110,Oô,oo,42.742033216783,0.49453832167832
11918,31,31405,31510,Ore,ore,42.974863170732,0.64565268292683
11919,31,31406,31220,Palaminy,palaminy,43.188167923077,1.0619309230769
11920,31,31407,31380,Paulhac,paulhac,43.757133605442,1.5545851020408
11921,31,31408,31510,Payssous,payssous,43.036520789474,0.71738868421053
11922,31,31409,31320,Péchabou,pechabou,43.500289714286,1.5096398571429
11923,31,31410,31140,Pechbonnieu,pechbonnieu,43.710121181818,1.460774
11924,31,31411,31320,Pechbusque,pechbusque,43.526510810811,1.4551094594595
11925,31,31412,31350,Péguilhan,peguilhan,43.322999830508,0.70600350282486
11926,31,31413,31480,Pelleport,pelleport,43.741341714286,1.1201868571429
11927,31,31414,31420,Peyrissas,peyrissas,43.288253714286,0.91158876190476
11928,31,31415,31420,Peyrouzet,peyrouzet,43.2091335,0.83408125
11929,31,31416,31390,Peyssies,peyssies,43.326439152542,1.1733963559322
11930,31,31417,31820,Pibrac,pibrac,43.620576615385,1.2723936410256
11931,31,31418,31130,Pin-Balma,pin balma,43.62134835443,1.5355505063291
11932,31,31419,31370,Le Pin-Murelet,le pin murelet,43.398387310924,1.0162098319328
11933,31,31420,31120,Pinsaguel,pinsaguel,43.504185074627,1.3986270149254
11934,31,31421,31860,Pins-Justaret,pins justaret,43.482034857143,1.394059
11935,31,31422,31220,Plagne,plagne,43.161653829787,1.0601034042553
11936,31,31423,31370,Plagnole,plagnole,43.41207923913,1.0682611956522
11937,31,31424,31830,Plaisance-du-Touch,plaisance du touch,43.567869435028,1.2803151977401
11938,31,31425,31220,Le Plan,le plan,43.16632315,1.1236162
11939,31,31426,31210,Pointis-de-Rivière,pointis de riviere,43.09337453125,0.62314359375
11940,31,31427,31800,Pointis-Inard,pointis inard,43.082998467153,0.79798240875912
11941,31,31428,31430,Polastron,polastron,43.318426904762,0.94967821428571
11942,31,31429,31450,Pompertuzat,pompertuzat,43.493011204819,1.5170946987952
11943,31,31430,31210,Ponlat-Taillebourg,ponlat taillebourg,43.11236015873,0.59480047619048
11944,31,31431,31160,Portet-d'Aspet,portet d aspet,42.940984056604,0.85314198113208
11945,31,31432,31110,Portet-de-Luchon,portet de luchon,42.811152909091,0.47318581818182
11946,31,31433,31120,Portet-sur-Garonne,portet sur garonne,43.526159055118,1.4042358267716
11947,31,31434,31110,Poubeau,poubeau,42.827215762712,0.4905713559322
11948,31,31435,31370,Poucharramet,poucharramet,43.419086346154,1.1646871794872
11949,31,31436,31430,Pouy-de-Touges,pouy de touges,43.337096942149,1.0493871900826
11950,31,31437,31450,Pouze,pouze,43.433349833333,1.5349805
11951,31,31439,31570,Préserville,preserville,43.519653636364,1.633163553719
11952,31,31440,31360,Proupiary,proupiary,43.157551392405,0.86923405063291
11953,31,31441,31460,Prunet,prunet,43.573543835616,1.7295006849315
11954,31,31442,31190,Puydaniel,puydaniel,43.329867722772,1.420624950495
11955,31,31443,31230,Puymaurin,puymaurin,43.372395139665,0.74684312849162
11956,31,31444,31480,Puysségur,puyssegur,43.75260886076,1.068857721519
11957,31,31445,31130,Quint-Fonsegrives,quint fonsegrives,43.581927115385,1.5431217307692
11958,31,31446,31520,Ramonville-Saint-Agne,ramonville saint agne,43.543991489362,1.4821564893617
11959,31,31447,31160,Razecueillé,razecueille,42.965208,0.80686555555556
11960,31,31448,31320,Rebigue,rebigue,43.488256794872,1.4766108974359
11961,31,31449,31800,Régades,regades,43.0536145,0.72382833333333
11962,31,31450,31290,Renneville,renneville,43.37785987013,1.7222433766234
11963,31,31451,31250,Revel,revel,43.464243820598,1.9962522923588
11964,31,31452,31800,Rieucazé,rieucaze,43.07635952381,0.75301666666667
11965,31,31453,31290,Rieumajou,rieumajou,43.412384166667,1.8024508333333
11966,31,31454,31370,Rieumes,rieumes,43.412381912351,1.1147033864542
11967,31,31455,31310,Rieux-Volvestre,rieux volvestre,43.255689345794,1.2089528971963
11968,31,31456,31230,Riolas,riolas,43.351322,0.919555
11969,31,31457,31360,Roquefort-sur-Garonne,roquefort sur garonne,43.1608575,0.9836537037037
11970,31,31458,31120,Roques,roques,43.510680862069,1.3564425862069
11971,31,31459,31380,Roquesérière,roqueseriere,43.733409112903,1.6346138709677
11972,31,31460,31120,Roquettes,roquettes,43.493592580645,1.37652
11973,31,31461,31160,Rouède,rouede,43.059027297297,0.88150585585586
11974,31,31462,31180,Rouffiac-Tolosan,rouffiac tolosan,43.665935769231,1.5270257692308
11975,31,31463,31540,Roumens,roumens,43.465357681159,1.9388111594203
11976,31,31464,31370,Sabonnères,sabonneres,43.467764455446,1.0572618811881
11977,31,31465,31110,Saccourvielle,saccourvielle,42.817529761905,0.56837523809524
11978,31,31466,31470,Saiguède,saiguede,43.523798035714,1.1463592857143
11979,31,31467,31140,Saint-Alban,saint alban,43.693616037736,1.4124233962264
11980,31,31468,31420,Saint-André,saint andre,43.275758278689,0.8492856557377
11981,31,31469,31430,Saint-Araille,saint araille,43.35246027027,1.0021368918919
11982,31,31470,31110,Saint-Aventin,saint aventin,42.761478550725,0.57925434782609
11983,31,31471,31440,Saint-Béat,saint beat,42.90514890411,0.68511794520548
11984,31,31472,31510,Saint-Bertrand-de-Comminges,saint bertrand de comminges,43.02262266129,0.55770572580645
11985,31,31473,31330,Saint-Cézert,saint cezert,43.784393669725,1.1907635779817
11986,31,31474,31310,Saint-Christaud,saint christaud,43.192292204301,1.1293527956989
11987,31,31475,31600,Saint-Clar-de-Rivière,saint clar de riviere,43.477832296296,1.2097424444444
11988,31,31476,31430,Saint-Élix-le-Château,saint elix le chateau,43.283224705882,1.1330918627451
11989,31,31477,31420,Saint-Élix-Séglan,saint elix seglan,43.193399827586,0.85022793103448
11990,31,31478,31540,Saint-Félix-Lauragais,saint felix lauragais,43.452118418367,1.8994875510204
11991,31,31479,31350,Saint-Ferréol-de-Comminges,saint ferreol de comminges,43.339783837209,0.73400906976744
11992,31,31480,31570,Sainte-Foy-d'Aigrefeuille,sainte foy d aigrefeuille,43.549952653061,1.5987295918367
11993,31,31481,31470,Sainte-Foy-de-Peyrolières,sainte foy de peyrolieres,43.477461414141,1.1404755892256
11994,31,31482,31230,Saint-Frajou,saint frajou,43.331568425197,0.85114338582677
11995,31,31483,31800,Saint-Gaudens,saint gaudens,43.125456931818,0.72978210227273
11996,31,31484,31180,Saint-Geniès-Bellevue,saint genies bellevue,43.683355918367,1.4828508163265
11997,31,31485,31290,Saint-Germier,saint germier,43.467497662338,1.7255255844156
11998,31,31486,31410,Saint-Hilaire,saint hilaire,43.420904477612,1.2742446268657
11999,31,31487,31800,Saint-Ignan,saint ignan,43.156531176471,0.69019623529412
12000,31,31488,31240,Saint-Jean,saint jean,43.6650428,1.4970297333333
12001,31,31489,31380,Saint-Jean-Lherm,saint jean lherm,43.695352025316,1.6199943037975
12002,31,31490,31790,Saint-Jory,saint jory,43.736897070707,1.3609193939394
12003,31,31491,31540,Saint-Julia,saint julia,43.4968519,1.8924583
12004,31,31492,31220,Saint-Julien-sur-Garonne,saint julien sur garonne,43.247433157895,1.1440661842105
12005,31,31493,31350,Saint-Lary-Boujean,saint lary boujean,43.222283369565,0.74322239130435
12006,31,31494,31230,Saint-Laurent,saint laurent,43.324879680851,0.79991159574468
12007,31,31495,31560,Saint-Léon,saint leon,43.396595073529,1.5648527941176
12008,31,31496,31530,Sainte-Livrade,sainte livrade,43.6476891,1.1186303
12009,31,31497,31140,Saint-Loup-Cammas,saint loup cammas,43.696767666667,1.4763354444444
12010,31,31498,31350,Saint-Loup-en-Comminges,saint loup en comminges,43.240711604938,0.57753
12011,31,31499,31470,Saint-Lys,saint lys,43.511247744361,1.2036733834586
12012,31,31500,31110,Saint-Mamet,saint mamet,42.771655066667,0.62746933333333
12013,31,31501,31590,Saint-Marcel-Paulel,saint marcel paulel,43.656744807692,1.6154108653846
12014,31,31502,31800,Saint-Marcet,saint marcet,43.194379166667,0.74345986111111
12015,31,31503,31360,Saint-Martory,saint martory,43.145343406593,0.93478615384615
12016,31,31504,31360,Saint-Médard,saint medard,43.128306231884,0.82842855072464
12017,31,31505,31220,Saint-Michel,saint michel,43.160567297297,1.0836632432432
12018,31,31506,31650,Saint-Orens-de-Gameville,saint orens de gameville,43.557550092593,1.5405850925926
12019,31,31507,31530,Saint-Paul-sur-Save,saint paul sur save,43.697341574074,1.2220611111111
12020,31,31508,31110,Saint-Paul-d'Oueil,saint paul d oueil,42.841787763158,0.55609223684211
12021,31,31509,31510,Saint-Pé-d'Ardet,saint pe d ardet,42.984665294118,0.68028470588235
12022,31,31510,31350,Saint-Pé-Delbosc,saint pe delbosc,43.267108196721,0.69812950819672
12023,31,31511,31590,Saint-Pierre,saint pierre,43.634503125,1.6453097916667
12024,31,31512,31570,Saint-Pierre-de-Lages,saint pierre de lages,43.567439882353,1.6283757647059
12025,31,31513,31580,Saint-Plancard,saint plancard,43.168220612245,0.56751785714286
12026,31,31514,31290,Saint-Rome,saint rome,43.413553409091,1.6725902272727
12027,31,31515,31620,Saint-Rustice,saint rustice,43.804278958333,1.3294475
12028,31,31516,31790,Saint-Sauveur,saint sauveur,43.751408373984,1.3996049593496
12029,31,31517,31410,Saint-Sulpice-sur-Lèze,saint sulpice sur leze,43.325457744361,1.3401964661654
12030,31,31518,31470,Saint-Thomas,saint thomas,43.5137449,1.0800402
12031,31,31519,31290,Saint-Vincent,saint vincent,43.439285641026,1.7592757692308
12032,31,31520,31370,Sajas,sajas,43.3739359375,1.027938125
12033,31,31521,31260,Saleich,saleich,43.025980092593,0.96425
12034,31,31522,31230,Salerm,salerm,43.306317462687,0.8258847761194
12035,31,31523,31260,Salies-du-Salat,salies du salat,43.1000202,0.9673091
12036,31,31524,31110,Salles-et-Pratviel,salles et pratviel,42.836046842105,0.60587605263158
12037,31,31525,31390,Salles-sur-Garonne,salles sur garonne,43.275997592593,1.1730574074074
12038,31,31526,31880,La Salvetat-Saint-Gilles,la salvetat saint gilles,43.575146296296,1.2668911111111
12039,31,31527,31460,La Salvetat-Lauragais,la salvetat lauragais,43.546954067797,1.7999828813559
12040,31,31528,31350,Saman,saman,43.242057926829,0.71914609756098
12041,31,31529,31420,Samouillan,samouillan,43.265463589744,0.94709692307692
12042,31,31530,31220,Sana,sana,43.226949649123,1.0119568421053
12043,31,31531,31350,Sarrecave,sarrecave,43.215690810811,0.59458756756757
12044,31,31532,31350,Sarremezan,sarremezan,43.213030666667,0.66332388888889
12045,31,31533,31600,Saubens,saubens,43.475807846154,1.3571269230769
12046,31,31534,31460,Saussens,saussens,43.590416363636,1.7256836363636
12047,31,31535,31510,Sauveterre-de-Comminges,sauveterre de comminges,43.032991447368,0.67370671052632
12048,31,31536,31800,Saux-et-Pomarède,saux et pomarede,43.149617134146,0.70912780487805
12049,31,31537,31800,Savarthès,savarthes,43.122675405405,0.80573027027027
12050,31,31538,31370,Savères,saveres,43.375381327434,1.1029179646018
12051,31,31539,31580,Sédeilhac,sedeilhac,43.146348695652,0.5427315942029
12052,31,31540,31460,Ségreville,segreville,43.494048727273,1.7463494545455
12053,31,31541,31840,Seilh,seilh,43.691304457831,1.3557140963855
12054,31,31542,31510,Seilhan,seilhan,43.051439589041,0.57774575342466
12055,31,31543,31430,Sénarens,senarens,43.353380111111,0.97305711111111
12056,31,31544,31160,Sengouagnet,sengouagnet,42.95819875,0.79204182291667
12057,31,31545,31360,Sepx,sepx,43.155630403226,0.84258588709677
12058,31,31546,31560,Seyre,seyre,43.363734285714,1.6627738095238
12059,31,31547,31600,Seysses,seysses,43.498428411215,1.2836775700935
12060,31,31548,31440,Signac,signac,42.90772804878,0.62219414634146
12061,31,31549,31110,Sode,sode,42.811163833333,0.64276683333333
12062,31,31550,31160,Soueich,soueich,43.05383373913,0.78345539130435
12063,31,31551,31570,Tarabel,tarabel,43.5111221875,1.6755723958333
12064,31,31552,31420,Terrebasse,terrebasse,43.238875123967,0.97377958677686
12065,31,31553,31530,Thil,thil,43.70821816,1.15559856
12066,31,31554,31260,Touille,touille,43.087241240876,0.98722802919708
12067,31,31555,31000,Toulouse,toulouse,43.6046256,1.444205
12068,31,31555,31100,Toulouse,toulouse,43.5618224,1.3951694
12069,31,31555,31200,Toulouse,toulouse,43.6381666,1.4338047
12070,31,31555,31300,Toulouse,toulouse,43.6051074,1.3903425
12071,31,31555,31400,Toulouse,toulouse,43.5611027,1.4531355
12072,31,31555,31500,Toulouse,toulouse,43.6040202,1.4773114
12073,31,31556,31210,Les Tourreilles,les tourreilles,43.106195882353,0.55533833333333
12074,31,31557,31170,Tournefeuille,tournefeuille,43.577825609756,1.3355698780488
12075,31,31558,31460,Toutens,toutens,43.474134347826,1.7471260869565
12076,31,31559,31110,Trébons-de-Luchon,trebons de luchon,42.803013913043,0.56636608695652
12077,31,31560,31290,Trébons-sur-la-Grasse,trebons sur la grasse,43.448861503759,1.7219206015038
12078,31,31561,31240,L'Union,l union,43.651022671756,1.4849349618321
12079,31,31562,31260,Urau,urau,43.009569,0.95135318181818
12080,31,31563,31340,Vacquiers,vacquiers,43.791748255034,1.4856138255034
12081,31,31564,31510,Valcabrère,valcabrere,43.031803396226,0.58271339622642
12082,31,31565,31800,Valentine,valentine,43.0892025,0.70382954545455
12083,31,31566,31290,Vallègue,vallegue,43.42681606383,1.7563778723404
12084,31,31567,31570,Vallesvilles,vallesvilles,43.594134954955,1.6507381981982
12085,31,31568,31450,Varennes,varennes,43.4760708,1.6934328
12086,31,31569,31250,Vaudreuille,vaudreuille,43.425444354839,1.9974290322581
12087,31,31570,31540,Vaux,vaux,43.46280300885,1.8277610619469
12088,31,31571,31460,Vendine,vendine,43.592320769231,1.7656967692308
12089,31,31572,31810,Venerque,venerque,43.431768913043,1.4742675362319
12090,31,31573,31590,Verfeil,verfeil,43.658493214286,1.6741592410714
12091,31,31574,31810,Vernet,vernet,43.429516132075,1.4165239622641
12092,31,31575,31320,Vieille-Toulouse,vieille toulouse,43.527196760563,1.4380602816901
12093,31,31576,31290,Vieillevigne,vieillevigne,43.409093898305,1.6581762711864
12094,31,31577,31480,Vignaux,vignaux,43.687642112676,1.0669849295775
12095,31,31578,31320,Vigoulet-Auzil,vigoulet auzil,43.507865084746,1.4487172881356
12096,31,31579,31380,Villariès,villaries,43.745317941176,1.4895816666667
12097,31,31580,31860,Villate,villate,43.469526551724,1.3830568965517
12098,31,31581,31620,Villaudric,villaudric,43.829215764706,1.4344350588235
12099,31,31582,31290,Villefranche-de-Lauragais,villefranche de lauragais,43.408125043478,1.7222539130435
12100,31,31583,31340,Villematier,villematier,43.826394742268,1.495195257732
12101,31,31584,31340,Villemur-sur-Tarn,villemur sur tarn,43.8660668,1.49500552
12102,31,31585,31800,Villeneuve-de-Rivière,villeneuve de riviere,43.121820555556,0.67085522222222
12103,31,31586,31580,Villeneuve-Lécussan,villeneuve lecussan,43.141801477273,0.49115931818182
12104,31,31587,31620,Villeneuve-lès-Bouloc,villeneuve les bouloc,43.774309595376,1.4222467052023
12105,31,31588,31270,Villeneuve-Tolosane,villeneuve tolosane,43.526808901099,1.3509402197802
12106,31,31589,31290,Villenouvelle,villenouvelle,43.439594390244,1.661423902439
12107,31,31590,31440,Binos,binos,42.904188965517,0.60927965517241
12108,31,31591,31260,Escoulis,escoulis,43.109982083333,1.0266500833333
12109,31,31592,31330,Larra,larra,43.73066656051,1.2272613375796
12110,31,31593,31230,Cazac,cazac,43.347589113924,0.95515721518987
