,,,,-JURA,,,
15078,39,39253,39320,Gigny,gigny,46.451575514706,5.4665395588235
15079,39,39254,39250,Gillois,gillois,46.732507007874,6.0334336220472
15080,39,39255,39190,Gizia,gizia,46.529796482759,5.4265053103448
15081,39,39258,39150,Grande-Rivière,grande riviere,46.540341601942,5.8980307281553
15082,39,39259,39600,Grange-de-Vaivre,grange de vaivre,46.995492972973,5.8423794594595
15083,39,39261,39320,Graye-et-Charnay,graye et charnay,46.471705504587,5.4518517431193
15084,39,39262,39290,Gredisans,gredisans,47.158461428571,5.5158776785714
15085,39,39263,39800,Grozon,grozon,46.890412928571,5.6939885
15086,39,39265,39130,Hautecour,hautecour,46.563469277108,5.7793469879518
15087,39,39266,39120,Les Hays,les hays,46.906934468085,5.3892054255319
15088,39,39267,39110,Ivory,ivory,46.90136976,5.85126176
15089,39,39268,39110,Ivrey,ivrey,46.991945,5.896964893617
15090,39,39269,39360,Jeurre,jeurre,46.376161304348,5.7112203478261
15091,39,39270,39100,Jouhe,jouhe,47.140613589744,5.4856647863248
15092,39,39271,39150,Lac-des-Rouges-Truites,lac des rouges truites,46.600453809524,6.0034
15093,39,39272,39210,Ladoye-sur-Seille,ladoye sur seille,46.765235846154,5.6812529230769
15094,39,39273,39320,Montlainsia,montlainsia,46.377278358209,5.4801627985075
15095,39,39274,1410,Lajoux,lajoux,46.37446,5.972055
15096,39,39274,39310,Lajoux,lajoux,46.37446,5.972055
15097,39,39275,39310,Lamoura,lamoura,46.40542,5.9808438190955
15098,39,39277,39300,Le Larderet,le larderet,46.824100153846,5.9425892307692
15099,39,39278,39130,Largillay-Marsonnay,largillay marsonnay,46.55520921875,5.6720303125
15100,39,39279,39140,Larnaud,larnaud,46.69821191358,5.4677118518518
15101,39,39280,39360,Larrivoire,larrivoire,46.337866129032,5.7834229032258
15102,39,39281,39300,Le Latet,le latet,46.80034185567,5.9404528865979
15103,39,39282,39250,La Latette,la latette,46.752668070175,6.0970178947368
15104,39,39283,1590,Lavancia-Epercy,lavancia epercy,46.336158513514,5.6800551351351
15105,39,39284,39700,Lavangeot,lavangeot,47.149742291667,5.6083991666667
15106,39,39285,39700,Lavans-lès-Dole,lavans les dole,47.157686081081,5.6334567567568
15107,39,39286,39170,Lavans-lès-Saint-Claude,lavans les saint claude,46.391706,5.7793782666667
15108,39,39287,39240,Lavans-sur-Valouse,lavans sur valouse,46.338194968153,5.5732614012739
15109,39,39288,39210,Lavigny,lavigny,46.718918426966,5.6053451685393
15110,39,39289,39260,Lect,lect,46.393905892857,5.6655211607143
15111,39,39290,39240,Valzin en Petite Montagne,valzin en petite montagne,46.430166398104,5.5750641232227
15112,39,39291,39110,Lemuy,lemuy,46.890752797619,5.9849101785714
15113,39,39292,39300,Lent,lent,46.750534848485,5.9764374242424
15114,39,39293,39170,Leschères,lescheres,46.469598219178,5.8286206849315
15115,39,39295,39320,Loisia,loisia,46.490456526316,5.4636206315789
15116,39,39296,39230,Lombard,lombard,46.783437572816,5.5123996116505
15117,39,39297,39400,Longchaumois,longchaumois,46.467235035971,5.9730159352518
15118,39,39298,39250,Longcochon,longcochon,46.771404444444,6.0736962962963
15119,39,39299,39120,Longwy-sur-le-Doubs,longwy sur le doubs,46.955207747748,5.3556344144144
15120,39,39300,39000,Lons-le-Saunier,lons le saunier,46.674548992806,5.5576914388489
15121,39,39301,39300,Loulle,loulle,46.703702151899,5.8783622151899
15122,39,39302,39350,Louvatange,louvatange,47.190472325581,5.7196120930233
15123,39,39304,39210,Le Louverot,le louverot,46.733143709677,5.5807633870968
15124,39,39305,39380,La Loye,la loye,47.020631428571,5.5433426190476
15125,39,39306,39570,Macornay,macornay,46.64200393617,5.5438630851064
15126,39,39307,39260,Maisod,maisod,46.4791,5.6940517171717
15127,39,39308,39700,Malange,malange,47.179505892857,5.6146188392857
15128,39,39310,39230,Mantry,mantry,46.7963225,5.5509659285714
15129,39,39312,39240,Marigna-sur-Valouse,marigna sur valouse,46.442593559322,5.5286130508475
15130,39,39313,39130,Marigny,marigny,46.677526778523,5.7755332214765
15131,39,39314,39270,Marnézia,marnezia,46.578151071429,5.6416025
15132,39,39315,39110,Marnoz,marnoz,46.953955086207,5.8381332758621
15133,39,39317,39210,La Marre,la marre,46.737993797468,5.6972453164557
15134,39,39318,39260,Martigna,martigna,46.388288448276,5.7018289655172
15135,39,39319,39600,Mathenay,mathenay,46.929027904762,5.6801323809524
15136,39,39320,39190,Maynal,maynal,46.568359130435,5.4109043478261
15137,39,39321,39210,Menétru-le-Vignoble,menetru le vignoble,46.770950493827,5.6282554320988
15138,39,39322,39130,Menétrux-en-Joux,menetrux en joux,46.627678020833,5.8390995833333
15139,39,39323,39290,Menotey,menotey,47.166730123457,5.4997267901235
15140,39,39324,39270,Mérona,merona,46.552872325581,5.6352888372093
15141,39,39325,39600,Mesnay,mesnay,46.900135433071,5.8116938582677
15142,39,39326,39130,Mesnois,mesnois,46.595328448276,5.6825704022989
15143,39,39327,39570,Messia-sur-Sorne,messia sur sorne,46.664031034483,5.5151762068965
15144,39,39328,39260,Meussia,meussia,46.498835037594,5.7387320300752
15145,39,39329,39250,Mièges,mieges,46.790092037037,6.0527966049383
15146,39,39330,39800,Miéry,miery,46.806981619048,5.6649941904762
15147,39,39331,39250,Mignovillard,mignovillard,46.784181616162,6.1200918855219
15148,39,39333,39260,Moirans-en-Montagne,moirans en montagne,46.435255060976,5.7355546951219
15149,39,39334,39570,Moiron,moiron,46.636273846154,5.5595683076923
15150,39,39335,39290,Moissey,moissey,47.192711282051,5.5252005128205
15151,39,39336,39800,Molain,molain,46.824143071429,5.8274272142857
15152,39,39337,39600,Molamboz,molamboz,46.953689318182,5.6792190909091
15153,39,39338,39500,Molay,molay,47.017013714286,5.4249697142857
15154,39,39339,39360,Molinges,molinges,46.351081,5.7665721428571
15155,39,39342,39230,Monay,monay,46.837616603774,5.5948805660377
15156,39,39343,39320,Monnetay,monnetay,46.456668,5.5117926153846
15157,39,39344,39300,Monnet-la-Ville,monnet la ville,46.724948970588,5.8185567647059
15158,39,39345,39100,Monnières,monnieres,47.113017377049,5.4565921311475
15159,39,39346,39160,Montagna-le-Reconduit,montagna le reconduit,46.45278,5.3921208333333
15160,39,39348,39570,Montaigu,montaigu,46.65407924812,5.5716912781955
15161,39,39349,39210,Montain,montain,46.722316666667,5.5784633333333
15162,39,39350,39380,Montbarrey,montbarrey,47.017137884615,5.63539125
15163,39,39351,39260,Montcusel,montcusel,46.353505538462,5.6616670769231
15164,39,39352,39700,Monteplain,monteplain,47.160298653846,5.7136553846154
15165,39,39353,39320,Montfleur,montfleur,46.332861923077,5.4446247692308
15166,39,39354,39800,Montholier,montholier,46.893501935484,5.6401721505376
15167,39,39355,39600,Montigny-lès-Arsures,montigny les arsures,46.940524715909,5.7729652272727
15168,39,39356,39300,Montigny-sur-l'Ain,montigny sur l ain,46.705891696429,5.7920597321429
15169,39,39359,39110,Montmarlon,montmarlon,46.875747627119,5.9614074576271
15170,39,39360,39290,Montmirey-la-Ville,montmirey la ville,47.216891780822,5.5179805479452
15171,39,39361,39290,Montmirey-le-Château,montmirey le chateau,47.229311176471,5.5326745098039
15172,39,39362,39570,Montmorot,montmorot,46.688363622449,5.5197038265306
15173,39,39363,39320,Montrevel,montrevel,46.42664,5.4942397674419
15174,39,39364,39300,Montrond,montrond,46.794092112676,5.8415590610329
15175,39,39365,39380,Mont-sous-Vaudrey,mont sous vaudrey,46.969712325581,5.6016262015504
15176,39,39366,39300,Mont-sur-Monnet,mont sur monnet,46.703265791506,5.8503210810811
15177,39,39367,39400,Morbier,morbier,46.543733163265,6.0207813265306
15178,39,39368,39400,Hauts de Bienne,hauts de bienne,46.516177087379,5.99634
15179,39,39370,39330,Mouchard,mouchard,46.974950933333,5.7874764
15180,39,39372,39250,Mournans-Charbonny,mournans charbonny,46.773603362069,5.9862952586207
15181,39,39373,39310,Les Moussières,les moussieres,46.327823959391,5.8737347208122
15182,39,39375,39270,Moutonne,moutonne,46.527860555556,5.56979
15183,39,39376,39300,Moutoux,moutoux,46.791574684685,5.9414091891892
15184,39,39377,39290,Mutigney,mutigney,47.2846324,5.53302936
