,,,,-SOMME,,,
32056,80,80367,80340,Frise,frise,49.945311666667,2.8126224444444
32057,80,80368,80130,Friville-Escarbotin,friville escarbotin,50.085746190476,1.5456336507937
32058,80,80369,80370,Frohen-sur-Authie,frohen sur authie,50.202926422764,2.2082856910569
32059,80,80371,80150,Froyelles,froyelles,50.222451372549,1.9258864705882
32060,80,80372,80490,Frucourt,frucourt,49.99691,1.8112158064516
32061,80,80373,80220,Gamaches,gamaches,49.990493470588,1.5608625882353
32062,80,80374,80150,Gapennes,gapennes,50.176917027027,1.9502757657658
32063,80,80375,80290,Gauville,gauville,49.780944189189,1.7815527027027
32064,80,80376,80800,Gentelles,gentelles,49.848556734694,2.4437959183673
32065,80,80377,80600,Gézaincourt,gezaincourt,50.142025434783,2.3128752173913
32066,80,80378,80360,Ginchy,ginchy,50.020759855072,2.8367443478261
32067,80,80379,80440,Glisy,glisy,49.877250632911,2.3853865822785
32068,80,80380,80690,Gorenflos,gorenflos,50.088800508475,2.0562657627119
32069,80,80381,80370,Gorges,gorges,50.107123508772,2.1792110526316
32070,80,80383,80700,Goyencourt,goyencourt,49.722697317073,2.7728297560976
32071,80,80384,80300,Grandcourt,grandcourt,50.073618738739,2.709379009009
32072,80,80385,80132,Grand-Laviers,grand laviers,50.135585,1.7928110810811
32073,80,80386,80500,Gratibus,gratibus,49.683206551724,2.544505
32074,80,80387,80680,Grattepanche,grattepanche,49.785247142857,2.3028610714286
32075,80,80388,80140,Grébault-Mesnil,grebault mesnil,50.022840555556,1.7254047222222
32076,80,80389,80400,Grécourt,grecourt,49.715467222222,2.9856816666667
32077,80,80390,80250,Grivesnes,grivesnes,49.685574330709,2.4581947244094
32078,80,80391,80700,Grivillers,grivillers,49.658136818182,2.7027818181818
32079,80,80392,80600,Grouches-Luchuel,grouches luchuel,50.182582358491,2.3801733962264
32080,80,80393,80700,Gruny,gruny,49.725664047619,2.8129878571429
32081,80,80395,80500,Guerbigny,guerbigny,49.694459561404,2.6675540350877
32082,80,80396,80150,Gueschart,gueschart,50.23742661017,2.0150083898305
32083,80,80397,80360,Gueudecourt,gueudecourt,50.063215822785,2.8431434177215
32084,80,80399,80540,Guignemicourt,guignemicourt,49.873026956522,2.1659506521739
32085,80,80400,80170,Guillaucourt,guillaucourt,49.833962622951,2.6326621311475
32086,80,80401,80360,Guillemont,guillemont,50.012782051282,2.82409
32087,80,80402,80290,Guizancourt,guizancourt,49.735257746479,1.9996395774648
32088,80,80403,80250,Guyencourt-sur-Noye,guyencourt sur noye,49.777531578947,2.3609547368421
32089,80,80404,80240,Guyencourt-Saulcourt,guyencourt saulcourt,49.993365641026,3.0845858974359
32090,80,80405,80440,Hailles,hailles,49.8013136,2.4310761333333
32091,80,80406,80490,Hallencourt,hallencourt,49.995405269461,1.8754822754491
32092,80,80407,80250,Hallivillers,hallivillers,49.698536875,2.2883590625
32093,80,80408,80670,Halloy-lès-Pernois,halloy les pernois,50.045615877863,2.2082578625954
32094,80,80409,80320,Hallu,hallu,49.794645945946,2.7864616216216
32095,80,80410,80400,Ham,ham,49.754377211538,3.0809293269231
32096,80,80411,80800,Le Hamel,le hamel,49.899204482759,2.5777101149425
32097,80,80412,80800,Hamelet,hamelet,49.898575148515,2.5338654455446
32098,80,80413,80240,Hancourt,hancourt,49.905058918919,3.0713443243243
32099,80,80414,80110,Hangard,hangard,49.828939036145,2.5097515662651
32100,80,80415,80134,Hangest-en-Santerre,hangest en santerre,49.744305238095,2.5971014285714
32101,80,80416,80310,Hangest-sur-Somme,hangest sur somme,49.981879402985,2.0412704477612
32102,80,80417,80131,Harbonnières,harbonnieres,49.842221954023,2.6656996551724
32103,80,80418,80360,Hardecourt-aux-Bois,hardecourt aux bois,49.993814259259,2.8131481481481
32104,80,80419,80500,Hargicourt,hargicourt,49.713472125,2.520916375
32105,80,80420,80560,Harponville,harponville,50.034944054054,2.5013262162162
32106,80,80421,80700,Hattencourt,hattencourt,49.7690168,2.7917128
32107,80,80422,80132,Hautvillers-Ouville,hautvillers ouville,50.168762765957,1.8215165957447
32108,80,80423,80670,Havernas,havernas,50.035768933333,2.2306029333333
32109,80,80424,80680,Hébécourt,hebecourt,49.819804459459,2.2596217567568
32110,80,80425,80560,Hédauville,hedauville,50.04954527027,2.5729121621622
32111,80,80426,80800,Heilly,heilly,49.959740909091,2.5290965656566
32112,80,80427,80600,Hem-Hardinval,hem hardinval,50.155812886598,2.2916413402062
32113,80,80428,80360,Hem-Monacu,hem monacu,49.95913056338,2.8411142253521
32114,80,80429,80300,Hénencourt,henencourt,50.003695692308,2.5604803076923
32115,80,80430,80200,Herbécourt,herbecourt,49.920297692308,2.8431869230769
32116,80,80431,80260,Hérissart,herissart,50.02929961039,2.4163955844156
32117,80,80432,80340,Herleville,herleville,49.870949636364,2.7493874545454
32118,80,80433,80190,Herly,herly,49.755095416667,2.8747889583333
32119,80,80434,80240,Hervilly,hervilly,49.931009651163,3.1161196511628
32120,80,80435,80240,Hesbécourt,hesbecourt,49.947441818182,3.1424042424242
32121,80,80436,80290,Hescamps,hescamps,49.730292071429,1.8772546428571
32122,80,80437,80270,Heucourt-Croquoison,heucourt croquoison,49.93044015873,1.8827053968254
32123,80,80438,80122,Heudicourt,heudicourt,50.030418941176,3.0924997647059
32124,80,80439,80370,Heuzecourt,heuzecourt,50.165724583333,2.1712401388889
32125,80,80440,80370,Hiermont,hiermont,50.202408571429,2.0728946031746
32126,80,80442,80400,Hombleux,hombleux,49.743166146789,2.9890616513761
32127,80,80443,80640,Hornoy-le-Bourg,hornoy le bourg,49.844409012876,1.9052477253219
32128,80,80444,80132,Huchenneville,huchenneville,50.051488548387,1.8043804032258
32129,80,80445,80600,Humbercourt,humbercourt,50.209438114754,2.4571244262295
32130,80,80446,80140,Huppy,huppy,50.025539659091,1.7635545454546
32131,80,80449,80800,Ignaucourt,ignaucourt,49.819592934783,2.577499673913
32132,80,80450,80430,Inval-Boiron,inval boiron,49.88141462963,1.74681
32133,80,80451,80300,Irles,irles,50.103114390244,2.7596375609756
32134,80,80452,80250,Jumel,jumel,49.762195070423,2.3202511267606
32135,80,80453,80500,Laboissière-en-Santerre,laboissiere en santerre,49.661644761905,2.6686171428571
32136,80,80455,80290,Lachapelle,lachapelle,49.763830967742,1.9575883870968
32137,80,80456,80430,Lafresguimont-Saint-Martin,lafresguimont saint martin,49.817759534884,1.794667627907
32138,80,80458,80800,Lahoussoye,lahoussoye,49.947666393443,2.481386557377
32139,80,80459,80270,Laleu,laleu,49.941540465116,1.9338427906977
32140,80,80460,80290,Lamaronde,lamaronde,49.802798965517,1.9040568965517
32141,80,80461,80450,Lamotte-Brebière,lamotte brebiere,49.892778484848,2.3949477272727
32142,80,80462,80150,Lamotte-Buleux,lamotte buleux,50.187567818182,1.8397449090909
32143,80,80463,80800,Lamotte-Warfusée,lamotte warfusee,49.8805498,2.5912625
32144,80,80464,80230,Lanchères,lancheres,50.168465555556,1.5523868253968
32145,80,80465,80190,Languevoisin-Quiquery,languevoisin quiquery,49.748694408602,2.9318144086022
32146,80,80466,80620,Lanches-Saint-Hilaire,lanches saint hilaire,50.102642695652,2.1469552173913
32147,80,80467,80700,Laucourt,laucourt,49.6721178,2.7617462
32148,80,80468,80300,Laviéville,lavieville,49.992043061224,2.5762330612245
32149,80,80469,80250,Lawarde-Mauger-l'Hortoy,lawarde mauger l hortoy,49.710422676056,2.2724822535211
32150,80,80470,80560,Léalvillers,lealvillers,50.07003173913,2.507967173913
32151,80,80472,80360,Lesbœufs,lesboeufs,50.04461721519,2.8596398734177
32152,80,80473,80700,Liancourt-Fosse,liancourt fosse,49.755592962963,2.8193109259259
32153,80,80474,80320,Licourt,licourt,49.828485,2.9047176785714
32154,80,80475,80240,Liéramont,lieramont,49.995085223881,3.049266119403
32155,80,80476,80580,Liercourt,liercourt,50.034511666667,1.8983838333333
32156,80,80477,80150,Ligescourt,ligescourt,50.291998367347,1.8708279591837
32157,80,80478,80500,Lignières,lignieres,49.675819390244,2.6539162195122
32158,80,80479,80290,Lignières-Châtelain,lignieres chatelain,49.775524179104,1.8671713432836
32159,80,80480,80140,Lignières-en-Vimeu,lignieres en vimeu,49.910455454545,1.7450245454545
32160,80,80481,80320,Lihons,lihons,49.825127714286,2.7594881428571
32161,80,80482,80490,Limeux,limeux,50.015712524272,1.8085018446602
32162,80,80484,80430,Liomer,liomer,49.861696078431,1.8087478431373
32163,80,80485,80160,Lœuilly,loeuilly,49.774709495798,2.1835777310924
32164,80,80486,80510,Long,long,50.040855196078,1.9853324509804
32165,80,80487,80240,Longavesnes,longavesnes,49.971452641509,3.0651805660377
32166,80,80488,80510,Longpré-les-Corps-Saints,longpre les corps saints,50.011099787234,1.9795542553192
32167,80,80489,80330,Longueau,longueau,49.87399983871,2.357475
32168,80,80490,80360,Longueval,longueval,50.028126164384,2.8005039726027
32169,80,80491,80600,Longuevillette,longuevillette,50.130965,2.2776123333333
32170,80,80493,80560,Louvencourt,louvencourt,50.090480121951,2.504636097561
32171,80,80494,80250,Louvrechy,louvrechy,49.73276359375,2.38983515625
32172,80,80495,80600,Lucheux,lucheux,50.204418996139,2.4262305019305
32173,80,80496,80150,Machiel,machiel,50.270100833333,1.8327377083333
32174,80,80497,80150,Machy,machy,50.272920535714,1.8003494642857
32175,80,80498,80560,Mailly-Maillet,mailly maillet,50.080593493151,2.5960667123288
32176,80,80499,80110,Mailly-Raineval,mailly raineval,49.741375853659,2.4443487804878
32177,80,80500,80220,Maisnières,maisnieres,50.014052831858,1.6142805309735
32178,80,80501,80150,Maison-Ponthieu,maison ponthieu,50.211604615385,2.04899
32179,80,80502,80135,Maison-Roland,maison roland,50.126960377358,2.0297458490566
32180,80,80503,80370,Maizicourt,maizicourt,50.193833584906,2.1281669811321
32181,80,80504,80250,Malpart,malpart,49.695565254237,2.5037211864407
32182,80,80505,80300,Mametz,mametz,50.001265048544,2.746482815534
32183,80,80507,80800,Marcelcave,marcelcave,49.843000606061,2.5753305050505
32184,80,80508,80700,Marché-Allouarde,marche allouarde,49.725388928571,2.8667032142857
32185,80,80509,80200,Marchélepot,marchelepot,49.834752391304,2.8682908695652
32186,80,80511,80500,Marestmontiers,marestmontiers,49.683376,2.5218087692308
32187,80,80512,80132,Mareuil-Caubert,mareuil caubert,50.067984508197,1.8270817213115
32188,80,80513,80360,Maricourt,maricourt,49.978351643836,2.7827961643836
32189,80,80514,80560,Marieux,marieux,50.102296046512,2.4505946511628
32190,80,80515,80290,Marlers,marlers,49.759189,1.8550298
32191,80,80516,80240,Marquaix,marquaix,49.947333289474,3.0750368421053
32192,80,80517,80700,Marquivillers,marquivillers,49.684427983193,2.688304789916
32193,80,80518,80140,Martainneville,martainneville,50.001120714286,1.7062768571429
32194,80,80519,80400,Matigny,matigny,49.79579390625,3.01092921875
32195,80,80520,80170,Maucourt,maucourt,49.790391481481,2.7487051851852
32196,80,80521,80360,Maurepas,maurepas,49.986525,2.8558197619048
32197,80,80522,80430,Le Mazis,le mazis,49.874508142857,1.7687372857143
32198,80,80523,80300,Méaulte,meaulte,49.974361603053,2.6630055725191
32199,80,80524,80170,Méharicourt,meharicourt,49.794681777778,2.7278055555556
32200,80,80525,80290,Meigneux,meigneux,49.768593958333,1.8924820833333
32201,80,80526,80370,Le Meillard,le meillard,50.17634539823,2.2050086725664
32202,80,80527,80520,Méneslies,meneslies,50.056087636364,1.4949612727273
32203,80,80528,80290,Méréaucourt,mereaucourt,49.731398378378,1.9302051351351
32204,80,80529,80490,Mérélessart,merelessart,49.971531803279,1.8516798360656
32205,80,80530,80800,Méricourt-l'Abbé,mericourt l abbe,49.945578688525,2.562726147541
32206,80,80531,80640,Méricourt-en-Vimeu,mericourt en vimeu,49.895066610169,1.9463476271186
32207,80,80533,80350,Mers-les-Bains,mers les bains,50.070323191489,1.4045526595745
32208,80,80535,80310,Le Mesge,le mesge,49.940484130435,2.0509369565217
32209,80,80536,80200,Mesnil-Bruntel,mesnil bruntel,49.900089259259,2.9609711111111
32210,80,80537,80620,Mesnil-Domqueur,mesnil domqueur,50.132014081633,2.0627685714286
32211,80,80538,80360,Mesnil-en-Arrouaise,mesnil en arrouaise,50.034353125,2.950304375
32212,80,80540,80300,Mesnil-Martinsart,mesnil martinsart,50.045448837209,2.644309379845
32213,80,80541,80500,Mesnil-Saint-Georges,mesnil saint georges,49.639870235294,2.5246535294118
32214,80,80542,80190,Mesnil-Saint-Nicaise,mesnil saint nicaise,49.778882622951,2.9153050819672
32215,80,80543,80270,Métigny,metigny,49.939093424658,1.9144232876712
32216,80,80544,80600,Mézerolles,mezerolles,50.184168987342,2.2273574050633
32217,80,80545,80110,Mézières-en-Santerre,mezieres en santerre,49.780985844156,2.5460161038961
32218,80,80546,80132,Miannay,miannay,50.094783385827,1.7131919685039
32219,80,80547,80300,Millencourt,millencourt,50.002721927711,2.5960301204819
32220,80,80548,80135,Millencourt-en-Ponthieu,millencourt en ponthieu,50.146721212121,1.9123994949495
32221,80,80549,80300,Miraumont,miraumont,50.094918571429,2.7309267346939
32222,80,80550,80260,Mirvaux,mirvaux,50.003997090909,2.3960914545455
32223,80,80551,80320,Misery,misery,49.849531551724,2.8898570689655
32224,80,80552,80200,Moislains,moislains,49.995231910828,2.9700848407643
32225,80,80553,80260,Molliens-au-Bois,molliens au bois,49.989267246377,2.3807672463768
32226,80,80554,80540,Molliens-Dreuil,molliens dreuil,49.883153130435,2.0097409565217
32227,80,80555,80200,Monchy-Lagache,monchy lagache,49.848221071429,3.0485035714286
32228,80,80556,80210,Mons-Boubert,mons boubert,50.129972405063,1.6645737974683
32229,80,80557,80200,Estrées-Mons,estrees mons,49.880905688073,3.0094695412844
32230,80,80558,80160,Monsures,monsures,49.711511204819,2.162805060241
32231,80,80559,80540,Montagne-Fayel,montagne fayel,49.911256506024,1.9858113253012
32232,80,80560,80300,Montauban-de-Picardie,montauban de picardie,50.005790779221,2.7789674025974
32233,80,80561,80500,Montdidier,montdidier,49.646648780488,2.5648148780488
32234,80,80562,80260,Montigny-sur-l'Hallue,montigny sur l hallue,49.986269076923,2.4226636923077
32235,80,80563,80370,Montigny-les-Jongleurs,montigny les jongleurs,50.177879701493,2.1345871641791
32236,80,80565,80260,Montonvillers,montonvillers,49.995807666667,2.295802
32237,80,80566,80670,Fieffes-Montrelet,fieffes montrelet,50.092024215686,2.2220166666667
32238,80,80568,80190,Morchain,morchain,49.798744772727,2.9226797727273
32239,80,80569,80340,Morcourt,morcourt,49.889103026316,2.6606086842105
32240,80,80570,80110,Moreuil,moreuil,49.775172383721,2.4749691860465
32241,80,80571,80110,Morisel,morisel,49.766073950617,2.4627909876543
32242,80,80572,80300,Morlancourt,morlancourt,49.949232571429,2.6511115238095
32243,80,80573,80290,Morvillers-Saint-Saturnin,morvillers saint saturnin,49.770414752475,1.8096087128713
32244,80,80574,80690,Mouflers,mouflers,50.042461911765,2.0595726470588
32245,80,80575,80140,Mouflières,mouflieres,49.926687419355,1.7443261290323
32246,80,80576,80400,Moyencourt,moyencourt,49.725462419355,2.9469487096774
32247,80,80577,80290,Moyencourt-lès-Poix,moyencourt les poix,49.790806568627,2.0431133333333
32248,80,80578,80870,Moyenneville,moyenneville,50.078429230769,1.7502461538462
32249,80,80579,80400,Muille-Villette,muille villette,49.724834578313,3.0664222891566
32250,80,80580,80120,Nampont,nampont,50.34002822695,1.7507043262411
32251,80,80582,80290,Namps-Maisnil,namps maisnil,49.80469045045,2.1199671171171
32252,80,80583,80160,Nampty,nampty,49.793571384615,2.2099484615385
32253,80,80584,80260,Naours,naours,50.047361092437,2.2839233613445
32254,80,80585,80190,Nesle,nesle,49.759549724771,2.9141624770642
32255,80,80586,80140,Nesle-l'Hôpital,nesle l hopital,49.914563,1.6892764545454
32256,80,80587,80140,Neslette,neslette,49.926365595238,1.6659698809524
32257,80,80588,80132,Neufmoulin,neufmoulin,50.126218939394,1.904036969697
32258,80,80589,80150,Neuilly-le-Dien,neuilly le dien,50.228141388889,2.0505958333333
32259,80,80590,80132,Neuilly-l'Hôpital,neuilly l hopital,50.169811690141,1.8772811267606
32260,80,80591,80140,Neuville-au-Bois,neuville au bois,49.970524102564,1.7846428205128
32261,80,80592,80430,Neuville-Coppegueule,neuville coppegueule,49.855200990991,1.7398245945946
32262,80,80593,80340,La Neuville-lès-Bray,la neuville les bray,49.921277076923,2.7222316923077
32263,80,80594,80160,Neuville-lès-Lœuilly,neuville les loeuilly,49.792206326531,2.1783230612245
32264,80,80595,80110,La Neuville-Sire-Bernard,la neuville sire bernard,49.742094366197,2.5208992957747
32265,80,80596,80600,Neuvillette,neuvillette,50.206950980392,2.3159647058824
32266,80,80597,80390,Nibas,nibas,50.091275700935,1.5898185981308
32267,80,80598,80860,Nouvion,nouvion,50.213525619048,1.7844712380952
32268,80,80599,80150,Noyelles-en-Chaussée,noyelles en chaussee,50.210684558824,1.9828833823529
32269,80,80600,80860,Noyelles-sur-Mer,noyelles sur mer,50.193466818182,1.7319401515152
32270,80,80601,80240,Nurlu,nurlu,50.003631238095,3.0157204761905
32271,80,80602,80600,Occoches,occoches,50.183913298969,2.2888793814433
32272,80,80603,80210,Ochancourt,ochancourt,50.101152272727,1.6132586363636
32273,80,80604,80290,Offignies,offignies,49.795141,1.8554744
32274,80,80605,80400,Offoy,offoy,49.773327068966,3.0150431034483
32275,80,80606,80140,Oisemont,oisemont,49.952277941176,1.7603402941177
32276,80,80607,80540,Oissy,oissy,49.902464189189,2.0581272972973
32277,80,80609,80135,Oneux,oneux,50.149261478261,1.9858826086957
32278,80,80611,80160,Oresmaux,oresmaux,49.76975952381,2.2790965476191
32279,80,80613,80460,Oust-Marest,oust marest,50.043143103448,1.4670027586207
32280,80,80614,80600,Outrebois,outrebois,50.171506269841,2.2517499206349
32281,80,80615,80300,Ovillers-la-Boisselle,ovillers la boisselle,50.028555436893,2.6999898058252
32282,80,80616,80190,Pargny,pargny,49.808876792453,2.9496020754717
32283,80,80617,80700,Parvillers-le-Quesnoy,parvillers le quesnoy,49.74775804878,2.7294041463415
32284,80,80618,80230,Pendé,pende,50.15775,1.5799918461539
32285,80,80619,80670,Pernois,pernois,50.060068482143,2.1844991964286
32286,80,80620,80200,Péronne,peronne,49.92916005988,2.9243673652695
32287,80,80621,80320,Hypercourt,hypercourt,49.811721,2.8513414285714
32288,80,80622,80310,Picquigny,picquigny,49.9306115625,2.14414671875
32289,80,80623,80500,Piennes-Onvillers,piennes onvillers,49.620859191176,2.6541729411765
32290,80,80624,80260,Pierregot,pierregot,50.007495517241,2.3825798275862
32291,80,80625,80500,Pierrepont-sur-Avre,pierrepont sur avre,49.708754888889,2.5494138888889
32292,80,80626,80540,Pissy,pissy,49.867911272727,2.1280569090909
32293,80,80627,80160,Plachy-Buyon,plachy buyon,49.813038811881,2.2246585148515
32294,80,80628,80110,Le Plessier-Rozainvillers,le plessier rozainvillers,49.750008615385,2.5485255384615
32295,80,80629,80240,Pœuilly,poeuilly,49.885675714286,3.093972556391
32296,80,80630,80290,Poix-de-Picardie,poix de picardie,49.754636701571,1.9793811518325
32297,80,80631,80150,Ponches-Estruval,ponches estruval,50.310798024691,1.8772911111111
32298,80,80632,80480,Pont-de-Metz,pont de metz,49.882226849315,2.233548630137
32299,80,80633,80860,Ponthoile,ponthoile,50.219221982759,1.7053224137931
32300,80,80634,80115,Pont-Noyelles,pont noyelles,49.942777594937,2.4494048101266
32301,80,80635,80580,Pont-Remy,pont remy,50.058069468085,1.9164959574468
32302,80,80637,80132,Port-le-Grand,port le grand,50.155933809524,1.7618742857143
32303,80,80638,80190,Potte,potte,49.796279444444,2.9014675
32304,80,80639,80260,Poulainville,poulainville,49.958137764706,2.3103944705882
32305,80,80640,80300,Pozières,pozieres,50.040449850746,2.7222253731343
32306,80,80642,80370,Prouville,prouville,50.157722804878,2.1308091463415
32307,80,80643,80160,Prouzel,prouzel,49.811015416667,2.1908372222222
32308,80,80644,80340,Proyart,proyart,49.896692528736,2.7049604597701
32309,80,80645,80560,Puchevillers,puchevillers,50.053143673469,2.4137454081633
32310,80,80646,80320,Punchy,punchy,49.792951923077,2.8076103846154
32311,80,80647,80320,Puzeaux,puzeaux,49.799929655172,2.8225944827586
32312,80,80648,80300,Pys,pys,50.082434684685,2.7614545045045
32313,80,80649,80120,Quend,quend,50.321325333333,1.62223
32314,80,80650,80115,Querrieu,querrieu,49.939428034188,2.4130884615385
32315,80,80651,80430,Le Quesne,le quesne,49.861811538462,1.7932892307692
32316,80,80652,80118,Le Quesnel,le quesnel,49.7842602,2.6258276
32317,80,80654,80132,Quesnoy-le-Montant,quesnoy le montant,50.104438225806,1.6901664516129
32318,80,80655,80270,Quesnoy-sur-Airaines,quesnoy sur airaines,49.950603116883,1.9956993506494
32319,80,80656,80710,Quevauvillers,quevauvillers,49.811331195652,2.0709320652174
32320,80,80657,80250,Quiry-le-Sec,quiry le sec,49.669989047619,2.3824866666667
32321,80,80658,80400,Quivières,quivieres,49.827291960784,3.0257515686275
32322,80,80659,80600,Raincheval,raincheval,50.074691896552,2.4377965517241
32323,80,80661,80260,Rainneville,rainneville,49.978081935484,2.3626298387097
32324,80,80662,80140,Ramburelles,ramburelles,49.964850714286,1.7115717857143
32325,80,80663,80140,Rambures,rambures,49.939111416667,1.6906675
32326,80,80664,80360,Rancourt,rancourt,50.001726111111,2.9034924074074
32327,80,80665,80120,Regnière-Écluse,regniere ecluse,50.283469431818,1.7698554545454
32328,80,80666,80600,Remaisnil,remaisnil,50.20462,2.2396362
32329,80,80667,80500,Remaugies,remaugies,49.627300454545,2.6747316666667
32330,80,80668,80250,Remiencourt,remiencourt,49.780209027778,2.3832818055556
32331,80,80669,80700,Rethonvillers,rethonvillers,49.737242222222,2.8581322222222
32332,80,80670,80540,Revelles,revelles,49.839821447368,2.1151346052632
32333,80,80671,80620,Ribeaucourt,ribeaucourt,50.117956282051,2.1169519230769
32334,80,80672,80800,Ribemont-sur-Ancre,ribemont sur ancre,49.972107028985,2.5595713768116
32335,80,80673,80310,Riencourt,riencourt,49.923268356164,2.0378391780822
32336,80,80674,80136,Rivery,rivery,49.905414683544,2.3313175949367
32337,80,80675,80160,Rogy,rogy,49.71233358209,2.2057182089552
32338,80,80676,80700,Roiglise,roiglise,49.682665,2.8345605769231
32339,80,80677,80240,Roisel,roisel,49.943821543624,3.0934657718121
32340,80,80678,80500,Rollot,rollot,49.593733157895,2.6493526315789
32341,80,80679,80740,Ronssoy,ronssoy,49.9818651,3.1665919
32342,80,80680,80170,Rosières-en-Santerre,rosieres en santerre,49.815514285714,2.7004350793651
32343,80,80681,80250,Rouvrel,rouvrel,49.770980963855,2.419966626506
32344,80,80682,80170,Rouvroy-en-Santerre,rouvroy en santerre,49.770319090909,2.7138136363636
32345,80,80683,80190,Rouy-le-Grand,rouy le grand,49.778476119403,2.9509102985075
32346,80,80684,80190,Rouy-le-Petit,rouy le petit,49.767345846154,2.9534633846154
32347,80,80685,80700,Roye,roye,49.692755408163,2.7869210204082
32348,80,80686,80260,Rubempré,rubempre,50.016457368421,2.3778546052632
32349,80,80687,80500,Rubescourt,rubescourt,49.608923888889,2.5766954444444
32350,80,80688,80120,Rue,rue,50.27522347619,1.6608679047619
32351,80,80690,80680,Rumigny,rumigny,49.806828333333,2.2833746969697
32352,80,80691,80230,Saigneville,saigneville,50.138064666667,1.7199164444444
32353,80,80692,80970,Sailly-Flibeaucourt,sailly flibeaucourt,50.17884220339,1.7719381355932
32354,80,80693,80800,Sailly-Laurette,sailly laurette,49.919944945055,2.6142481318681
32355,80,80694,80800,Sailly-le-Sec,sailly le sec,49.927662477064,2.5887756880734
32356,80,80695,80360,Sailly-Saillisel,sailly saillisel,50.029539634146,2.9130667073171
32357,80,80696,80680,Sains-en-Amiénois,sains en amienois,49.816916590909,2.32384875
32358,80,80697,80370,Saint-Acheul,saint acheul,50.18994637931,2.1613913793103
32359,80,80698,80540,Saint-Aubin-Montenoy,saint aubin montenoy,49.839844938272,1.9984375308642
32360,80,80699,80430,Saint-Aubin-Rivière,saint aubin riviere,49.867983174603,1.7794922222222
32361,80,80700,80960,Saint-Blimont,saint blimont,50.123354942529,1.5618273563218
32362,80,80701,80200,Saint-Christ-Briost,saint christ briost,49.854274533333,2.9288185333333
32363,80,80702,80680,Saint-Fuscien,saint fuscien,49.837161981982,2.3040654054054
32364,80,80703,80430,Saint-Germain-sur-Bresle,saint germain sur bresle,49.823890230769,1.7423728461539
32365,80,80704,80260,Saint-Gratien,saint gratien,49.961920909091,2.4031585714286
32366,80,80705,80560,Saint-Léger-lès-Authie,saint leger les authie,50.125657377049,2.5141127868853
32367,80,80706,80780,Saint-Léger-lès-Domart,saint leger les domart,50.057849837398,2.1462869918699
32368,80,80707,80140,Saint-Léger-sur-Bresle,saint leger sur bresle,49.870645789474,1.7193557894737
32369,80,80708,80700,Saint-Mard,saint mard,49.691407936508,2.7596041269841
32370,80,80709,80140,Saint-Maulvis,saint maulvis,49.903863823529,1.82697
32371,80,80710,80140,Saint-Maxent,saint maxent,50.000748837209,1.729501627907
32372,80,80711,80610,Saint-Ouen,saint ouen,50.037203255814,2.1210953488372
32373,80,80713,80120,Saint-Quentin-en-Tourmont,saint quentin en tourmont,50.271460789474,1.5742831140351
32374,80,80714,80880,Saint-Quentin-la-Motte-Croix-au-Bailly,saint quentin la motte croix au bailly,50.075481772152,1.444815443038
32375,80,80716,80135,Saint-Riquier,saint riquier,50.128033785714,1.9404567857143
32376,80,80717,80160,Saint-Sauflieu,saint sauflieu,49.788844938272,2.2525201234568
32377,80,80718,80470,Saint-Sauveur,saint sauveur,49.949091298701,2.2169492207792
32378,80,80719,80290,Sainte-Segrée,sainte segree,49.761276097561,1.9143204878049
32379,80,80721,80230,Saint-Valery-sur-Somme,saint valery sur somme,50.175161532258,1.6315949193548
32380,80,80722,80310,Saint-Vaast-en-Chaussée,saint vaast en chaussee,49.968027142857,2.1959840816327
32381,80,80723,80540,Saisseval,saisseval,49.900557391304,2.1191983695652
32382,80,80724,80480,Saleux,saleux,49.860095445545,2.2190606930693
32383,80,80725,80480,Salouël,salouel,49.869146949153,2.2405449152542
32384,80,80726,80400,Sancourt,sancourt,49.772317846154,3.0457730769231
32385,80,80728,80290,Saulchoy-sous-Poix,saulchoy sous poix,49.756106976744,1.9418404651163
32386,80,80729,80110,Sauvillers-Mongival,sauvillers mongival,49.718311041667,2.4692914583333
32387,80,80730,80470,Saveuse,saveuse,49.894890333333,2.2053376666667
32388,80,80732,80140,Senarpont,senarpont,49.890398208955,1.7166664925373
32389,80,80733,80300,Senlis-le-Sec,senlis le sec,50.027912142857,2.5793142857143
32390,80,80734,80160,Sentelie,sentelie,49.720477402597,2.0202925974026
32391,80,80735,80540,Seux,seux,49.877822407407,2.1042683333333
32392,80,80736,80490,Sorel-en-Vimeu,sorel en vimeu,50.012660517241,1.9152587931035
32393,80,80737,80240,Sorel,sorel,50.0271476,3.0531425333333
32394,80,80738,80310,Soues,soues,49.953514,2.0555912222222
32395,80,80740,80250,Sourdon,sourdon,49.70589974359,2.4004079487179
32396,80,80741,80200,Soyécourt,soyecourt,49.865290833333,2.7982094444444
32397,80,80742,80620,Surcamps,surcamps,50.06695,2.0783580487805
32398,80,80743,80340,Suzanne,suzanne,49.959792747253,2.7617553846154
32399,80,80744,80270,Tailly,tailly,49.932961568627,1.9454064705882
32400,80,80746,80260,Talmas,talmas,50.038342560976,2.3326567073171
32401,80,80747,80240,Templeux-la-Fosse,templeux la fosse,49.973246415094,3.0219482075472
32402,80,80748,80240,Templeux-le-Guérard,templeux le guerard,49.962842777778,3.1445911111111
32403,80,80749,80600,Terramesnil,terramesnil,50.102034393939,2.3839651515152
