,,,,-GIRONDE,,,
12923,33,33354,33220,Riocaud,riocaud,44.748167464789,0.20426978873239
12924,33,33355,33410,Rions,rions,44.671043170732,-0.33110398373984
12925,33,33356,33126,La Rivière,la riviere,44.93972195122,-0.31466097560976
12926,33,33357,33210,Roaillan,roaillan,44.511151344538,-0.27802537815126
12927,33,33358,33760,Romagne,romagne,44.767246623377,-0.20445818181818
12928,33,33359,33580,Roquebrune,roquebrune,44.62855601626,0.02041723577236
12929,33,33360,33220,La Roquille,la roquille,44.783821692308,0.23016046153846
12930,33,33361,33350,Ruch,ruch,44.776953687943,-0.03462042553191
12931,33,33362,33910,Sablons,sablons,45.021928181818,-0.19263696969697
12932,33,33363,33670,Sadirac,sadirac,44.785898248175,-0.38834459854015
12933,33,33364,33141,Saillans,saillans,44.955836078431,-0.26821382352941
12934,33,33365,33126,Saint-Aignan,saint aignan,44.946948,-0.29681942857143
12935,33,33366,33240,Saint-André-de-Cubzac,saint andre de cubzac,44.993426666667,-0.42334150943396
12936,33,33367,33490,Saint-André-du-Bois,saint andre du bois,44.607170753425,-0.19621705479452
12937,33,33369,33220,Saint-André-et-Appelles,saint andre et appelles,44.812368176471,0.18814870588235
12938,33,33370,33390,Saint-Androny,saint androny,45.19616787234,-0.68544787234043
12939,33,33372,33790,Saint-Antoine-du-Queyret,saint antoine du queyret,44.764917840909,0.00965397727273
12940,33,33373,33660,Saint-Antoine-sur-l'Isle,saint antoine sur l isle,45.039078706897,0.03767172413793
12941,33,33374,33820,Saint-Aubin-de-Blaye,saint aubin de blaye,45.264198131868,-0.57186516483516
12942,33,33375,33420,Saint-Aubin-de-Branne,saint aubin de branne,44.810261960784,-0.16390019607843
12943,33,33376,33160,Saint-Aubin-de-Médoc,saint aubin de medoc,44.918375769231,-0.74205653846154
12944,33,33377,33220,Saint-Avit-de-Soulège,saint avit de soulege,44.811934268293,0.11821548780488
12945,33,33378,33220,Saint-Avit-Saint-Nazaire,saint avit saint nazaire,44.843320514706,0.26623838235294
12946,33,33379,33540,Saint-Brice,saint brice,44.694869514563,-0.13893009708738
12947,33,33380,33820,Saint-Caprais-de-Blaye,saint caprais de blaye,45.288053521127,-0.5669123943662
12948,33,33381,33880,Saint-Caprais-de-Bordeaux,saint caprais de bordeaux,44.751801219512,-0.43051853658537
12949,33,33382,33920,Saint-Christoly-de-Blaye,saint christoly de blaye,45.14010124498,-0.49169987951807
12950,33,33383,33340,Saint-Christoly-Médoc,saint christoly medoc,45.358556470588,-0.82829732026144
12951,33,33384,33330,Saint-Christophe-des-Bardes,saint christophe des bardes,44.898974107143,-0.12131383928571
12952,33,33385,33230,Saint-Christophe-de-Double,saint christophe de double,45.093271654676,0.02971809352518
12953,33,33386,33570,Saint-Cibard,saint cibard,44.941114819277,-0.02581662650602
12954,33,33387,33910,Saint-Ciers-d'Abzac,saint ciers d abzac,45.032576363636,-0.29080363636364
12955,33,33388,33710,Saint-Ciers-de-Canesse,saint ciers de canesse,45.087519754098,-0.60261147540984
12956,33,33389,33820,Saint-Ciers-sur-Gironde,saint ciers sur gironde,45.296413538462,-0.65472753846154
12957,33,33390,33350,Sainte-Colombe,sainte colombe,44.878188690476,-0.06295238095238
12958,33,33391,33430,Saint-Côme,saint come,44.423922758621,-0.17061344827586
12959,33,33392,33410,Sainte-Croix-du-Mont,sainte croix du mont,44.600500322581,-0.26907709677419
12960,33,33393,33910,Saint-Denis-de-Pile,saint denis de pile,44.991190730337,-0.19537269662921
12961,33,33394,33330,Saint-Émilion,saint emilion,44.902322085562,-0.16465374331551
12962,33,33395,33180,Saint-Estèphe,saint estephe,45.258426823529,-0.77432576470588
12963,33,33396,33330,Saint-Étienne-de-Lisse,saint etienne de lisse,44.881455555556,-0.09362972222222
12964,33,33397,33560,Sainte-Eulalie,sainte eulalie,44.901547843137,-0.48064519607843
12965,33,33398,33190,Saint-Exupéry,saint exupery,44.632075308642,-0.10261382716049
12966,33,33399,33540,Saint-Félix-de-Foncaude,saint felix de foncaude,44.654582706767,-0.10597293233083
12967,33,33400,33580,Saint-Ferme,saint ferme,44.697561489362,0.0609419858156
12968,33,33401,33350,Sainte-Florence,sainte florence,44.814869574468,-0.08944425531915
12969,33,33402,33220,Sainte-Foy-la-Grande,sainte foy la grande,44.839847777778,0.21832
12970,33,33403,33490,Sainte-Foy-la-Longue,sainte foy la longue,44.615292674419,-0.14146151162791
12971,33,33404,33580,Sainte-Gemme,sainte gemme,44.619310833333,0.06903802083333
12972,33,33405,33390,Saint-Genès-de-Blaye,saint genes de blaye,45.163641840491,-0.66967871165644
12973,33,33406,33350,Saint-Genès-de-Castillon,saint genes de castillon,44.901714035088,-0.06776271929825
12974,33,33407,33240,Saint-Genès-de-Fronsac,saint genes de fronsac,45.024934948454,-0.34344484536082
12975,33,33408,33670,Saint-Genès-de-Lombaud,saint genes de lombaud,44.752910089286,-0.38136946428571
12976,33,33409,33760,Saint-Genis-du-Bois,saint genis du bois,44.701716610169,-0.1795506779661
12977,33,33411,33490,Saint-Germain-de-Grave,saint germain de grave,44.62123016,-0.21540832
12978,33,33412,33340,Saint-Germain-d'Esteuil,saint germain d esteuil,45.273505923567,-0.87400541401274
12979,33,33413,33750,Saint-Germain-du-Puch,saint germain du puch,44.850850923077,-0.33664592307692
12980,33,33414,33240,Saint-Germain-de-la-Rivière,saint germain de la riviere,44.947001702128,-0.32640595744681
12981,33,33415,33240,Saint-Gervais,saint gervais,45.018633846154,-0.46545923076923
12982,33,33416,33920,Saint-Girons-d'Aiguevives,saint girons d aiguevives,45.147041824818,-0.54013379562044
12983,33,33417,33480,Sainte-Hélène,sainte helene,44.991988815789,-0.87776223684211
12984,33,33418,33190,Saint-Hilaire-de-la-Noaille,saint hilaire de la noaille,44.60126991453,0.00208384615385
12985,33,33419,33540,Saint-Hilaire-du-Bois,saint hilaire du bois,44.663297241379,-0.07922689655172
12986,33,33420,33330,Saint-Hippolyte,saint hippolyte,44.872790877193,-0.12154298245614
12987,33,33421,33420,Saint-Jean-de-Blaignac,saint jean de blaignac,44.807172719298,-0.13973780701754
12988,33,33422,33127,Saint-Jean-d'Illac,saint jean d illac,44.796390731707,-0.79925975609756
12989,33,33423,33250,Saint-Julien-Beychevelle,saint julien beychevelle,45.159514123711,-0.72849365979381
12990,33,33424,33112,Saint-Laurent-Médoc,saint laurent medoc,45.121440253165,-0.81967721518987
12991,33,33425,33240,Saint-Laurent-d'Arce,saint laurent d arce,45.044477941176,-0.46854470588235
12992,33,33426,33330,Saint-Laurent-des-Combes,saint laurent des combes,44.875483214286,-0.13786357142857
12993,33,33427,33540,Saint-Laurent-du-Bois,saint laurent du bois,44.641432625,-0.139315
12994,33,33428,33190,Saint-Laurent-du-Plan,saint laurent du plan,44.625213472222,-0.11428013888889
12995,33,33429,33113,Saint-Léger-de-Balson,saint leger de balson,44.435517183908,-0.43480459770115
12996,33,33431,33670,Saint-Léon,saint leon,44.768293692308,-0.27647953846154
12997,33,33432,33210,Saint-Loubert,saint loubert,44.554729516129,-0.16649112903226
12998,33,33433,33450,Saint-Loubès,saint loubes,44.91913056338,-0.43447570422535
12999,33,33434,33440,Saint-Louis-de-Montferrand,saint louis de montferrand,44.950465322581,-0.52920370967742
13000,33,33435,33490,Saint-Macaire,saint macaire,44.5638884,-0.230584
13001,33,33436,33125,Saint-Magne,saint magne,44.5377518125,-0.6566814375
13002,33,33437,33350,Saint-Magne-de-Castillon,saint magne de castillon,44.862535765766,-0.06918936936937
13003,33,33438,33490,Saint-Maixant,saint maixant,44.586950291262,-0.2375445631068
13004,33,33439,33620,Saint-Mariens,saint mariens,45.12016129771,-0.40418694656489
13005,33,33440,33490,Saint-Martial,saint martial,44.630965545455,-0.18358227272727
13006,33,33441,33390,Saint-Martin-Lacaussade,saint martin lacaussade,45.141476046512,-0.64347848837209
13007,33,33442,33910,Saint-Martin-de-Laye,saint martin de laye,45.03491246988,-0.22866048192771
13008,33,33443,33540,Saint-Martin-de-Lerm,saint martin de lerm,44.647061836735,-0.04107421768707
13009,33,33444,33490,Saint-Martin-de-Sescas,saint martin de sescas,44.589135454545,-0.16149925619835
13010,33,33445,33910,Saint-Martin-du-Bois,saint martin du bois,45.016691885714,-0.2631128
13011,33,33446,33540,Saint-Martin-du-Puy,saint martin du puy,44.672229081633,-0.03499459183673
13012,33,33447,33230,Saint-Médard-de-Guizières,saint medard de guizieres,45.008466136364,-0.07741742424242
13013,33,33448,33650,Saint-Médard-d'Eyrans,saint medard d eyrans,44.71347233871,-0.50503596774194
13014,33,33449,33160,Saint-Médard-en-Jalles,saint medard en jalles,44.885900212766,-0.7253435106383
13015,33,33450,33840,Saint-Michel-de-Castelnau,saint michel de castelnau,44.278259333333,-0.10843861111111
13016,33,33451,33126,Saint-Michel-de-Fronsac,saint michel de fronsac,44.931310609756,-0.29766390243902
13017,33,33452,33720,Saint-Michel-de-Rieufret,saint michel de rieufret,44.623948863636,-0.44087454545455
13018,33,33453,33190,Saint-Michel-de-Lapujade,saint michel de lapujade,44.583599787234,0.07092624113475
13019,33,33454,33650,Saint-Morillon,saint morillon,44.636411478873,-0.52491253521127
13020,33,33456,33820,Saint-Palais,saint palais,45.30913795082,-0.5962237704918
13021,33,33457,33210,Saint-Pardon-de-Conques,saint pardon de conques,44.55127060241,-0.1863813253012
13022,33,33458,33390,Saint-Paul,saint paul,45.150533656716,-0.58738604477612
13023,33,33459,33330,Saint-Pey-d'Armens,saint pey d armens,44.855603960396,-0.11819069306931
13024,33,33460,33350,Saint-Pey-de-Castets,saint pey de castets,44.812510895522,-0.06199708955224
13025,33,33461,33350,Saint-Philippe-d'Aiguille,saint philippe d aiguille,44.915846814159,-0.03985380530973
13026,33,33462,33220,Saint-Philippe-du-Seignal,saint philippe du seignal,44.822380277778,0.25783555555556
13027,33,33463,33490,Saint-Pierre-d'Aurillac,saint pierre d aurillac,44.579907846154,-0.19296984615385
13028,33,33464,33760,Saint-Pierre-de-Bat,saint pierre de bat,44.670685714286,-0.21850408163265
13029,33,33465,33210,Saint-Pierre-de-Mons,saint pierre de mons,44.544216581197,-0.21722384615385
13030,33,33467,33220,Saint-Quentin-de-Caplong,saint quentin de caplong,44.796581340206,0.13215453608247
13031,33,33468,33350,Sainte-Radegonde,sainte radegonde,44.803699166667,0.02908712121212
13032,33,33470,33240,Saint-Romain-la-Virvée,saint romain la virvee,44.960233033708,-0.40739640449438
13033,33,33471,33250,Saint-Sauveur,saint sauveur,45.198509295775,-0.81983633802817
13034,33,33472,33660,Saint-Sauveur-de-Puynormand,saint sauveur de puynormand,44.993021714286,-0.03213671428571
13035,33,33473,33920,Saint-Savin,saint savin,45.16596537594,-0.45153157894737
13036,33,33475,33710,Saint-Seurin-de-Bourg,saint seurin de bourg,45.053703561644,-0.58111082191781
13037,33,33476,33180,Saint-Seurin-de-Cadourne,saint seurin de cadourne,45.293084259259,-0.79458953703704
13038,33,33477,33390,Saint-Seurin-de-Cursac,saint seurin de cursac,45.159208823529,-0.62574078431373
13039,33,33478,33660,Saint-Seurin-sur-l'Isle,saint seurin sur l isle,45.011751428571,-0.00132238095238
13040,33,33479,33190,Saint-Sève,saint seve,44.60827827957,-0.02283838709677
13041,33,33480,33330,Saint-Sulpice-de-Faleyrens,saint sulpice de faleyrens,44.861315405405,-0.18230608108108
13042,33,33481,33580,Saint-Sulpice-de-Guilleragues,saint sulpice de guilleragues,44.629555103448,0.0442004137931
13043,33,33482,33540,Saint-Sulpice-de-Pommiers,saint sulpice de pommiers,44.674093267974,-0.10763163398693
13044,33,33483,33450,Saint-Sulpice-et-Cameyrac,saint sulpice et cameyrac,44.902462773723,-0.38320766423358
13045,33,33484,33113,Saint-Symphorien,saint symphorien,44.4397004375,-0.531487375
13046,33,33485,33350,Sainte-Terre,sainte terre,44.836504130435,-0.12660608695652
13047,33,33486,33710,Saint-Trojan,saint trojan,45.08990358209,-0.58132940298507
13048,33,33487,33440,Saint-Vincent-de-Paul,saint vincent de paul,44.964716440678,-0.4787979661017
13049,33,33488,33420,Saint-Vincent-de-Pertignas,saint vincent de pertignas,44.796988333333,-0.11350364583333
13050,33,33489,33920,Saint-Vivien-de-Blaye,saint vivien de blaye,45.104622035398,-0.50948053097345
13051,33,33490,33590,Saint-Vivien-de-Médoc,saint vivien de medoc,45.446993796296,-1.0319183333333
13052,33,33491,33580,Saint-Vivien-de-Monségur,saint vivien de monsegur,44.617847622951,0.11814352459016
13053,33,33492,33920,Saint-Yzan-de-Soudiac,saint yzan de soudiac,45.154483796296,-0.40345768518519
13054,33,33493,33340,Saint-Yzans-de-Médoc,saint yzans de medoc,45.328001721311,-0.81297418032787
13055,33,33494,33160,Salaunes,salaunes,44.929938823529,-0.84456058823529
13056,33,33496,33370,Sallebœuf,salleboeuf,44.843566666667,-0.39113106060606
13057,33,33498,33770,Salles,salles,44.544109012346,-0.85961234567901
13058,33,33499,33350,Les Salles-de-Castillon,les salles de castillon,44.911701741573,0.01162674157303
13059,33,33500,33710,Samonac,samonac,45.070172911392,-0.57010126582278
13060,33,33501,33650,Saucats,saucats,44.6630128125,-0.594761875
13061,33,33502,33920,Saugon,saugon,45.19384424,-0.51516744
13062,33,33503,33680,Saumos,saumos,44.909467692308,-0.99859256410256
13063,33,33504,33210,Sauternes,sauternes,44.531433214286,-0.34016107142857
13064,33,33505,33670,La Sauve,la sauve,44.7617745,-0.3146215
13065,33,33506,33540,Sauveterre-de-Guyenne,sauveterre de guyenne,44.697913782609,-0.07644647826087
13066,33,33507,33430,Sauviac,sauviac,44.3997905,-0.18306428571429
13067,33,33508,33124,Savignac,savignac,44.513468984375,-0.102040078125
13068,33,33509,33910,Savignac-de-l'Isle,savignac de l isle,44.986298809524,-0.24126111111111
13069,33,33510,33490,Semens,semens,44.612279178082,-0.23096328767123
13070,33,33511,33690,Sendets,sendets,44.430234329897,-0.09622505154639
13071,33,33512,33690,Sigalens,sigalens,44.455693715847,-0.03097054644809
13072,33,33513,33690,Sillas,sillas,44.371372654867,-0.05806973451327
13073,33,33514,33780,Soulac-sur-Mer,soulac sur mer,45.497440791367,-1.0980629496403
13074,33,33515,33760,Soulignac,soulignac,44.69893815534,-0.28427611650485
13075,33,33516,33790,Soussac,soussac,44.735860625,0.01022447916667
13076,33,33517,33460,Soussans,soussans,45.057728888889,-0.70069875816993
13077,33,33518,33550,Tabanac,tabanac,44.724578513513,-0.40932702702703
13078,33,33519,33320,Le Taillan-Médoc,le taillan medoc,44.904625925926,-0.66946950617284
13079,33,33520,33580,Taillecavat,taillecavat,44.649463032787,0.15986729508197
13080,33,33521,33590,Talais,talais,45.479598222222,-1.0665971111111
13081,33,33522,33400,Talence,talence,44.804572826087,-0.59241065217391
13082,33,33523,33760,Targon,targon,44.73472775,-0.2654835625
13083,33,33524,33240,Tarnès,tarnes,44.975809166667,-0.3544815
13084,33,33525,33710,Tauriac,tauriac,45.053613596491,-0.5075199122807
13085,33,33526,33570,Tayac,tayac,44.962654574468,-0.02151553191489
13086,33,33527,33470,Le Teich,le teich,44.62649590604,-1.0066076510067
13087,33,33528,33680,Le Temple,le temple,44.863674545455,-0.96109068181818
13088,33,33529,33115,La Teste-de-Buch,la teste de buch,44.6099525,-1.1833043
13089,33,33529,33260,La Teste-de-Buch,la teste de buch,44.5628136,-1.1929114
13090,33,33530,33710,Teuillac,teuillac,45.099567671233,-0.54868246575342
13091,33,33531,33420,Tizac-de-Curton,tizac de curton,44.827007731959,-0.24304907216495
13092,33,33532,33620,Tizac-de-Lapouyade,tizac de lapouyade,45.069957748344,-0.31500774834437
13093,33,33533,33210,Toulenne,toulenne,44.566987538462,-0.28054123076923
13094,33,33534,33550,Le Tourne,le tourne,44.720305,-0.3943545
13095,33,33535,33370,Tresses,tresses,44.842976283186,-0.47501513274336
13096,33,33536,33125,Le Tuzan,le tuzan,44.452624444444,-0.59038666666667
13097,33,33537,33730,Uzeste,uzeste,44.435809139785,-0.33077279569892
13098,33,33538,33340,Valeyrac,valeyrac,45.393212674419,-0.90195802325581
13099,33,33539,33870,Vayres,vayres,44.888393263158,-0.32626978947368
13100,33,33540,33930,Vendays-Montalivet,vendays montalivet,45.338991259843,-1.0913442519685
13101,33,33541,33590,Vensac,vensac,45.399171717172,-1.0702604040404
13102,33,33542,33240,Vérac,verac,44.993393968254,-0.33792253968254
13103,33,33543,33490,Verdelais,verdelais,44.591978214286,-0.24566375
13104,33,33544,33123,Le Verdon-sur-Mer,le verdon sur mer,45.54713375,-1.0910055882353
13105,33,33545,33180,Vertheuil,vertheuil,45.25275043956,-0.84485571428571
13106,33,33546,33330,Vignonet,vignonet,44.847059594595,-0.14595648648649
13107,33,33547,33730,Villandraut,villandraut,44.447501111111,-0.38309797385621
13108,33,33548,33141,Villegouge,villegouge,44.973477333333,-0.3141862
13109,33,33549,33550,Villenave-de-Rions,villenave de rions,44.690268933333,-0.3397616
13110,33,33550,33140,Villenave-d'Ornon,villenave d ornon,44.770586959459,-0.55811614864865
13111,33,33551,33710,Villeneuve,villeneuve,45.079485,-0.64125918181818
13112,33,33552,33720,Virelade,virelade,44.658177966102,-0.38746881355932
13113,33,33553,33240,Virsac,virsac,45.026875357143,-0.43809910714286
13114,33,33554,33370,Yvrac,yvrac,44.884181923077,-0.46928641025641
13115,33,33555,33380,Marcheprime,marcheprime,44.68507390625,-0.868415
