id,department_code,insee_code,zip_code,-YVELINES,slug,gps_lat,gps_lng
31149,78,78003,78660,Ablis,ablis,48.531029663866,1.8459192436975
31150,78,78005,78260,Achères,acheres,48.975378333333,2.1060755882353
31151,78,78006,78113,Adainville,adainville,48.723175681818,1.6621692045454
31152,78,78007,78240,Aigremont,aigremont,48.900396981132,2.0163016981132
31153,78,78009,78660,Allainville,allainville,48.468516057692,1.9053972115385
31154,78,78010,78580,Les Alluets-le-Roi,les alluets le roi,48.914386122449,1.915312244898
31155,78,78013,78770,Andelu,andelu,48.8854828125,1.815559375
31156,78,78015,78570,Andrésy,andresy,48.980979777778,2.0512522222222
31157,78,78020,78790,Arnouville-lès-Mantes,arnouville les mantes,48.909623578947,1.7212461052632
31158,78,78029,78410,Aubergenville,aubergenville,48.961516403509,1.8463771929825
31159,78,78030,78610,Auffargis,auffargis,48.684183203884,1.9053463106796
31160,78,78031,78930,Auffreville-Brasseuil,auffreville brasseuil,48.955932857143,1.7075307142857
31161,78,78033,78126,Aulnay-sur-Mauldre,aulnay sur mauldre,48.93021265625,1.84104421875
31162,78,78034,78770,Auteuil,auteuil,48.84443754717,1.8198239622642
31163,78,78036,78770,Autouillet,autouillet,48.846256875,1.79723
31164,78,78043,78870,Bailly,bailly,48.835349677419,2.0763285483871
31165,78,78048,78550,Bazainville,bazainville,48.809397416667,1.66454975
31166,78,78049,78580,Bazemont,bazemont,48.929636338028,1.8737156338028
31167,78,78050,78490,Bazoches-sur-Guyonne,bazoches sur guyonne,48.77511739726,1.8557061643836
31168,78,78053,78910,Béhoust,behoust,48.83236173913,1.7225734782609
31169,78,78057,78270,Bennecourt,bennecourt,49.04572369863,1.5648545205479
31170,78,78062,78650,Beynes,beynes,48.857497795276,1.8728564566929
31171,78,78068,78270,Blaru,blaru,49.043237741935,1.4809540860215
31172,78,78070,78930,Boinville-en-Mantois,boinville en mantois,48.930649324324,1.7534154054054
31173,78,78071,78660,Boinville-le-Gaillard,boinville le gaillard,48.493584509804,1.8783958823529
31174,78,78072,78200,Boinvilliers,boinvilliers,48.919722033898,1.6637922033898
31175,78,78073,78390,Bois-d'Arcy,bois d arcy,48.806824827586,2.0264737931035
31176,78,78076,78910,Boissets,boissets,48.858866382979,1.5879153191489
31177,78,78077,78125,La Boissière-École,la boissiere ecole,48.688127377049,1.6582728688525
31178,78,78082,78200,Boissy-Mauvoisin,boissy mauvoisin,48.968422903226,1.5878282258064
31179,78,78084,78490,Boissy-sans-Avoir,boissy sans avoir,48.818071612903,1.7975675806452
31180,78,78087,78830,Bonnelles,bonnelles,48.620171652174,2.0320422608696
31181,78,78089,78270,Bonnières-sur-Seine,bonnieres sur seine,49.015920283019,1.5681240566038
31182,78,78090,78410,Bouafle,bouafle,48.962120121951,1.8998132926829
31183,78,78092,78380,Bougival,bougival,48.863607323944,2.1383287323944
31184,78,78096,78113,Bourdonné,bourdonne,48.75542212963,1.6463434259259
31185,78,78104,78930,Breuil-Bois-Robert,breuil bois robert,48.946432435897,1.7143902564103
31186,78,78107,78980,Bréval,breval,48.956128350515,1.54568
31187,78,78108,78610,Les Bréviaires,les breviaires,48.725322183908,1.8228236781609
31188,78,78113,78440,Brueil-en-Vexin,brueil en vexin,49.026684852941,1.8131329411765
31189,78,78117,78530,Buc,buc,48.772625,2.1252096428571
31190,78,78118,78200,Buchelay,buchelay,48.982049074074,1.6776887037037
31191,78,78120,78830,Bullion,bullion,48.619250540541,1.981097972973
31192,78,78123,78955,Carrières-sous-Poissy,carrieres sous poissy,48.948955348837,2.0316509302326
31193,78,78124,78420,Carrières-sur-Seine,carrieres sur seine,48.914275128205,2.176938974359
31194,78,78125,78720,La Celle-les-Bordes,la celle les bordes,48.645642440945,1.9494440944882
31195,78,78126,78170,La Celle-Saint-Cloud,la celle saint cloud,48.851334096386,2.1384553012048
