,,,,-MEUSE,,,
20849,55,55388,55800,Noyers-Auzécourt,noyers auzecourt,48.884033259259,4.9780140740741
20850,55,55389,55250,Nubécourt,nubecourt,49.008387407407,5.1737180864197
20851,55,55391,55700,Olizy-sur-Chiers,olizy sur chiers,49.561195411765,5.2149862352941
20852,55,55394,55150,Ornes,ornes,49.256159664804,5.4772589385475
20853,55,55395,55220,Osches,osches,49.043508076923,5.246942948718
20854,55,55396,55190,Ourches-sur-Meuse,ourches sur meuse,48.666071756757,5.6948327027027
20855,55,55397,55140,Pagny-la-Blanche-Côte,pagny la blanche cote,48.539337216495,5.7377886597938
20856,55,55398,55190,Pagny-sur-Meuse,pagny sur meuse,48.69331034188,5.7294848717949
20857,55,55399,55160,Pareid,pareid,49.123597294118,5.7092015294118
20858,55,55400,55400,Parfondrupt,parfondrupt,49.148402909091,5.7223706363636
20859,55,55401,55300,Les Paroches,les paroches,48.909896986301,5.4858050684931
20860,55,55403,55150,Peuvillers,peuvillers,49.368843368421,5.4031591578947
20861,55,55404,55260,Pierrefitte-sur-Aire,pierrefitte sur aire,48.905077058823,5.337223315508
20862,55,55405,55230,Pillon,pillon,49.372735528455,5.5847961788618
20863,55,55406,55160,Pintheville,pintheville,49.11761673913,5.6679132608696
20864,55,55407,55200,Pont-sur-Meuse,pont sur meuse,48.808766025641,5.552422948718
20865,55,55408,55700,Pouilly-sur-Meuse,pouilly sur meuse,49.539518787879,5.1086954545455
20866,55,55409,55250,Pretz-en-Argonne,pretz en argonne,48.961107714286,5.1414246666667
20867,55,55410,55600,Quincy-Landzécourt,quincy landzecourt,49.495678090909,5.2989414545455
20868,55,55411,55220,Rambluzin-et-Benoite-Vaux,rambluzin et benoite vaux,48.989655490196,5.3368174509804
20869,55,55412,55300,Rambucourt,rambucourt,48.83869815534,5.7578142718447
20870,55,55414,55800,Rancourt-sur-Ornain,rancourt sur ornain,48.818035294118,4.9106636601307
20871,55,55415,55300,Ranzières,ranzieres,49.024835,5.4939191818182
20872,55,55416,55120,Rarécourt,rarecourt,49.070695707547,5.0821381603774
20873,55,55419,55120,Récicourt,recicourt,49.154946202532,5.1617612025317
20874,55,55420,55220,Récourt-le-Creux,recourt le creux,49.000064390244,5.374333597561
20875,55,55421,55190,Reffroy,reffroy,48.627088148148,5.4680175925926
20876,55,55422,55110,Regnéville-sur-Meuse,regneville sur meuse,49.251530769231,5.3178393846154
20877,55,55423,55250,Rembercourt-Sommaisne,rembercourt sommaisne,48.914060802469,5.1770338271605
20878,55,55424,55800,Remennecourt,remennecourt,48.795977702703,4.913635
20879,55,55425,55600,Remoiville,remoiville,49.436059191919,5.3784638888889
20880,55,55426,55000,Resson,resson,48.771443565217,5.2300265217391
20881,55,55427,55800,Revigny-sur-Ornain,revigny sur ornain,48.827379754601,4.9744466257669
20882,55,55428,55150,Réville-aux-Bois,reville aux bois,49.340538958333,5.3453172916667
20883,55,55429,55160,Riaville,riaville,49.094930697674,5.6603490697674
20884,55,55430,55290,Ribeaucourt,ribeaucourt,48.545371932773,5.3597028571429
20885,55,55431,55300,Richecourt,richecourt,48.894217925926,5.7478395555555
20886,55,55433,55140,Rigny-la-Salle,rigny la salle,48.62655826087,5.7156168695652
20887,55,55434,55140,Rigny-Saint-Martin,rigny saint martin,48.612787169811,5.7502068867925
20888,55,55435,55000,Robert-Espagne,robert espagne,48.736680693069,5.0269875247525
20889,55,55436,55130,Les Roises,les roises,48.451880769231,5.6308456043956
20890,55,55437,55150,Romagne-sous-les-Côtes,romagne sous les cotes,49.329763493976,5.4600043373494
20891,55,55438,55110,Romagne-sous-Montfaucon,romagne sous montfaucon,49.328325251799,5.0756771942446
20892,55,55439,55160,Ronvaux,ronvaux,49.128977058824,5.56008
20893,55,55442,55260,Raival,raival,48.889276025641,5.2458262179487
20894,55,55443,55400,Rouvres-en-Woëvre,rouvres en woevre,49.2247075,5.6995180357143
20895,55,55444,55300,Rouvrois-sur-Meuse,rouvrois sur meuse,48.947974411765,5.5196727941176
20896,55,55445,55230,Rouvrois-sur-Othain,rouvrois sur othain,49.38914940678,5.6227190677966
20897,55,55446,55000,Rumont,rumont,48.8282632,5.2744257333333
20898,55,55447,55170,Rupt-aux-Nonains,rupt aux nonains,48.669496067416,5.1029120786517
20899,55,55448,55260,Rupt-devant-Saint-Mihiel,rupt devant saint mihiel,48.885143465347,5.399923960396
20900,55,55449,55320,Rupt-en-Woëvre,rupt en woevre,49.059470672269,5.4994875630252
20901,55,55450,55150,Rupt-sur-Othain,rupt sur othain,49.417950434783,5.4846782608696
20902,55,55452,55500,Saint-Amand-sur-Ornain,saint amand sur ornain,48.624127155172,5.3872438793103
20903,55,55453,55220,Saint-André-en-Barrois,saint andre en barrois,49.01120440678,5.2293472881356
20904,55,55454,55500,Saint-Aubin-sur-Aire,saint aubin sur aire,48.717209548872,5.4452793984962
20905,55,55456,55140,Saint-Germain-sur-Meuse,saint germain sur meuse,48.6481975,5.7168143421053
20906,55,55457,55160,Saint-Hilaire-en-Woëvre,saint hilaire en woevre,49.073216619718,5.7004544366197
20907,55,55458,55400,Saint-Jean-lès-Buzy,saint jean les buzy,49.170160297619,5.7432783928571
20908,55,55459,55130,Saint-Joire,saint joire,48.584995231788,5.414141589404
20909,55,55460,55200,Saint-Julien-sous-les-Côtes,saint julien sous les cotes,48.820673977273,5.6142796590909
20910,55,55461,55150,Saint-Laurent-sur-Othain,saint laurent sur othain,49.396930443038,5.5275407594937
20911,55,55462,55210,Saint-Maurice-sous-les-Côtes,saint maurice sous les cotes,49.016892272727,5.6774101136364
20912,55,55463,55300,Saint-Mihiel,saint mihiel,48.88585532967,5.5614676923077
20913,55,55464,55230,Saint-Pierrevillers,saint pierrevillers,49.372140344828,5.6887176724138
20914,55,55465,55160,Saint-Remy-la-Calonne,saint remy la calonne,49.04139826087,5.5944023188406
20915,55,55466,55000,Salmagne,salmagne,48.758588,5.330938173913
20916,55,55467,55300,Sampigny,sampigny,48.819233149606,5.4934205511811
20917,55,55468,55100,Samogneux,samogneux,49.259444936709,5.3450958227848
20918,55,55469,55110,Sassey-sur-Meuse,sassey sur meuse,49.411632427184,5.1842049514563
20919,55,55470,55000,Saudrupt,saudrupt,48.69649380531,5.0625413274336
20920,55,55471,55110,Saulmory-Villefranche,saulmory villefranche,49.442040348837,5.1741702325581
20921,55,55472,55500,Saulvaux,saulvaux,48.686333797468,5.4571491772152
20922,55,55473,55160,Saulx-lès-Champlon,saulx les champlon,49.074690277778,5.6516168518519
20923,55,55474,55140,Sauvigny,sauvigny,48.498017333333,5.729732
20924,55,55475,55190,Sauvoy,sauvoy,48.639485247525,5.5953484158416
20925,55,55476,55000,Savonnières-devant-Bar,savonnieres devant bar,48.748447636364,5.1768211818182
20926,55,55477,55170,Savonnières-en-Perthois,savonnieres en perthois,48.607648741722,5.1379670198676
20927,55,55479,55000,Seigneulles,seigneulles,48.849369894737,5.2398537894737
20928,55,55481,55230,Senon,senon,49.281767340426,5.6126030851064
20929,55,55482,55220,Senoncourt-les-Maujouy,senoncourt les maujouy,49.062677068966,5.3432794827586
20930,55,55484,55270,Septsarges,septsarges,49.286876777778,5.1758233333333
20931,55,55485,55140,Sepvigny,sepvigny,48.561932857143,5.6877492207792
20932,55,55487,55300,Seuzey,seuzey,48.985160487805,5.5613143902439
20933,55,55488,55000,Silmont,silmont,48.736024215686,5.2467793137255
20934,55,55489,55100,Sivry-la-Perche,sivry la perche,49.141333714286,5.2538038095238
20935,55,55490,55110,Sivry-sur-Meuse,sivry sur meuse,49.326553387097,5.2748758064516
20936,55,55492,55320,Sommedieue,sommedieue,49.102904747475,5.4717516161616
20937,55,55493,55800,Sommeilles,sommeilles,48.922379968354,4.9848225632911
20938,55,55494,55170,Sommelonne,sommelonne,48.677948510638,5.0352575531915
20939,55,55495,55230,Sorbey,sorbey,49.401914296296,5.5874357037037
20940,55,55496,55190,Sorcy-Saint-Martin,sorcy saint martin,48.71515218107,5.648305308642
20941,55,55497,55220,Les Souhesmes-Rampont,les souhesmes rampont,49.088544930876,5.2429107373272
20942,55,55498,55220,Souilly,souilly,49.029444175824,5.293555989011
20943,55,55500,55230,Spincourt,spincourt,49.3307023,5.699497
20944,55,55501,55500,Stainville,stainville,48.643151752137,5.1790132905983
20945,55,55502,55700,Stenay,stenay,49.492694879032,5.1966835887097
20946,55,55503,55140,Taillancourt,taillancourt,48.516167647059,5.670228627451
20947,55,55504,55000,Tannois,tannois,48.718618653846,5.2194571794872
20948,55,55505,55840,Thierville-sur-Meuse,thierville sur meuse,49.170929705882,5.3433130392157
20949,55,55506,55260,Thillombois,thillombois,48.953811404959,5.3786011570248
20950,55,55507,55210,Thillot,thillot,49.027198412698,5.6699542857143
20951,55,55508,55600,Thonne-la-Long,thonne la long,49.565254177215,5.4185179746835
20952,55,55509,55600,Thonne-le-Thil,thonne le thil,49.574241882353,5.345314
20953,55,55510,55600,Thonne-les-Près,thonne les pres,49.530079247312,5.3421648387097
20954,55,55511,55600,Thonnelle,thonnelle,49.554826,5.3597511578947
20955,55,55512,55220,Tilly-sur-Meuse,tilly sur meuse,48.996480062893,5.4198355974843
20956,55,55514,55000,Trémont-sur-Saulx,tremont sur saulx,48.74335175,5.0695003333333
20957,55,55515,55160,Trésauvaux,tresauvaux,49.078838444444,5.6115287777778
20958,55,55516,55130,Tréveray,treveray,48.605584135802,5.3894198765432
20959,55,55517,55250,Seuil-d'Argonne,seuil d argonne,48.972334722222,5.0489800694444
20960,55,55518,55500,Cousances-lès-Triconville,cousances les triconville,48.768900921986,5.4013975886525
20961,55,55519,55310,Tronville-en-Barrois,tronville en barrois,48.717617204969,5.277217826087
20962,55,55520,55190,Troussey,troussey,48.700720592105,5.6895092763158
20963,55,55521,55300,Troyon,troyon,49.001424517766,5.4779853807107
20964,55,55522,55140,Ugny-sur-Meuse,ugny sur meuse,48.637325357143,5.69053
20965,55,55523,55100,Vacherauville,vacherauville,49.227444308943,5.3496966666667
20966,55,55525,55220,Vadelaincourt,vadelaincourt,49.071427283951,5.2621525925926
20967,55,55526,55200,Vadonville,vadonville,48.802867246377,5.5207817391304
20968,55,55527,55270,Varennes-en-Argonne,varennes en argonne,49.231288224299,5.0173186915888
20969,55,55528,55300,Varnéville,varneville,48.874982526316,5.6598230526316
20970,55,55530,55300,Valbois,valbois,48.931562605634,5.6160390140845
20971,55,55531,55800,Vassincourt,vassincourt,48.800400588235,5.0260976470588
20972,55,55532,55250,Vaubecourt,vaubecourt,48.942978888889,5.0937603111111
20973,55,55533,55140,Vaucouleurs,vaucouleurs,48.606294678112,5.6494854506438
20974,55,55534,55130,Vaudeville-le-Haut,vaudeville le haut,48.44841313253,5.5933742168675
20975,55,55535,55230,Vaudoncourt,vaudoncourt,49.318886101695,5.6454452542373
20976,55,55536,55270,Vauquois,vauquois,49.202983571429,5.0831707936508
20977,55,55537,55400,Vaux-devant-Damloup,vaux devant damloup,49.20432,5.4644776744186
20978,55,55540,55300,Vaux-lès-Palameix,vaux les palameix,49.023052941176,5.5455405882353
20979,55,55541,55000,Vavincourt,vavincourt,48.82490327044,5.1978795597484
20980,55,55543,55500,Velaines,velaines,48.695380458716,5.2906133027523
20981,55,55544,55600,Velosnes,velosnes,49.502494166667,5.4568034027778
20982,55,55545,55100,Verdun,verdun,49.146477989691,5.3638845360825
20983,55,55546,55600,Verneuil-Grand,verneuil grand,49.532313333333,5.4259154444444
20984,55,55547,55600,Verneuil-Petit,verneuil petit,49.546252413793,5.4152846551724
20985,55,55549,55270,Véry,very,49.238184621212,5.0949216666667
20986,55,55551,55210,Vigneulles-lès-Hattonchâtel,vigneulles les hattonchatel,48.992981038462,5.7382654230769
20987,55,55552,55600,Vigneul-sous-Montmédy,vigneul sous montmedy,49.510257768595,5.3319132231405
20988,55,55553,55200,Vignot,vignot,48.778440096154,5.6007532692308
20989,55,55554,55600,Villécloye,villecloye,49.513428860759,5.3997839240506
20990,55,55555,55260,Ville-devant-Belrain,ville devant belrain,48.878917710843,5.3546592771084
20991,55,55556,55150,Ville-devant-Chaumont,ville devant chaumont,49.290519411765,5.4284558823529
20992,55,55557,55160,Ville-en-Woëvre,ville en woevre,49.136166444444,5.6198048148148
20993,55,55559,55190,Villeroy-sur-Méholle,villeroy sur meholle,48.616500555556,5.5652334444445
20994,55,55560,55800,Villers-aux-Vents,villers aux vents,48.861482568807,5.0257998165138
20995,55,55561,55110,Villers-devant-Dun,villers devant dun,49.399499578947,5.1042758947368
20996,55,55562,55500,Villers-le-Sec,villers le sec,48.625279396552,5.2959537068966
20997,55,55563,55150,Villers-lès-Mangiennes,villers les mangiennes,49.359089512195,5.5041416260163
20998,55,55565,55160,Villers-sous-Pareid,villers sous pareid,49.127315268817,5.7424849462366
20999,55,55566,55220,Villers-sur-Meuse,villers sur meuse,49.02140745283,5.4065533962264
21000,55,55567,55120,Ville-sur-Cousances,ville sur cousances,49.075621588785,5.1853642056075
21001,55,55568,55000,Ville-sur-Saulx,ville sur saulx,48.716825921053,5.0683277631579
21002,55,55569,55250,Villotte-devant-Louppy,villotte devant louppy,48.894041948052,5.0678727272727
21003,55,55570,55260,Villotte-sur-Aire,villotte sur aire,48.8552349375,5.34863075
21004,55,55571,55110,Vilosnes-Haraumont,vilosnes haraumont,49.341253913043,5.2508000543478
21005,55,55572,55150,Vittarville,vittarville,49.38458852349,5.4137256375839
21006,55,55573,55190,Void-Vacon,void vacon,48.684524636871,5.6232134636871
21007,55,55574,55130,Vouthon-Bas,vouthon bas,48.487961764706,5.6167191176471
21008,55,55575,55130,Vouthon-Haut,vouthon haut,48.474595229358,5.6042656880734
21009,55,55577,55250,Waly,waly,49.024918526316,5.0960304210526
21010,55,55578,55400,Warcq,warcq,49.193036071429,5.6466470238095
21011,55,55579,55160,Watronville,watronville,49.138586885246,5.5477057377049
21012,55,55580,55150,Wavrille,wavrille,49.318648082192,5.375405890411
21013,55,55581,55500,Willeroncourt,willeroncourt,48.714828125,5.35767984375
21014,55,55582,55700,Wiseppe,wiseppe,49.460004444444,5.1640381111111
21015,55,55583,55210,Woël,woel,49.0385625,5.7405369791667
21016,55,55584,55300,Woimbey,woimbey,48.965222121212,5.4502152272727
21017,55,55586,55300,Xivray-et-Marvoisin,xivray et marvoisin,48.868856388889,5.7332
