id,department_code,insee_code,zip_code,-CHARENTE-MARITIME,slug,gps_lat,gps_lng
5923,17,17247,17113,Mornac-sur-Seudre,mornac sur seudre,45.712712747253,-1.0236058241758
5924,17,17248,17120,Mortagne-sur-Gironde,mortagne sur gironde,45.493445,-0.77938823529412
5925,17,17249,17500,Mortiers,mortiers,45.397849347826,-0.32087869565217
5926,17,17250,17240,Mosnac,mosnac,45.505943974359,-0.5370816025641
5927,17,17252,17350,Le Mung,le mung,45.871641568627,-0.71887137254902
5928,17,17253,17430,Muron,muron,46.011827878788,-0.86012666666667
5929,17,17254,17380,Nachamps,nachamps,46.020784666667,-0.62736433333333
5930,17,17255,17600,Nancras,nancras,45.748067115385,-0.87492134615385
5931,17,17256,17770,Nantillé,nantille,45.866739240506,-0.48948303797468
5932,17,17257,17510,Néré,nere,45.979718766234,-0.23754837662338
5933,17,17258,17520,Neuillac,neuillac,45.507438150685,-0.39876328767123
5934,17,17259,17500,Neulles,neulles,45.508089423077,-0.43252852564103
5935,17,17260,17270,Neuvicq,neuvicq,45.254141605839,-0.16572448905109
5936,17,17261,17490,Neuvicq-le-Château,neuvicq le chateau,45.806006377953,-0.16120826771654
5937,17,17262,17810,Nieul-lès-Saintes,nieul les saintes,45.752256948052,-0.75074181818182
5938,17,17263,17150,Nieul-le-Virouil,nieul le virouil,45.417014059829,-0.52271965811966
5939,17,17264,17137,Nieul-sur-Mer,nieul sur mer,46.208905,-1.1697225
5940,17,17265,17600,Nieulle-sur-Seudre,nieulle sur seudre,45.757612873563,-1.0227643103448
5941,17,17266,17380,Les Nouillers,les nouillers,45.93219972973,-0.65550952702703
5942,17,17267,17540,Nuaillé-d'Aunis,nuaille d aunis,46.232668411215,-0.92341158878505
5943,17,17268,17470,Nuaillé-sur-Boutonne,nuaille sur boutonne,46.014428612717,-0.41716479768786
5944,17,17269,17210,Orignolles,orignolles,45.221875876777,-0.2289554028436
5945,17,17270,17500,Ozillac,ozillac,45.409042111801,-0.40363385093168
5946,17,17271,17470,Paillé,paille,45.986811111111,-0.38730296296296
5947,17,17272,17700,Péré,pere,46.087090677966,-0.81010779661017
5948,17,17273,17800,Pérignac,perignac,45.638566923077,-0.46111403846154
5949,17,17274,17180,Périgny,perigny,46.160045652174,-1.0893472826087
5950,17,17275,17810,Pessines,pessines,45.72084664,-0.70923248
5951,17,17276,17210,Le Pin,le pin,45.316418139535,-0.29406860465116
5952,17,17277,17400,Essouvert,essouvert,45.997224649682,-0.53762375796178
5953,17,17278,17600,Pisany,pisany,45.703199864865,-0.79012162162162
5954,17,17279,17240,Plassac,plassac,45.44858,-0.58171815217391
5955,17,17280,17250,Plassay,plassay,45.824085058824,-0.72882376470588
5956,17,17281,17210,Polignac,polignac,45.281086344086,-0.30117956989247
5957,17,17282,17130,Pommiers-Moulons,pommiers moulons,45.326672777778,-0.34241006944444
5958,17,17283,17800,Pons,pons,45.576500048077,-0.56030975961538
5959,17,17284,17250,Pont-l'Abbé-d'Arnoult,pont l abbe d arnoult,45.825148214286,-0.86848771428571
5960,17,17285,17350,Port-d'Envaux,port d envaux,45.815060413223,-0.67097950413223
5961,17,17286,17880,Les Portes-en-Ré,les portes en re,46.2414158,-1.4992829
5962,17,17287,17210,Pouillac,pouillac,45.271364578313,-0.2625078313253
5963,17,17288,17400,Poursay-Garnaud,poursay garnaud,45.949321830986,-0.45448690140845
5964,17,17289,17460,Préguillac,preguillac,45.664312096774,-0.63034467741935
5965,17,17290,17160,Prignac,prignac,45.831665826772,-0.35023338582677
5966,17,17291,17138,Puilboreau,puilboreau,46.184732622951,-1.1179381967213
5967,17,17292,17380,Puy-du-Lac,puy du lac,45.951034736842,-0.75233189473684
5968,17,17293,17700,Puyravault,puyravault,46.141134322034,-0.82691296610169
5969,17,17294,17380,Puyrolland,puyrolland,46.031301851852,-0.65110148148148
5970,17,17295,17500,Réaux sur Trèfle,reaux sur trefle,45.475727247706,-0.38146651376147
5971,17,17296,17460,Rétaud,retaud,45.676848024691,-0.73292203703704
5972,17,17297,17940,Rivedoux-Plage,rivedoux plage,46.160721808511,-1.2816195744681
5973,17,17298,17460,Rioux,rioux,45.634124848485,-0.71337090909091
5974,17,17299,17300,Rochefort,rochefort,45.947770620155,-0.96785914728682
5975,17,17300,17000,La Rochelle,la rochelle,46.15745890785,-1.1692815358362
5976,17,17301,17510,Romazières,romazieres,45.991807303371,-0.17555584269663
5977,17,17302,17250,Romegoux,romegoux,45.858669126214,-0.80159427184466
5978,17,17303,17170,La Ronde,la ronde,46.307119189189,-0.77504135135135
5979,17,17304,17800,Rouffiac,rouffiac,45.68683375,-0.49452609375
5980,17,17305,17130,Rouffignac,rouffignac,45.335143846154,-0.45583594405594
5981,17,17306,17200,Royan,royan,45.631213423913,-1.0227252173913
5982,17,17307,17600,Sablonceaux,sablonceaux,45.7195168,-0.8950253
5983,17,17308,17620,Saint-Agnant,saint agnant,45.863788373494,-0.95573
5984,17,17309,17360,Saint-Aigulin,saint aigulin,45.167782689655,-0.04946137931034
5985,17,17310,17260,Saint-André-de-Lidon,saint andre de lidon,45.590263506493,-0.75988688311688
5986,17,17311,17570,Saint-Augustin,saint augustin,45.684505061728,-1.0857081481482
5987,17,17312,17150,Saint-Bonnet-sur-Gironde,saint bonnet sur gironde,45.343650671642,-0.62727552238806
5988,17,17313,17770,Saint-Bris-des-Bois,saint bris des bois,45.770320454545,-0.477161
5989,17,17314,17770,Saint-Césaire,saint cesaire,45.759629416058,-0.4952100729927
5990,17,17315,17220,Saint-Christophe,saint christophe,46.14356720339,-0.93918737288136
5991,17,17316,17520,Saint-Ciers-Champagne,saint ciers champagne,45.447298514286,-0.30299765714286
5992,17,17317,17240,Saint-Ciers-du-Taillon,saint ciers du taillon,45.428671065089,-0.63683390532544
5993,17,17318,17590,Saint-Clément-des-Baleines,saint clement des baleines,46.235329294118,-1.5329396470588
5994,17,17319,17210,Sainte-Colombe,sainte colombe,45.281331978022,-0.27632076923077
5995,17,17320,17430,Saint-Coutant-le-Grand,saint coutant le grand,45.949212873563,-0.78492057471264
5996,17,17321,17380,Saint-Crépin,saint crepin,45.995580245902,-0.74022319672131
5997,17,17322,17170,Saint-Cyr-du-Doret,saint cyr du doret,46.257492758621,-0.8390375862069
5998,17,17323,17650,Saint-Denis-d'Oléron,saint denis d oleron,46.027891438849,-1.3800477697842
5999,17,17324,17150,Saint-Dizant-du-Bois,saint dizant du bois,45.402128484848,-0.57067333333333
6000,17,17325,17240,Saint-Dizant-du-Gua,saint dizant du gua,45.426476141732,-0.70855952755906
6001,17,17326,17520,Saint-Eugène,saint eugene,45.50115233871,-0.26774016129032
6002,17,17327,17330,Saint-Félix,saint felix,46.093524173913,-0.60147469565217
6003,17,17328,17240,Saint-Fort-sur-Gironde,saint fort sur gironde,45.456596538462,-0.7275467032967
6004,17,17329,17780,Saint-Froult,saint froult,45.91410661017,-1.0614196610169
6005,17,17330,17250,Sainte-Gemme,sainte gemme,45.777000518868,-0.89242283018868
6006,17,17331,17240,Saint-Genis-de-Saintonge,saint genis de saintonge,45.478668414634,-0.56094920731707
6007,17,17332,17240,Saint-Georges-Antignac,saint georges antignac,45.493200253807,-0.48562888324873
6008,17,17333,17110,Saint-Georges-de-Didonne,saint georges de didonne,45.599466448087,-0.99115109289617
6009,17,17334,17470,Saint-Georges-de-Longuepierre,saint georges de longuepierre,46.042059836066,-0.40462114754098
6010,17,17335,17150,Saint-Georges-des-Agoûts,saint georges des agouts,45.375133982301,-0.65112168141593
6011,17,17336,17810,Saint-Georges-des-Coteaux,saint georges des coteaux,45.770937142857,-0.70178428571429
6012,17,17337,17190,Saint-Georges-d'Oléron,saint georges d oleron,45.972824504132,-1.3106265289256
6013,17,17338,17700,Saint-Georges-du-Bois,saint georges du bois,46.153967463768,-0.74537869565217
6014,17,17339,17500,Saint-Germain-de-Lusignan,saint germain de lusignan,45.463799348837,-0.44423246511628
6015,17,17340,17700,Saint-Germain-de-Marencennes,saint germain de marencennes,46.068976060606,-0.80368810606061
6016,17,17341,17500,Saint-Germain-de-Vibrac,saint germain de vibrac,45.42041173913,-0.33117826086957
6017,17,17342,17240,Saint-Germain-du-Seudre,saint germain du seudre,45.512865148515,-0.67949881188119
6018,17,17343,17240,Saint-Grégoire-d'Ardennes,saint gregoire d ardennes,45.50888625,-0.5087390625
6019,17,17344,17770,Saint-Hilaire-de-Villefranche,saint hilaire de villefranche,45.859834571429,-0.53801211428571
6020,17,17345,17500,Saint-Hilaire-du-Bois,saint hilaire du bois,45.426384210526,-0.48758994152047
6021,17,17346,17430,Saint-Hippolyte,saint hippolyte,45.921412153846,-0.91215146153846
6022,17,17347,17400,Saint-Jean-d'Angély,saint jean d angely,45.941754742857,-0.51804971428571
6023,17,17348,17620,Saint-Jean-d'Angle,saint jean d angle,45.829117571429,-0.96823209523809
6024,17,17349,17170,Saint-Jean-de-Liversay,saint jean de liversay,46.286845410959,-0.88203780821918
6025,17,17350,17400,Saint-Julien-de-l'Escap,saint julien de l escap,45.931619590164,-0.48180532786885
6026,17,17351,17320,Saint-Just-Luzac,saint just luzac,45.794309042904,-1.0444863366337
6027,17,17353,17450,Saint-Laurent-de-la-Prée,saint laurent de la pree,45.9909884375,-1.0349342708333
6028,17,17354,17800,Saint-Léger,saint leger,45.614045194805,-0.56937350649351
6029,17,17355,17520,Sainte-Lheurine,sainte lheurine,45.521332123894,-0.36789053097345
6030,17,17356,17380,Saint-Loup,saint loup,46.000139802632,-0.64318848684211
6031,17,17357,17520,Saint-Maigrin,saint maigrin,45.412753333333,-0.27334916666667
6032,17,17358,17470,Saint-Mandé-sur-Brédoire,saint mande sur bredoire,46.0344907,-0.2823133
6033,17,17359,17700,Saint-Mard,saint mard,46.087867087379,-0.69429504854369
6034,17,17360,17740,Sainte-Marie-de-Ré,sainte marie de re,46.15698785124,-1.323073553719
6035,17,17361,17330,Saint-Martial,saint martial,46.046324189189,-0.45597378378378
6036,17,17362,17150,Saint-Martial-de-Mirambeau,saint martial de mirambeau,45.376646571429,-0.59884819047619
6037,17,17363,17500,Saint-Martial-de-Vitaterne,saint martial de vitaterne,45.46205627451,-0.4335962745098
6038,17,17364,17520,Saint-Martial-sur-Né,saint martial sur ne,45.580944356436,-0.36984762376238
6039,17,17365,17270,Saint-Martin-d'Ary,saint martin d ary,45.221109414634,-0.20112517073171
6040,17,17366,17360,Saint-Martin-de-Coux,saint martin de coux,45.14496025641,-0.10573371794872
6041,17,17367,17400,Saint-Martin-de-Juillers,saint martin de juillers,45.940818360656,-0.34222803278689
6042,17,17369,17410,Saint-Martin-de-Ré,saint martin de re,46.201328510638,-1.3659218085106
6043,17,17372,17500,Saint-Médard,saint medard,45.397755268817,-0.35468053763441
6044,17,17373,17220,Saint-Médard-d'Aunis,saint medard d aunis,46.158159009901,-0.9633596039604
6045,17,17374,17770,Sainte-Même,sainte meme,45.880653606557,-0.46303524590164
6046,17,17375,17780,Saint-Nazaire-sur-Charente,saint nazaire sur charente,45.938665617978,-1.0338670786517
6047,17,17376,17230,Saint-Ouen-d'Aunis,saint ouen d aunis,46.234647021277,-1.0347240425532
6048,17,17377,17490,Saint-Ouen-la-Thène,saint ouen la thene,45.862267,-0.16726616666667
6049,17,17378,17210,Saint-Palais-de-Négrignac,saint palais de negrignac,45.272916201923,-0.20228144230769
6050,17,17379,17800,Saint-Palais-de-Phiolin,saint palais de phiolin,45.515399240506,-0.59548291139241
6051,17,17380,17420,Saint-Palais-sur-Mer,saint palais sur mer,45.651222733813,-1.0914782733813
6052,17,17381,17400,Saint-Pardoult,saint pardoult,46.006133617021,-0.45384712765957
6053,17,17382,17700,Saint-Pierre-d'Amilly,saint pierre d amilly,46.176547007874,-0.69036771653543
6054,17,17383,17400,Saint-Pierre-de-Juillers,saint pierre de juillers,45.945531774194,-0.38411806451613
