id,department_code,insee_code,zip_code,-SEINE-MARITIME,slug,gps_lat,gps_lng
30166,76,76266,76260,Flocques,flocques,50.037907162162,1.3560982432432
30167,76,76268,76280,Fongueusemare,fongueusemare,49.676141333333,0.30568166666667
30168,76,76269,76440,Fontaine-en-Bray,fontaine en bray,49.679885925926,1.4309923148148
30169,76,76270,76290,Fontaine-la-Mallet,fontaine la mallet,49.53647625,0.13845431818182
30170,76,76271,76690,Fontaine-le-Bourg,fontaine le bourg,49.565076319444,1.1490121527778
30171,76,76272,76740,Fontaine-le-Dun,fontaine le dun,49.814854794521,0.84639780821918
30172,76,76273,76160,Fontaine-sous-Préaux,fontaine sous preaux,49.487900119048,1.1731585714286
30173,76,76274,76890,La Fontelaye,la fontelaye,49.694141111111,0.94668574074074
30174,76,76275,76290,Fontenay,fontenay,49.567032253521,0.17901323943662
30175,76,76276,76440,Forges-les-Eaux,forges les eaux,49.615378333333,1.5728885507246
30176,76,76278,76340,Foucarmont,foucarmont,49.847443972603,1.565344520548
30177,76,76279,76640,Foucart,foucart,49.6178985,0.591914
30178,76,76280,76660,Fréauville,freauville,49.822073918919,1.414062027027
30179,76,76281,76170,La Frénaye,la frenaye,49.523081512605,0.56733672268908
30180,76,76282,76410,Freneuse-sur-Risle,freneuse,49.307629130435,1.0635754347826
30181,76,76283,76270,Fresles,fresles,49.745195416667,1.3456130833333
30182,76,76284,76850,Fresnay-le-Long,fresnay le long,49.651664363636,1.0910710909091
30183,76,76285,76520,Fresne-le-Plan,fresne le plan,49.412133333333,1.2987075641026
30184,76,76286,76660,Fresnoy-Folny,fresnoy folny,49.896739684211,1.4407671578947
30185,76,76287,76570,Fresquiennes,fresquiennes,49.561743576642,1.0095974452555
30186,76,76288,76510,Freulleville,freulleville,49.821469393939,1.2128795454545
30187,76,76289,76190,Saint Martin de l'If,saint martin de l if,49.560981410788,0.80560211618257
30188,76,76290,76690,Frichemesnil,frichemesnil,49.621361333333,1.1306242666667
30189,76,76291,76400,Froberville,froberville,49.717277848101,0.33579202531646
30190,76,76292,76780,Fry,fry,49.526333255814,1.5418348837209
30191,76,76293,76560,Fultot,fultot,49.756257333333,0.77967355555556
30192,76,76294,76740,La Gaillarde,la gaillarde,49.836107536232,0.87351507246377
30193,76,76295,76870,Gaillefontaine,gaillefontaine,49.653195241379,1.624658137931
30194,76,76296,76700,Gainneville,gainneville,49.520735606061,0.25522378787879
30195,76,76297,76220,Gancourt-Saint-Étienne,gancourt saint etienne,49.543169591837,1.7078476020408
30196,76,76298,76400,Ganzeville,ganzeville,49.731886086957,0.40450246376812
30197,76,76299,76540,Gerponville,gerponville,49.746762714286,0.56240685714286
30198,76,76300,76790,Gerville,gerville,49.696737567568,0.32702135135135
30199,76,76302,76110,Goderville,goderville,49.649393492063,0.35037253968254
30200,76,76303,76430,Gommerville,gommerville,49.551710519481,0.35987077922078
30201,76,76304,76110,Gonfreville-Caillot,gonfreville caillot,49.650806086957,0.44271347826087
30202,76,76305,76700,Gonfreville-l'Orcher,gonfreville l orcher,49.508907674419,0.22028441860465
30203,76,76306,76730,Gonnetot,gonnetot,49.7638771875,0.897158125
30204,76,76307,76280,Gonneville-la-Mallet,gonneville la mallet,49.628168787879,0.21399106060606
30205,76,76308,76590,Gonneville-sur-Scie,gonneville sur scie,49.754166262626,1.0976023232323
30206,76,76309,76560,Gonzeville,gonzeville,49.754023275862,0.80188362068966
30207,76,76311,76570,Goupillières,goupillieres,49.583757538462,0.98412676923077
30208,76,76312,76220,Gournay-en-Bray,gournay en bray,49.476699254386,1.7246407017544
30209,76,76313,76520,Gouy,gouy,49.358057009346,1.1404640186916
